hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,hotel_adresse,hotel_code_postal,url_hotel,source,source_query,hotel_name_norm,city_norm,rating_value,review_count,page_index,in_destination_html,match_type
0348,348,Hôtel Mercure Auxerre Autoroute Du Soleil,MER,MERCURE,APPOIGNY,France,"Route nationale 6, lieu dit ""le chaumois""",89000,https://all.accor.com/hotel/0348/index.fr.shtml,catalog_api,france,HOTEL MERCURE AUXERRE AUTOROUTE DU SOLEIL,APPOIGNY,4.2,853,30.0,True,missing
0741,741,ibis Abbeville,IBH,IBIS,ABBEVILLE,France,"234, route d'Amiens",80100,https://all.accor.com/hotel/0741/index.fr.shtml,catalog_api,france,IBIS ABBEVILLE,ABBEVILLE,,,,False,missing
A068,A068,ibis budget Troyes Est,IBB,IBIS BUDGET,SAINT PARRES AUX TERTRES,France,1 Rue des Lilas,10410,https://all.accor.com/hotel/A068/index.fr.shtml,catalog_api,france,IBIS BUDGET TROYES EST,SAINT PARRES AUX TERTRES,,,,False,missing
A1B9,A1B9,ibis Styles Auxerre Nord,IBS,IBIS STYLES,AUXERRE,France,Carrefour De l Europe,89000,https://all.accor.com/hotel/A1B9/index.fr.shtml,catalog_api,france,IBIS STYLES AUXERRE NORD,AUXERRE,4.2,949,28.0,True,missing
C116,C116,ibis budget Auxerre Nord,IBB,IBIS BUDGET,AUXERRE,France,Carrefour de l'Europe,89000,https://all.accor.com/hotel/C116/index.fr.shtml,catalog_api,france,IBIS BUDGET AUXERRE NORD,AUXERRE,4.5,314,28.0,True,missing
A212,A212,ibis Styles Châlons-en-Champagne Centre,IBS,IBIS STYLES,CHALONS EN CHAMPAGNE,France,"26 Place de la République, Access parking: 19 Rue Lochet",51000,https://all.accor.com/hotel/A212/index.fr.shtml,catalog_api,france,IBIS STYLES CHALONS EN CHAMPAGNE CENTRE,CHALONS EN CHAMPAGNE,,,,False,missing
A1R3,A1R3,ibis budget Auxerre Centre,IBB,IBIS BUDGET,AUXERRE,France,Rue Etienne Dolet,89000,https://all.accor.com/hotel/A1R3/index.fr.shtml,catalog_api,france,IBIS BUDGET AUXERRE CENTRE,AUXERRE,4.6,1092,28.0,True,missing
0611,611,ibis Dieppe Val Druel,IBH,IBIS,DIEPPE,France,"Rue de la Vieille Grange, Le Val Druel",76200,https://all.accor.com/hotel/0611/index.fr.shtml,catalog_api,france,IBIS DIEPPE VAL DRUEL,DIEPPE,,,,False,missing
0699,699,ibis Châlons-en-Champagne,IBH,IBIS,CHALONS EN CHAMPAGNE,France,"ibis Châlons en Champagne, Complexe Agricole Mont Bernard, Route de Suippes D 977",51000,https://all.accor.com/hotel/0699/index.fr.shtml,catalog_api,france,IBIS CHALONS EN CHAMPAGNE,CHALONS EN CHAMPAGNE,,,,False,missing
A285,A285,ibis budget Dieppe Centre Port,IBB,IBIS BUDGET,DIEPPE,France,"8 Boulevard Du General, De Gaulle",76200,https://all.accor.com/hotel/A285/index.fr.shtml,catalog_api,france,IBIS BUDGET DIEPPE CENTRE PORT,DIEPPE,,,,False,missing
B6G5,B6G5,ibis Styles Le Treport Mers Les Bains,IBS,IBIS STYLES,MERS LES BAINS,France,"Parc Des Grands Marais, AVENUE PIERRE ET MARIE CURIE",80350,https://all.accor.com/hotel/B6G5/index.fr.shtml,catalog_api,france,IBIS STYLES LE TREPORT MERS LES BAINS,MERS LES BAINS,,,,False,missing
0700,700,ibis Cambrai,IBH,IBIS,FONTAINE-NOTRE-DAME,France,Route de Bapaume,59400,https://all.accor.com/hotel/0700/index.fr.shtml,catalog_api,france,IBIS CAMBRAI,FONTAINE NOTRE DAME,,,,False,missing
B2W9,B2W9,Novotel Blois Centre Val de Loire,NOV,NOVOTEL,BLOIS,France,26 Avenue Du Marechal Maunoury,41000,https://all.accor.com/hotel/B2W9/index.fr.shtml,catalog_api,france,NOVOTEL BLOIS CENTRE VAL DE LOIRE,BLOIS,4.4,656,16.0,True,missing
1621,1621,Hôtel Mercure Blois Centre,MER,MERCURE,BLOIS,France,28 quai Saint Jean,41000,https://all.accor.com/hotel/1621/index.fr.shtml,catalog_api,france,HOTEL MERCURE BLOIS CENTRE,BLOIS,4.5,2049,15.0,True,missing
0920,920,ibis Blois Centre Château,IBH,IBIS,BLOIS,France,"3, rue Porte Cote",41000,https://all.accor.com/hotel/0920/index.fr.shtml,catalog_api,france,IBIS BLOIS CENTRE CHATEAU,BLOIS,4.7,879,16.0,True,missing
B5E7,B5E7,ibis Styles Arras Centre,IBS,IBIS STYLES,ARRAS,France,22 Avenue Michonneau 62000 Arras,62000,https://all.accor.com/hotel/B5E7/index.fr.shtml,catalog_api,france,IBIS STYLES ARRAS CENTRE,ARRAS,,,,False,missing
2716,2716,ibis budget Honfleur Centre-Ville,IBB,IBIS BUDGET,HONFLEUR,France,"2, rue des vases",14600,https://all.accor.com/hotel/2716/index.fr.shtml,catalog_api,france,IBIS BUDGET HONFLEUR CENTRE VILLE,HONFLEUR,,,,False,missing
0986,986,Hôtel Mercure Honfleur,MER,MERCURE,HONFLEUR,France,4 rue des Vases,14600,https://all.accor.com/hotel/0986/index.fr.shtml,catalog_api,france,HOTEL MERCURE HONFLEUR,HONFLEUR,,,,False,missing
B8E1,B8E1,ibis Styles Contres Cheverny,IBS,IBIS STYLES,LE CONTROIS EN SOLOGNE,France,"3 impasse Vaurobert, CONTRES",41700,https://all.accor.com/hotel/B8E1/index.fr.shtml,catalog_api,france,IBIS STYLES CONTRES CHEVERNY,LE CONTROIS EN SOLOGNE,4.9,1722,11.0,True,missing
0951,951,ibis Le Havre Sud Harfleur,IBH,IBIS,HARFLEUR,France,Clos Labédoyère,76700,https://all.accor.com/hotel/0951/index.fr.shtml,catalog_api,france,IBIS LE HAVRE SUD HARFLEUR,HARFLEUR,,,,False,missing
0982,982,ibis Alençon,IBH,IBIS,ALENCON,France,"13, Pl Auguste Poulet Malassis",61000,https://all.accor.com/hotel/0982/index.fr.shtml,catalog_api,france,IBIS ALENCON,ALENCON,,,,False,missing
C1N9,C1N9,ibis Douai Dechy,IBH,IBIS,DECHY,France,"112 rue Barack OBAMA, Zac du Luc",59187,https://all.accor.com/hotel/C1N9/index.fr.shtml,catalog_api,france,IBIS DOUAI DECHY,DECHY,,,,False,missing
0795,795,ibis Deauville Centre,IBH,IBIS,DEAUVILLE,France,9 Quai de la Marine,14800,https://all.accor.com/hotel/0795/index.fr.shtml,catalog_api,france,IBIS DEAUVILLE CENTRE,DEAUVILLE,,,,False,missing
C4Z4,C4Z4,You Hotel Deauville - Handwritten Collection,SOU,SOU,DEAUVILLE,France,1 rue Desire le hoc,14800,https://all.accor.com/hotel/C4Z4/index.fr.shtml,catalog_api,france,YOU HOTEL DEAUVILLE HANDWRITTEN COLLECTION,DEAUVILLE,,,,False,missing
A0B4,A0B4,ibis Styles Deauville Centre,IBS,IBIS STYLES,DEAUVILLE,France,10 Rue Robert Fossorier,14800,https://all.accor.com/hotel/A0B4/index.fr.shtml,catalog_api,france,IBIS STYLES DEAUVILLE CENTRE,DEAUVILLE,,,,False,missing
B4Q8,B4Q8,Novotel Deauville Plage,NOV,NOVOTEL,DEAUVILLE,France,17 Boulevard Eugène Cornuché,14800,https://all.accor.com/hotel/B4Q8/index.fr.shtml,catalog_api,france,NOVOTEL DEAUVILLE PLAGE,DEAUVILLE,,,,False,missing
0956,956,ibis Douai Centre,IBH,IBIS,DOUAI,France,Place Saint Amé,59500,https://all.accor.com/hotel/0956/index.fr.shtml,catalog_api,france,IBIS DOUAI CENTRE,DOUAI,,,,False,missing
0341,341,Hôtel Mercure Le Havre Centre Bassin du Commerce,MER,MERCURE,LE HAVRE,France,Chaussée Georges Pompidou,76600,https://all.accor.com/hotel/0341/index.fr.shtml,catalog_api,france,HOTEL MERCURE LE HAVRE CENTRE BASSIN DU COMMERCE,LE HAVRE,,,,False,missing
B2J3,B2J3,ibis Styles Douai Gare Gayant Expo,IBS,IBIS STYLES,DOUAI,France,Boulevard Vauban,59500,https://all.accor.com/hotel/B2J3/index.fr.shtml,catalog_api,france,IBIS STYLES DOUAI GARE GAYANT EXPO,DOUAI,,,,False,missing
B8R0,B8R0,ibis Styles Lens Centre Gare,IBS,IBIS STYLES,LENS,France,14 Place du Général De Gaulle,62300,https://all.accor.com/hotel/B8R0/index.fr.shtml,catalog_api,france,IBIS STYLES LENS CENTRE GARE,LENS,,,,False,missing
0707,707,ibis Fourmies,IBH,IBIS,FOURMIES,France,Les Etangs des Moines,59610,https://all.accor.com/hotel/0707/index.fr.shtml,catalog_api,france,IBIS FOURMIES,FOURMIES,,,,False,missing
0426,426,Novotel Lens Noyelles,NOV,NOVOTEL,NOYELLES-GODAULT,France,Centre Commercial,62950,https://all.accor.com/hotel/0426/index.fr.shtml,catalog_api,france,NOVOTEL LENS NOYELLES,NOYELLES GODAULT,,,,False,missing
0456,456,Novotel Valenciennes,NOV,NOVOTEL,ROUVIGNIES,France,"340 Rue de Maugré, Parc d'activités l'Aérodrome Est",59220,https://all.accor.com/hotel/0456/index.fr.shtml,catalog_api,france,NOVOTEL VALENCIENNES,ROUVIGNIES,,,,False,missing
0440,440,Novotel Le Mans,NOV,NOVOTEL,LE MANS,France,"Bords de L'huisne, Boulevard Robert Schuman",72100,https://all.accor.com/hotel/0440/index.fr.shtml,catalog_api,france,NOVOTEL LE MANS,LE MANS,,,,False,missing
0704,704,ibis Le Mans Est Pontlieue,IBH,IBIS,LE MANS,France,3 rue Clement Marot,72100,https://all.accor.com/hotel/0704/index.fr.shtml,catalog_api,france,IBIS LE MANS EST PONTLIEUE,LE MANS,4.8,626,50.0,True,missing
A9P2,A9P2,Ibis le Mans Centre Gare Nord,IBH,IBIS,LE MANS,France,39 Boulevard Robert Jarry,72000,https://all.accor.com/hotel/A9P2/index.fr.shtml,catalog_api,france,IBIS LE MANS CENTRE GARE NORD,LE MANS,,,,False,missing
C1U8,C1U8,TRIBE Cabourg (Ouverture Mars 2027),TRI,TRIBE,CABOURG,France,22bis Rue Alfred Piat,14390,https://all.accor.com/hotel/C1U8/index.fr.shtml,catalog_api,france,TRIBE CABOURG OUVERTURE MARS 2027,CABOURG,,,,False,missing
B8Q0,B8Q0,ibis Bethune Centre Gare,IBH,IBIS,BETHUNE,France,309 Avenue De Lens,62400,https://all.accor.com/hotel/B8Q0/index.fr.shtml,catalog_api,france,IBIS BETHUNE CENTRE GARE,BETHUNE,,,,False,missing
0344,344,Mercure Le Mans Batignolles - Hôtel & Spa,MER,MERCURE,LE MANS,France,17 rue de la pointe,72100,https://all.accor.com/hotel/0344/index.fr.shtml,catalog_api,france,MERCURE LE MANS BATIGNOLLES HOTEL SPA,LE MANS,,,,False,missing
B3A0,B3A0,ibis budget Le Mans Université,IBB,IBIS BUDGET,LE MANS,France,Rue Heraclite,72000,https://all.accor.com/hotel/B3A0/index.fr.shtml,catalog_api,france,IBIS BUDGET LE MANS UNIVERSITE,LE MANS,,,,False,missing
B6A1,B6A1,ibis Styles Valenciennes Petite Forêt,IBS,IBIS STYLES,PETITE FORET,France,Rue Gay Lussac,59494,https://all.accor.com/hotel/B6A1/index.fr.shtml,catalog_api,france,IBIS STYLES VALENCIENNES PETITE FORET,PETITE FORET,,,,False,missing
A8Q1,A8Q1,ibis Styles Le Mans Sud Mulsanne,IBS,IBIS STYLES,MULSANNE,France,51 Rue Des Pins,72230,https://all.accor.com/hotel/A8Q1/index.fr.shtml,catalog_api,france,IBIS STYLES LE MANS SUD MULSANNE,MULSANNE,4.7,544,47.0,True,missing
0908,908,ibis Amboise,IBH,IBIS,AMBOISE,France,"Z.I. La Boitardière, Chemin du Roy, indiquer RUE ABEL GODY dans GPS",37400,https://all.accor.com/hotel/0908/index.fr.shtml,catalog_api,france,IBIS AMBOISE,AMBOISE,4.4,851,14.0,True,missing
0395,395,Novotel Amboise,NOV,NOVOTEL,AMBOISE,France,17 rue des Sablonnières,37400,https://all.accor.com/hotel/0395/index.fr.shtml,catalog_api,france,NOVOTEL AMBOISE,AMBOISE,4.6,1160,14.0,True,missing
B6E3,B6E3,Mercure Le Touquet,MER,MERCURE,LE TOUQUET,France,221 Allée du Nouveau Siècle,62520,https://all.accor.com/hotel/B6E3/index.fr.shtml,catalog_api,france,MERCURE LE TOUQUET,LE TOUQUET,,,,False,missing
B6E2,B6E2,ibis Styles Le Touquet,IBS,IBIS STYLES,LE TOUQUET,France,221 Allée du Nouveau Siècle,62520,https://all.accor.com/hotel/B6E2/index.fr.shtml,catalog_api,france,IBIS STYLES LE TOUQUET,LE TOUQUET,,,,False,missing
B8Z4,B8Z4,TRIBE  Le Touquet,TRI,TRIBE,LE TOUQUET,France,221 Allée du Nouveau Siècle,62520,https://all.accor.com/hotel/B8Z4/index.fr.shtml,catalog_api,france,TRIBE LE TOUQUET,LE TOUQUET,,,,False,missing
0668,668,ibis Le Touquet Thalassa,IBH,IBIS,LE TOUQUET,France,"Avenue Louison Bobet, Front de Mer, CS 40214",62520,https://all.accor.com/hotel/0668/index.fr.shtml,catalog_api,france,IBIS LE TOUQUET THALASSA,LE TOUQUET,,,,False,missing
0449,449,Novotel Thalassa Le Touquet,NOV,NOVOTEL,LE TOUQUET,France,"Front de Mer, Avenue Louison Bobet, CS 40214",62520,https://all.accor.com/hotel/0449/index.fr.shtml,catalog_api,france,NOVOTEL THALASSA LE TOUQUET,LE TOUQUET,,,,False,missing
0819,819,ibis Bourges,IBH,IBIS,BOURGES,France,"Rue VladimirJankelevitch, Quartier du Prado",18000,https://all.accor.com/hotel/0819/index.fr.shtml,catalog_api,france,IBIS BOURGES,BOURGES,4.6,1383,7.0,True,missing
0364,364,ibis Charleville-Mézières,IBH,IBIS,VILLERS-SEMEUSE,France,Rue Louise Michel,08000,https://all.accor.com/hotel/0364/index.fr.shtml,catalog_api,france,IBIS CHARLEVILLE MEZIERES,VILLERS SEMEUSE,,,,False,missing
0427,427,Novotel Lille Aéroport,NOV,NOVOTEL,LESQUIN,France,55 route de Douai,59810,https://all.accor.com/hotel/0427/index.fr.shtml,catalog_api,france,NOVOTEL LILLE AEROPORT,LESQUIN,,,,False,missing
1572,1572,Hôtel Mercure Tours Nord,MER,MERCURE,TOURS,France,11  rue de l'Aviation,37100,https://all.accor.com/hotel/1572/index.fr.shtml,catalog_api,france,HOTEL MERCURE TOURS NORD,TOURS,4.5,1235,20.0,True,missing
0605,605,ibis Caen Porte d'Angleterre,IBH,IBIS,HEROUVILLE SAINT CLAIR,France,6 BOULEVARD GRAND PARC,14200,https://all.accor.com/hotel/0605/index.fr.shtml,catalog_api,france,IBIS CAEN PORTE D ANGLETERRE,HEROUVILLE SAINT CLAIR,,,,False,missing
0684,684,ibis Tours Nord,IBH,IBIS,TOURS,France,"318 bis, avenue Maginot, CC La Petite Arche",37100,https://all.accor.com/hotel/0684/index.fr.shtml,catalog_api,france,IBIS TOURS NORD,TOURS,4.5,752,20.0,True,missing
0869,869,Hôtel Mercure Caen Centre Port de Plaisance,MER,MERCURE,CAEN,France,"1 rue de Courtonne, CS 43086, CAEN CEDEX 2",14000,https://all.accor.com/hotel/0869/index.fr.shtml,catalog_api,france,HOTEL MERCURE CAEN CENTRE PORT DE PLAISANCE,CAEN,,,,False,missing
B3A7,B3A7,hotelF1 Bourges Le Subdray,HOF,HOTELF1,LE SUBDRAY,France,"Rue d'Italie, Zac Le César",18570,https://all.accor.com/hotel/B3A7/index.fr.shtml,catalog_api,france,HOTELF1 BOURGES LE SUBDRAY,LE SUBDRAY,4.1,409,6.0,True,missing
0405,405,Novotel Caen Côte de Nacre,NOV,NOVOTEL,CAEN,France,155 Rue de la Délivrande,14000,https://all.accor.com/hotel/0405/index.fr.shtml,catalog_api,france,NOVOTEL CAEN COTE DE NACRE,CAEN,,,,False,missing
A0W9,A0W9,Aparthotel Adagio Lille Centre Grand Place,ADG,ADAGIO,LILLE,France,76 Rue De L Hopital Militaire,59800,https://all.accor.com/hotel/A0W9/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO LILLE CENTRE GRAND PLACE,LILLE,,,,False,missing
0901,901,Hôtel Ibis Lille Centre Gares,IBH,IBIS,LILLE,France,"29, Av Charles St-Venant, Le Forum",59000,https://all.accor.com/hotel/0901/index.fr.shtml,catalog_api,france,HOTEL IBIS LILLE CENTRE GARES,LILLE,,,,False,missing
A312,A312,Novotel Tours Centre Gare,NOV,NOVOTEL,TOURS,France,15 Rue Edouard Vaillant,37000,https://all.accor.com/hotel/A312/index.fr.shtml,catalog_api,france,NOVOTEL TOURS CENTRE GARE,TOURS,4.3,1050,19.0,True,missing
0918,918,Novotel Lille Centre Grand-Place,NOV,NOVOTEL,LILLE,France,116 rue de l'Hopital Militaire,59000,https://all.accor.com/hotel/0918/index.fr.shtml,catalog_api,france,NOVOTEL LILLE CENTRE GRAND PLACE,LILLE,,,,False,missing
B943,B943,greet hotel Lille Gare Flandres,GRE,GREET,LILLE,France,14 Rue de Molinel,59800,https://all.accor.com/hotel/B943/index.fr.shtml,catalog_api,france,GREET HOTEL LILLE GARE FLANDRES,LILLE,,,,False,missing
0902,902,ibis Lille Centre Grand-Place,IBH,IBIS,LILLE,France,"21,rue Lepelletier",59000,https://all.accor.com/hotel/0902/index.fr.shtml,catalog_api,france,IBIS LILLE CENTRE GRAND PLACE,LILLE,,,,False,missing
0802,802,Hôtel Mercure Lille Centre Grand-Place,MER,MERCURE,LILLE,France,2 boulevard Carnot,59000,https://all.accor.com/hotel/0802/index.fr.shtml,catalog_api,france,HOTEL MERCURE LILLE CENTRE GRAND PLACE,LILLE,,,,False,missing
B1C1,B1C1,Mama Shelter Lille,MSH,MAMA SHELTER,LILLE,France,97 Place Saint Hubert,59800,https://all.accor.com/hotel/B1C1/index.fr.shtml,catalog_api,france,MAMA SHELTER LILLE,LILLE,,,,False,missing
B736,B736,ibis Tours Centre Giraudeau,IBH,IBIS,TOURS,France,247 Rue Giraudeau,37000,https://all.accor.com/hotel/B736/index.fr.shtml,catalog_api,france,IBIS TOURS CENTRE GIRAUDEAU,TOURS,4.4,633,20.0,True,missing
C2M8,C2M8,ibis Styles Lille Villeneuve d'Ascq,IBS,IBIS STYLES,VILLENEUVE D ASCQ,France,35 rue de la Cousinerie,59650,https://all.accor.com/hotel/C2M8/index.fr.shtml,catalog_api,france,IBIS STYLES LILLE VILLENEUVE D ASCQ,VILLENEUVE D ASCQ,,,,False,missing
0643,643,ibis Tours Sud,IBH,IBIS,CHAMBRAY LES TOURS,France,"10 rue Michael Faraday, Logo ROUGE, La Vrillonnerie",37170,https://all.accor.com/hotel/0643/index.fr.shtml,catalog_api,france,IBIS TOURS SUD,CHAMBRAY LES TOURS,4.5,798,17.0,True,missing
C0W0,C0W0,ibis budget Tours Sud,IBB,IBIS BUDGET,CHAMBRAY LES TOURS,France,"18 Rue Michael Faraday, la Vrillonnerie",37170,https://all.accor.com/hotel/C0W0/index.fr.shtml,catalog_api,france,IBIS BUDGET TOURS SUD,CHAMBRAY LES TOURS,4.5,1026,17.0,True,missing
0453,453,ibis Styles Tours Sud,IBS,IBIS STYLES,CHAMBRAY LES TOURS,France,"La Vrillonnerie RN10, 18 Rue Michaël Faraday",37170,https://all.accor.com/hotel/0453/index.fr.shtml,catalog_api,france,IBIS STYLES TOURS SUD,CHAMBRAY LES TOURS,4.6,1355,17.0,True,missing
A3N4,A3N4,ibis budget Lille Marcq-en-Baroeul,IBB,IBIS BUDGET,MARCQ EN BAROEUL,France,"340 Avenue De La Marne, Parc Europe",59700,https://all.accor.com/hotel/A3N4/index.fr.shtml,catalog_api,france,IBIS BUDGET LILLE MARCQ EN BAROEUL,MARCQ EN BAROEUL,,,,False,missing
C5J7,C5J7,Aparthotel Adagio Access Lille Villeneuve-d'Ascq,ADA,ADAGIO ACCESS,VILLENEUVE D ASCQ,France,161 avenue Le Notre,59491,https://all.accor.com/hotel/C5J7/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO ACCESS LILLE VILLENEUVE D ASCQ,VILLENEUVE D ASCQ,,,,False,missing
1788,1788,Hôtel Mercure Tours Sud,MER,MERCURE,JOUE LES TOURS,France,"Allée Andre Malraux, Parc des Bretonnieres",37300,https://all.accor.com/hotel/1788/index.fr.shtml,catalog_api,france,HOTEL MERCURE TOURS SUD,JOUE LES TOURS,4.4,1406,19.0,True,missing
0723,723,ibis Saint-Omer Centre,IBH,IBIS,SAINT OMER,France,2-4 rue Henri Dupuis,62500,https://all.accor.com/hotel/0723/index.fr.shtml,catalog_api,france,IBIS SAINT OMER CENTRE,SAINT OMER,,,,False,missing
B561,B561,Mercure Saint-Omer Centre Gare,MER,MERCURE,SAINT OMER,France,2 Place Du Vainquai,62500,https://all.accor.com/hotel/B561/index.fr.shtml,catalog_api,france,MERCURE SAINT OMER CENTRE GARE,SAINT OMER,,,,False,missing
0947,947,ibis Nevers,IBH,IBIS,NEVERS,France,"Rue du Plateau de la Bonne Dame, RN7",58000,https://all.accor.com/hotel/0947/index.fr.shtml,catalog_api,france,IBIS NEVERS,NEVERS,4.4,564,8.0,True,missing
B8Q6,B8Q6,ibis Styles Lille Neuville en Ferrain,IBS,IBIS STYLES,NEUVILLE EN FERRAIN,France,4 Rue Du Vertuquet,59960,https://all.accor.com/hotel/B8Q6/index.fr.shtml,catalog_api,france,IBIS STYLES LILLE NEUVILLE EN FERRAIN,NEUVILLE EN FERRAIN,,,,False,missing
0964,964,Novotel Bayeux,NOV,NOVOTEL,BAYEUX,France,"117 Rue Saint Patrice, Rond Point de Vaucelles",14400,https://all.accor.com/hotel/0964/index.fr.shtml,catalog_api,france,NOVOTEL BAYEUX,BAYEUX,,,,False,missing
6865,6865,ibis Bayeux Port-en-Bessin,IBH,IBIS,PORT EN BESSIN,France,12 Quai Baron Gerard,14520,https://all.accor.com/hotel/6865/index.fr.shtml,catalog_api,france,IBIS BAYEUX PORT EN BESSIN,PORT EN BESSIN,,,,False,missing
1080,1080,ibis Châteauroux,IBH,IBIS,CHATEAUROUX,France,"16, rue Victor Hugo",36000,https://all.accor.com/hotel/1080/index.fr.shtml,catalog_api,france,IBIS CHATEAUROUX,CHATEAUROUX,4.4,578,1.0,True,missing
0715,715,ibis Calais Car Ferry,IBH,IBIS,CALAIS,France,"2, rue Greuze, Quartier Beau Marais",62100,https://all.accor.com/hotel/0715/index.fr.shtml,catalog_api,france,IBIS CALAIS CAR FERRY,CALAIS,,,,False,missing
B6X6,B6X6,Mercure Dunkerque Centre Gare,MER,MERCURE,DUNKERQUE,France,81 Rue Florence Arthaud,59140,https://all.accor.com/hotel/B6X6/index.fr.shtml,catalog_api,france,MERCURE DUNKERQUE CENTRE GARE,DUNKERQUE,,,,False,missing
0613,613,ibis Laval Le Relais d'Armor,IBH,IBIS,CHANGE,France,"Boulevard De Buffon, 91 Boulevard de Buffon",53810,https://all.accor.com/hotel/0613/index.fr.shtml,catalog_api,france,IBIS LAVAL LE RELAIS D ARMOR,CHANGE,,,,False,missing
B0L9,B0L9,ibis Styles Laval Centre Gare,IBS,IBIS STYLES,LAVAL,France,8 Avenue Robert Buron,53000,https://all.accor.com/hotel/B0L9/index.fr.shtml,catalog_api,france,IBIS STYLES LAVAL CENTRE GARE,LAVAL,,,,False,missing
B1B9,B1B9,ibis budget Langres,IBB,IBIS BUDGET,LANGRES,France,Place Bel Air,52200,https://all.accor.com/hotel/B1B9/index.fr.shtml,catalog_api,france,IBIS BUDGET LANGRES,LANGRES,,,,False,missing
0930,930,ibis Saint-Lô La Chevalerie,IBH,IBIS,SAINT LO,France,"594 rue Jules Vallès, PA La Chevalerie",50000,https://all.accor.com/hotel/0930/index.fr.shtml,catalog_api,france,IBIS SAINT LO LA CHEVALERIE,SAINT LO,,,,False,missing
B425,B425,hotelF1 Longwy,HOF,HOTELF1,LONGWY,France,3 Rue Du Pulventeux,54400,https://all.accor.com/hotel/B425/index.fr.shtml,catalog_api,france,HOTELF1 LONGWY,LONGWY,,,,False,missing
C1U5,C1U5,ibis Styles Dijon Nord Valmy,IBS,IBIS STYLES,DIJON,France,Impasse aux Charmes d'Asnieres,21000,https://all.accor.com/hotel/C1U5/index.fr.shtml,catalog_api,france,IBIS STYLES DIJON NORD VALMY,DIJON,,,,False,missing
C237,C237,greet Hotel Chatellerault,GRE,GREET,CHATELLERAULT,France,31 rue C Nungesser et F Coli,86100,https://all.accor.com/hotel/C237/index.fr.shtml,catalog_api,france,GREET HOTEL CHATELLERAULT,CHATELLERAULT,,,,False,missing
B8W6,B8W6,Mama Shelter Dijon,MSH,MAMA SHELTER,DIJON,France,8 rue Docteur Maret,21000,https://all.accor.com/hotel/B8W6/index.fr.shtml,catalog_api,france,MAMA SHELTER DIJON,DIJON,,,,False,missing
0654,654,ibis Styles Dijon Central,IBS,IBIS STYLES,DIJON,France,3 place Grangier,21000,https://all.accor.com/hotel/0654/index.fr.shtml,catalog_api,france,IBIS STYLES DIJON CENTRAL,DIJON,,,,False,missing
B1R3,B1R3,Ibis Budget Dijon Centre Clemenceau,IBB,IBIS BUDGET,DIJON,France,"Ibis Budget Centre Clemenceau, 2 Avenue De Marbotte",21000,https://all.accor.com/hotel/B1R3/index.fr.shtml,catalog_api,france,IBIS BUDGET DIJON CENTRE CLEMENCEAU,DIJON,,,,False,missing
0418,418,Novotel Dijon Sud,NOV,NOVOTEL,MARSANNAY LA COTE,France,11 route de Beaune,21160,https://all.accor.com/hotel/0418/index.fr.shtml,catalog_api,france,NOVOTEL DIJON SUD,MARSANNAY LA COTE,4.0,1176,48.0,True,missing
0540,540,Mercure Angers Centre De Congres,MER,MERCURE,ANGERS,France,1 place Mendes France,49100,https://all.accor.com/hotel/0540/index.fr.shtml,catalog_api,france,MERCURE ANGERS CENTRE DE CONGRES,ANGERS,,,,False,missing
0698,698,ibis Dijon Sud,IBH,IBIS,PERRIGNY LES DIJON,France,1 RUE BOLOTTE,21160,https://all.accor.com/hotel/0698/index.fr.shtml,catalog_api,france,IBIS DIJON SUD,PERRIGNY LES DIJON,4.1,1143,47.0,True,missing
A9F1,A9F1,Mercure Moulins Centre - Hôtel de Paris,MER,MERCURE,MOULINS,France,21 Rue De Paris,03000,https://all.accor.com/hotel/A9F1/index.fr.shtml,catalog_api,france,MERCURE MOULINS CENTRE HOTEL DE PARIS,MOULINS,4.6,787,7.0,True,missing
0848,848,Ibis Angers Centre Château,IBH,IBIS,ANGERS,France,Rue de la Poissonnerie,49100,https://all.accor.com/hotel/0848/index.fr.shtml,catalog_api,france,IBIS ANGERS CENTRE CHATEAU,ANGERS,,,,False,missing
A0B0,A0B0,ibis Styles Moulins Centre,IBS,IBIS STYLES,MOULINS,France,9 Place Jean Moulin,03000,https://all.accor.com/hotel/A0B0/index.fr.shtml,catalog_api,france,IBIS STYLES MOULINS CENTRE,MOULINS,4.5,993,6.0,True,missing
B816,B816,ibis Styles Fougères,IBS,IBIS STYLES,BEAUCE,France,26 Rue De Bretagne,35133,https://all.accor.com/hotel/B816/index.fr.shtml,catalog_api,france,IBIS STYLES FOUGERES,BEAUCE,,,,False,missing
B5Q6,B5Q6,Novotel Angers Centre Gare,NOV,NOVOTEL,ANGERS,France,1 Rue Auguste Gautier,49100,https://all.accor.com/hotel/B5Q6/index.fr.shtml,catalog_api,france,NOVOTEL ANGERS CENTRE GARE,ANGERS,,,,False,missing
0610,610,ibis Châtellerault,IBH,IBIS,CHATELLERAULT,France,"10 Avenue Camille Page, BP 323",86100,https://all.accor.com/hotel/0610/index.fr.shtml,catalog_api,france,IBIS CHATELLERAULT,CHATELLERAULT,,,,False,missing
