hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,hotel_adresse,hotel_code_postal,url_hotel,source,source_query,hotel_name_norm,city_norm,rating_value,review_count,page_index,in_destination_html,match_type
B7T4,B7T4,L'Esquisse Hotel and Spa Colmar - MGallery,MGA,MGALLERY,COLMAR,France,2 Avenue de la Marne,68000,https://all.accor.com/hotel/B7T4/index.fr.shtml,catalog_api,france,L ESQUISSE HOTEL AND SPA COLMAR MGALLERY,COLMAR,,,,False,missing
0978,978,Hôtel Mercure Colmar Centre Unterlinden,MER,MERCURE,COLMAR,France,15 rue Golbery,68000,https://all.accor.com/hotel/0978/index.fr.shtml,catalog_api,france,HOTEL MERCURE COLMAR CENTRE UNTERLINDEN,COLMAR,,,,False,missing
A9P3,A9P3,Novotel Suites Colmar Centre,SUI,NOVOTEL SUITES,COLMAR,France,27 Rue Bartholdi,68000,https://all.accor.com/hotel/A9P3/index.fr.shtml,catalog_api,france,NOVOTEL SUITES COLMAR CENTRE,COLMAR,,,,False,missing
B9Z7,B9Z7,greet Hotel Colmar,GRE,GREET,COLMAR,France,83 Route de Bâle,68000,https://all.accor.com/hotel/B9Z7/index.fr.shtml,catalog_api,france,GREET HOTEL COLMAR,COLMAR,,,,False,missing
0858,858,ibis Saint-Nazaire Trignac,IBH,IBIS,TRIGNAC,France,"5, rue de la Fontaine Au Brun",44570,https://all.accor.com/hotel/0858/index.fr.shtml,catalog_api,france,IBIS SAINT NAZAIRE TRIGNAC,TRIGNAC,,,,False,missing
C342,C342,greet hotel Saint Nazaire Trignac,GRE,GREET,TRIGNAC,France,6 rue du Morta,44570,https://all.accor.com/hotel/C342/index.fr.shtml,catalog_api,france,GREET HOTEL SAINT NAZAIRE TRIGNAC,TRIGNAC,,,,False,missing
B8A5,B8A5,ibis budget Saint Nazaire Centre Gare,IBB,IBIS BUDGET,SAINT NAZAIRE,France,2 Boulevard de l'Atlantique,44600,https://all.accor.com/hotel/B8A5/index.fr.shtml,catalog_api,france,IBIS BUDGET SAINT NAZAIRE CENTRE GARE,SAINT NAZAIRE,,,,False,missing
B899,B899,ibis Styles Saint Nazaire Centre Gare,IBS,IBIS STYLES,SAINT NAZAIRE,France,2 Boulevard de l'Atlantique,44600,https://all.accor.com/hotel/B899/index.fr.shtml,catalog_api,france,IBIS STYLES SAINT NAZAIRE CENTRE GARE,SAINT NAZAIRE,,,,False,missing
C098,C098,ibis budget Loudéac Vélodrome,IBB,IBIS BUDGET,LOUDEAC,France,"3 rue Honoré Michard, Parc Triskell",22600,https://all.accor.com/hotel/C098/index.fr.shtml,catalog_api,france,IBIS BUDGET LOUDEAC VELODROME,LOUDEAC,,,,False,missing
0816,816,ibis Égletons,IBH,IBIS,EGLETONS,France,39 ROUTE DU LAC,19300,https://all.accor.com/hotel/0816/index.fr.shtml,catalog_api,france,IBIS EGLETONS,EGLETONS,4.7,1054,5.0,True,missing
0779,779,ibis Lyon Nord,IBH,IBIS,DARDILLY,France,"5 allée du Camping International, Porte de Lyon",69570,https://all.accor.com/hotel/0779/index.fr.shtml,catalog_api,france,IBIS LYON NORD,DARDILLY,4.3,889,27.0,True,missing
0345,345,Hôtel Mercure Lyon Charbonnières,MER,MERCURE,CHARBONNIERES LES BAINS,France,"78  bis route de Paris, Route nationale 7",69260,https://all.accor.com/hotel/0345/index.fr.shtml,catalog_api,france,HOTEL MERCURE LYON CHARBONNIERES,CHARBONNIERES LES BAINS,4.6,946,27.0,True,missing
B8P6,B8P6,Aparthotel Adagio Access Saint-Nazaire,ADA,ADAGIO ACCESS,SAINT NAZAIRE,France,35 Rue de l'Étoile du Matin,44600,https://all.accor.com/hotel/B8P6/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO ACCESS SAINT NAZAIRE,SAINT NAZAIRE,,,,False,missing
0397,397,ibis Styles Angoulême Nord,IBS,IBIS STYLES,CHAMPNIERS,France,"122 Rue des Meneaux, Rue de l'aretier",16430,https://all.accor.com/hotel/0397/index.fr.shtml,catalog_api,france,IBIS STYLES ANGOULEME NORD,CHAMPNIERS,4.6,673,16.0,True,missing
A069,A069,ibis Styles Mulhouse Centre Gare,IBS,IBIS STYLES,MULHOUSE,France,44 Avenue Du General Leclerc,68100,https://all.accor.com/hotel/A069/index.fr.shtml,catalog_api,france,IBIS STYLES MULHOUSE CENTRE GARE,MULHOUSE,,,,False,missing
A063,A063,ibis budget Mulhouse Centre Gare,IBB,IBIS BUDGET,MULHOUSE,France,42 Avenue Du General Leclerc,68100,https://all.accor.com/hotel/A063/index.fr.shtml,catalog_api,france,IBIS BUDGET MULHOUSE CENTRE GARE,MULHOUSE,,,,False,missing
B9R3,B9R3,TRIBE Lyon Croix Rousse,TRI,TRIBE,CALUIRE ET CUIRE,France,16 rue de Margnolles,69300,https://all.accor.com/hotel/B9R3/index.fr.shtml,catalog_api,france,TRIBE LYON CROIX ROUSSE,CALUIRE ET CUIRE,4.7,1204,31.0,True,missing
B3A6,B3A6,ibis Styles Lyon Croix Rousse,IBS,IBIS STYLES,LYON,France,"48 Rue Jacques Louis Hénon, Croix Rousse",69004,https://all.accor.com/hotel/B3A6/index.fr.shtml,catalog_api,france,IBIS STYLES LYON CROIX ROUSSE,LYON,4.2,916,30.0,True,missing
C3P7,C3P7,ibis Styles Lyon Gorge de Loup Saphir,IBS,IBIS STYLES,LYON,France,18 Rue Louis Loucheur,69009,https://all.accor.com/hotel/C3P7/index.fr.shtml,catalog_api,france,IBIS STYLES LYON GORGE DE LOUP SAPHIR,LYON,4.5,51,29.0,True,missing
C1U0,C1U0,Hôtel Fort St Laurent Lyon - Handwritten Collection,SOU,SOU,LYON,France,"1 rue Bodin, Place Bellevue",69001,https://all.accor.com/hotel/C1U0/index.fr.shtml,catalog_api,france,HOTEL FORT ST LAURENT LYON HANDWRITTEN COLLECTION,LYON,4.7,1002,31.0,True,missing
0627,627,ibis Mulhouse Île Napoléon,IBH,IBIS,SAUSHEIM,France,"Rue des Cevennes, Île Napoléon",68390,https://all.accor.com/hotel/0627/index.fr.shtml,catalog_api,france,IBIS MULHOUSE ILE NAPOLEON,SAUSHEIM,,,,False,missing
0452,452,Novotel Mulhouse Bâle Fribourg,NOV,NOVOTEL,SAUSHEIM,France,rue des Cévennes,68390,https://all.accor.com/hotel/0452/index.fr.shtml,catalog_api,france,NOVOTEL MULHOUSE BALE FRIBOURG,SAUSHEIM,,,,False,missing
0740,740,ibis Lyon Est Beynost A42,IBH,IBIS,BEYNOST,France,"Allee Pre Caillat, Centre Commercial, Autoroute A42 Sortie 5",01700,https://all.accor.com/hotel/0740/index.fr.shtml,catalog_api,france,IBIS LYON EST BEYNOST A42,BEYNOST,4.5,471,42.0,True,missing
B523,B523,ibis budget Lyon Est Beynost,IBB,IBIS BUDGET,BEYNOST,France,Allee Pre Caillat,01700,https://all.accor.com/hotel/B523/index.fr.shtml,catalog_api,france,IBIS BUDGET LYON EST BEYNOST,BEYNOST,4.4,419,41.0,True,missing
0553,553,Sofitel Lyon Bellecour,SOF,SOFITEL,LYON,France,"20, quai Gailleton",69002,https://all.accor.com/hotel/0553/index.fr.shtml,catalog_api,france,SOFITEL LYON BELLECOUR,LYON,4.4,2855,33.0,True,missing
C3P0,C3P0,ibis Styles Angoulême Centre,IBS,IBIS STYLES,ANGOULEME,France,13 Rue Amiral Renaudin,16000,https://all.accor.com/hotel/C3P0/index.fr.shtml,catalog_api,france,IBIS STYLES ANGOULEME CENTRE,ANGOULEME,,,18.0,True,missing
B918,B918,greet hôtel Angoulême Ouest,GRE,GREET,SAINT YRIEIX SUR CHARENTE,France,114 Rue de Royan,16710,https://all.accor.com/hotel/B918/index.fr.shtml,catalog_api,france,GREET HOTEL ANGOULEME OUEST,SAINT YRIEIX SUR CHARENTE,4.4,1283,19.0,True,missing
C177,C177,Pullman Lyon,PUL,PULLMAN,LYON,France,14 place Charles Beraudier,69003,https://all.accor.com/hotel/C177/index.fr.shtml,catalog_api,france,PULLMAN LYON,LYON,4.8,3649,37.0,True,missing
B6G4,B6G4,greet hotel Lyon Confluence,GRE,GREET,LYON,France,26 cours De Verdun Perrache,69002,https://all.accor.com/hotel/B6G4/index.fr.shtml,catalog_api,france,GREET HOTEL LYON CONFLUENCE,LYON,4.5,1146,32.0,True,missing
B903,B903,Aparthotel Adagio Lyon Patio Confluence,ADG,ADAGIO,LYON,France,50 Cours Charlemagne,69002,https://all.accor.com/hotel/B903/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO LYON PATIO CONFLUENCE,LYON,4.7,674,31.0,True,missing
0618,618,ibis Lyon Gare La Part-Dieu,IBH,IBIS,LYON,France,"10, Place Pierre Renaudel",69003,https://all.accor.com/hotel/0618/index.fr.shtml,catalog_api,france,IBIS LYON GARE LA PART DIEU,LYON,4.4,1100,37.0,True,missing
C176,C176,Aparthotel Adagio Access Lyon Centre Université,ADA,ADAGIO ACCESS,LYON,France,31 RUE CHEVREUL LYON FRANCE,69007,https://all.accor.com/hotel/C176/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO ACCESS LYON CENTRE UNIVERSITE,LYON,4.4,719,34.0,True,missing
C5L3,C5L3,Keystone Hotel & Spa Lyon - Handwritten Collection,SOU,SOU,LYON,France,"17 rue Casimir Périer, Confluence",69002,https://all.accor.com/hotel/C5L3/index.fr.shtml,catalog_api,france,KEYSTONE HOTEL SPA LYON HANDWRITTEN COLLECTION,LYON,,,,False,missing
0786,786,ibis Lyon Centre,IBH,IBIS,LYON,France,"51, rue de l'université",69007,https://all.accor.com/hotel/0786/index.fr.shtml,catalog_api,france,IBIS LYON CENTRE,LYON,4.4,586,34.0,True,missing
B3B2,B3B2,hotelF1 Strasbourg La Vigie,HOF,HOTELF1,OSTWALD,France,12 Rue Ferdinand Braun,67540,https://all.accor.com/hotel/B3B2/index.fr.shtml,catalog_api,france,HOTELF1 STRASBOURG LA VIGIE,OSTWALD,,,,False,missing
0778,778,ibis Styles Lyon Gerland,IBS,IBIS STYLES,LYON,France,"68 Avenue Leclerc, Les Berges du Rhone",69007,https://all.accor.com/hotel/0778/index.fr.shtml,catalog_api,france,IBIS STYLES LYON GERLAND,LYON,4.4,1033,32.0,True,missing
0736,736,Novotel Lyon Gerland Musée des Confluences,NOV,NOVOTEL,LYON,France,"70 avenue Leclerc, LYON CEDEX 07",69363,https://all.accor.com/hotel/0736/index.fr.shtml,catalog_api,france,NOVOTEL LYON GERLAND MUSEE DES CONFLUENCES,LYON,4.2,2331,33.0,True,missing
0369,369,Hôtel Mercure Strasbourg Aéroport,MER,MERCURE,OSTWALD,France,"26, rue du 23 Novembre",67540,https://all.accor.com/hotel/0369/index.fr.shtml,catalog_api,france,HOTEL MERCURE STRASBOURG AEROPORT,OSTWALD,,,,False,missing
0477,477,ibis Lyon Gerland Rue Mérieux,IBH,IBIS,LYON,France,"246, rue Marcel Merieux",69007,https://all.accor.com/hotel/0477/index.fr.shtml,catalog_api,france,IBIS LYON GERLAND RUE MERIEUX,LYON,4.5,799,34.0,True,missing
A0D8,A0D8,ibis Lyon Carré de Soie,IBH,IBIS,VAULX EN VELIN,France,"20 Avenue Des Canuts, CS 10081",69120,https://all.accor.com/hotel/A0D8/index.fr.shtml,catalog_api,france,IBIS LYON CARRE DE SOIE,VAULX EN VELIN,4.5,1088,39.0,True,missing
C175,C175,ibis budget La Rochelle Puilboreau,IBB,IBIS BUDGET,PUILBOREAU,France,62 Rue du 18 Juin,17138,https://all.accor.com/hotel/C175/index.fr.shtml,catalog_api,france,IBIS BUDGET LA ROCHELLE PUILBOREAU,PUILBOREAU,,,,False,missing
0617,617,ibis Lyon Est Bron,IBH,IBIS,BRON,France,36 avenue du Doyen Jean Lepine,69500,https://all.accor.com/hotel/0617/index.fr.shtml,catalog_api,france,IBIS LYON EST BRON,BRON,4.2,408,39.0,True,missing
B940,B940,ibis Lyon Sud Oullins,IBH,IBIS,OULLINS,France,2 Place Kellermann,69600,https://all.accor.com/hotel/B940/index.fr.shtml,catalog_api,france,IBIS LYON SUD OULLINS,OULLINS,4.5,986,33.0,True,missing
2255,2255,hotelF1 Lyon Sud Oullins,HOF,HOTELF1,OULLINS,France,10/12 rue Elisée Reclus,69600,https://all.accor.com/hotel/2255/index.fr.shtml,catalog_api,france,HOTELF1 LYON SUD OULLINS,OULLINS,3.5,436,34.0,True,missing
0943,943,ibis Strasbourg Centre Petite France,IBH,IBIS,STRASBOURG,France,"18, Rue du Faubourg National",67000,https://all.accor.com/hotel/0943/index.fr.shtml,catalog_api,france,IBIS STRASBOURG CENTRE PETITE FRANCE,STRASBOURG,,,,False,missing
1813,1813,Hôtel Mercure Strasbourg Centre Petite France,MER,MERCURE,STRASBOURG,France,"3, rue du Maire Kuss",67000,https://all.accor.com/hotel/1813/index.fr.shtml,catalog_api,france,HOTEL MERCURE STRASBOURG CENTRE PETITE FRANCE,STRASBOURG,,,,False,missing
B440,B440,ibis Styles Lyon Meyzieu Arena Stadium,IBS,IBIS STYLES,MEYZIEU,France,2 Bis rue Du 24 Avril 1915,69330,https://all.accor.com/hotel/B440/index.fr.shtml,catalog_api,france,IBIS STYLES LYON MEYZIEU ARENA STADIUM,MEYZIEU,4.2,835,42.0,True,missing
0439,439,Novotel Strasbourg Centre Halles,NOV,NOVOTEL,STRASBOURG,France,4 Quai Kleber,67000,https://all.accor.com/hotel/0439/index.fr.shtml,catalog_api,france,NOVOTEL STRASBOURG CENTRE HALLES,STRASBOURG,,,,False,missing
0640,640,ibis Strasbourg Centre Halles,IBH,IBIS,STRASBOURG,France,1 Rue  Sebastopol,67000,https://all.accor.com/hotel/0640/index.fr.shtml,catalog_api,france,IBIS STRASBOURG CENTRE HALLES,STRASBOURG,,,,False,missing
0568,568,Sofitel Strasbourg Grande Île,SOF,SOFITEL,STRASBOURG,France,4  place Saint Pierre le Jeune,67000,https://all.accor.com/hotel/0568/index.fr.shtml,catalog_api,france,SOFITEL STRASBOURG GRANDE ILE,STRASBOURG,,,,False,missing
C0H9,C0H9,ibis Styles Strasbourg Centre République,IBS,IBIS STYLES,STRASBOURG,France,6 rue de Bitche,67000,https://all.accor.com/hotel/C0H9/index.fr.shtml,catalog_api,france,IBIS STYLES STRASBOURG CENTRE REPUBLIQUE,STRASBOURG,,,,False,missing
B6A3,B6A3,ibis budget Strasbourg Centre Republique,IBB,IBIS BUDGET,STRASBOURG,France,23A Rue Oberlin,67000,https://all.accor.com/hotel/B6A3/index.fr.shtml,catalog_api,france,IBIS BUDGET STRASBOURG CENTRE REPUBLIQUE,STRASBOURG,,,,False,missing
C0F8,C0F8,ibis Styles Strasbourg Nord Palais des Congrès,IBS,IBIS STYLES,SCHILTIGHEIM,France,6 Avenue Pierre Mendes France,67300,https://all.accor.com/hotel/C0F8/index.fr.shtml,catalog_api,france,IBIS STYLES STRASBOURG NORD PALAIS DES CONGRES,SCHILTIGHEIM,,,,False,missing
C5L4,C5L4,ibis Styles Lyon Sud Brignais,IBS,IBIS STYLES,BRIGNAIS,France,14 route de Lyon,69530,https://all.accor.com/hotel/C5L4/index.fr.shtml,catalog_api,france,IBIS STYLES LYON SUD BRIGNAIS,BRIGNAIS,4.8,49,30.0,True,missing
C078,C078,ibis Lyon Est Meyzieu,IBH,IBIS,JONAGE,France,22 Avenue Lionel Terray,69330,https://all.accor.com/hotel/C078/index.fr.shtml,catalog_api,france,IBIS LYON EST MEYZIEU,JONAGE,4.3,691,43.0,True,missing
B8C7,B8C7,ibis Styles La Rochelle Centre Gare,IBS,IBIS STYLES,LA ROCHELLE,France,"27 Rue de Périgny, Accès par la rue Flora Tristan.",17000,https://all.accor.com/hotel/B8C7/index.fr.shtml,catalog_api,france,IBIS STYLES LA ROCHELLE CENTRE GARE,LA ROCHELLE,,,,False,missing
B8C4,B8C4,ibis budget La Rochelle Centre Gare,IBB,IBIS BUDGET,LA ROCHELLE,France,"27 Rue de Périgny, Accès par la rue FLORA TRISTAN",17000,https://all.accor.com/hotel/B8C4/index.fr.shtml,catalog_api,france,IBIS BUDGET LA ROCHELLE CENTRE GARE,LA ROCHELLE,,,,False,missing
C1U7,C1U7,Domaine du Liziec Vannes - MGallery Collection,MGA,MGALLERY,VANNES,France,20 Route de Rennes,56000,https://all.accor.com/hotel/C1U7/index.fr.shtml,catalog_api,france,DOMAINE DU LIZIEC VANNES MGALLERY COLLECTION,VANNES,,,,False,missing
B2R0,B2R0,ibis Styles Lyon Bron Eurexpo,IBS,IBIS STYLES,BRON,France,260 Avenue Jean Monnet,69500,https://all.accor.com/hotel/B2R0/index.fr.shtml,catalog_api,france,IBIS STYLES LYON BRON EUREXPO,BRON,4.3,634,39.0,True,missing
0436,436,Novotel Lyon Bron Meeting & Events,NOV,NOVOTEL,BRON,France,260 Avenue Jean Monnet,69500,https://all.accor.com/hotel/0436/index.fr.shtml,catalog_api,france,NOVOTEL LYON BRON MEETING EVENTS,BRON,4.2,1002,40.0,True,missing
0638,638,Ibis La Rochelle Centre Vieux Port,IBH,IBIS,LA ROCHELLE,France,Place du Cdt de La Motte Rouge,17000,https://all.accor.com/hotel/0638/index.fr.shtml,catalog_api,france,IBIS LA ROCHELLE CENTRE VIEUX PORT,LA ROCHELLE,,,,False,missing
0965,965,Novotel La Rochelle Centre,NOV,NOVOTEL,LA ROCHELLE,France,Avenue de la Porte Neuve,17000,https://all.accor.com/hotel/0965/index.fr.shtml,catalog_api,france,NOVOTEL LA ROCHELLE CENTRE,LA ROCHELLE,,,,False,missing
0914,914,Ibis Styles La Rochelle Centre Vieux Port,IBS,IBIS STYLES,LA ROCHELLE,France,"4 rue Léonce Vieljeux, ACCES EN VOITURE:, 9 RUE CHEF DE VILLE via Verdun",17000,https://all.accor.com/hotel/0914/index.fr.shtml,catalog_api,france,IBIS STYLES LA ROCHELLE CENTRE VIEUX PORT,LA ROCHELLE,,,,False,missing
0569,569,Hôtel Mercure La Rochelle Vieux-Port,MER,MERCURE,LA ROCHELLE,France,Quai Louis Prunier,17000,https://all.accor.com/hotel/0569/index.fr.shtml,catalog_api,france,HOTEL MERCURE LA ROCHELLE VIEUX PORT,LA ROCHELLE,,,,False,missing
C4F8,C4F8,ibis budget La Rochelle Centre les Minimes,IBB,IBIS BUDGET,LA ROCHELLE,France,32 Rue de la scierie,17033,https://all.accor.com/hotel/C4F8/index.fr.shtml,catalog_api,france,IBIS BUDGET LA ROCHELLE CENTRE LES MINIMES,LA ROCHELLE,,,,False,missing
C3X3,C3X3,ibis Styles La Rochelle Centre les Minimes,IBS,IBIS STYLES,LA ROCHELLE,France,"34 Rue de la Scierie, BP 23120",17033,https://all.accor.com/hotel/C3X3/index.fr.shtml,catalog_api,france,IBIS STYLES LA ROCHELLE CENTRE LES MINIMES,LA ROCHELLE,,,,False,missing
2248,2248,hotelF1 Strasbourg Pont de l'Europe,HOF,HOTELF1,STRASBOURG,France,"55 route du Rhin, RN 4",67000,https://all.accor.com/hotel/2248/index.fr.shtml,catalog_api,france,HOTELF1 STRASBOURG PONT DE L EUROPE,STRASBOURG,,,,False,missing
B0M9,B0M9,Hôtel Mercure Lyon Genas Eurexpo,MER,MERCURE,GENAS,France,36 Rue Antoine Pinay,69740,https://all.accor.com/hotel/B0M9/index.fr.shtml,catalog_api,france,HOTEL MERCURE LYON GENAS EUREXPO,GENAS,4.5,927,43.0,True,missing
A9U8,A9U8,ibis budget Saint-Genis-Pouilly Genève,IBB,IBIS BUDGET,SAINT GENIS POUILLY,France,"40 Rue Henri De France, Technoparc Du Pays De Gex",01630,https://all.accor.com/hotel/A9U8/index.fr.shtml,catalog_api,france,IBIS BUDGET SAINT GENIS POUILLY GENEVE,SAINT GENIS POUILLY,,,,False,missing
0650,650,ibis Vannes,IBH,IBIS,VANNES,France,"31 Rue Henri Matisse, Quartier De Menimur",56000,https://all.accor.com/hotel/0650/index.fr.shtml,catalog_api,france,IBIS VANNES,VANNES,,,,False,missing
C565,C565,ibis Styles Vannes Porte du Golfe,IBS,IBIS STYLES,VANNES,France,36 rue des Grandes Murailles,56000,https://all.accor.com/hotel/C565/index.fr.shtml,catalog_api,france,IBIS STYLES VANNES PORTE DU GOLFE,VANNES,,,,False,missing
C2F6,C2F6,greet Hôtel Prévessin Genève Aéroport,GRE,GREET,PREVESSIN-GENEVE,France,"350 Route du Nant, ZAC Du Clos Magny",01280,https://all.accor.com/hotel/C2F6/index.fr.shtml,catalog_api,france,GREET HOTEL PREVESSIN GENEVE AEROPORT,PREVESSIN GENEVE,,,,False,missing
C2F5,C2F5,ibis Styles Prévessin Genève Aéroport,IBS,IBIS STYLES,PREVESSIN-MOENS,France,"350 Route du Nant, ZAC Du Clos Magny",01280,https://all.accor.com/hotel/C2F5/index.fr.shtml,catalog_api,france,IBIS STYLES PREVESSIN GENEVE AEROPORT,PREVESSIN MOENS,,,,False,missing
B795,B795,Aparthotel Adagio & Spa Vannes,ADG,ADAGIO,PLESCOP,France,5 Rue Marie Curie,56890,https://all.accor.com/hotel/B795/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO SPA VANNES,PLESCOP,,,,False,missing
C421,C421,ibis Budget Guingamp - Coeur de Bretagne (Septembre 2026),IBB,IBIS BUDGET,PLOUMAGOAR,France,6 rue de la Chesnaye,22970,https://all.accor.com/hotel/C421/index.fr.shtml,catalog_api,france,IBIS BUDGET GUINGAMP COEUR DE BRETAGNE SEPTEMBRE 2026,PLOUMAGOAR,,,,False,missing
B428,B428,ibis Budget Cognac,IBB,IBIS BUDGET,COGNAC CHATEAUBERNARD,France,84 avenue d'Angoulême,16100,https://all.accor.com/hotel/B428/index.fr.shtml,catalog_api,france,IBIS BUDGET COGNAC,COGNAC CHATEAUBERNARD,4.8,802,28.0,True,missing
B524,B524,ibis Styles Bâle-Mulhouse Aéroport,IBS,IBIS STYLES,BLOTZHEIM,France,Rue Du 19 Novembre,68730,https://all.accor.com/hotel/B524/index.fr.shtml,catalog_api,france,IBIS STYLES BALE MULHOUSE AEROPORT,BLOTZHEIM,,,,False,missing
B7A8,B7A8,Mercure Bale Mulhouse Aeroport,MER,MERCURE,BLOTZHEIM,France,3 Rue De L'Industrie,68730,https://all.accor.com/hotel/B7A8/index.fr.shtml,catalog_api,france,MERCURE BALE MULHOUSE AEROPORT,BLOTZHEIM,,,,False,missing
B7M5,B7M5,Aparthotel Adagio Bâle Mulhouse Aéroport,ADG,ADAGIO,BLOTZHEIM,France,3 rue de l'industrie,68730,https://all.accor.com/hotel/B7M5/index.fr.shtml,catalog_api,france,APARTHOTEL ADAGIO BALE MULHOUSE AEROPORT,BLOTZHEIM,,,,False,missing
1108,1108,ibis Cognac Centre,IBH,IBIS,COGNAC,France,"24, Rue Elisee-Mousnier",16100,https://all.accor.com/hotel/1108/index.fr.shtml,catalog_api,france,IBIS COGNAC CENTRE,COGNAC,4.7,483,29.0,True,missing
0801,801,ibis Saint-Étienne - La Terrasse,IBH,IBIS,SAINT ETIENNE,France,"35, Place Massenet",42000,https://all.accor.com/hotel/0801/index.fr.shtml,catalog_api,france,IBIS SAINT ETIENNE LA TERRASSE,SAINT ETIENNE,4.3,561,22.0,True,missing
B2Q7,B2Q7,Mercure Rochefort La Corderie Royale,MER,MERCURE,ROCHEFORT,France,10 QUAI JOSEPH BELLOT,17300,https://all.accor.com/hotel/B2Q7/index.fr.shtml,catalog_api,france,MERCURE ROCHEFORT LA CORDERIE ROYALE,ROCHEFORT,4.8,1344,50.0,True,missing
0349,349,ibis Styles Lyon Sud Vienne,IBS,IBIS STYLES,CHASSE SUR RHONE,France,1363 Avenue Frédéric Mistral,38670,https://all.accor.com/hotel/0349/index.fr.shtml,catalog_api,france,IBIS STYLES LYON SUD VIENNE,CHASSE SUR RHONE,4.4,1652,39.0,True,missing
B2Q4,B2Q4,Novotel Saint-Étienne Centre Gare Châteaucreux,NOV,NOVOTEL,SAINT ETIENNE,France,5 Cours Antoine Guichard,42000,https://all.accor.com/hotel/B2Q4/index.fr.shtml,catalog_api,france,NOVOTEL SAINT ETIENNE CENTRE GARE CHATEAUCREUX,SAINT ETIENNE,4.6,702,24.0,True,missing
B2Q6,B2Q6,ibis budget Saint-Étienne Centre Gare Châteaucreux,IBB,IBIS BUDGET,SAINT ETIENNE,France,4 Rue Du Plateau Des Glieres,42000,https://all.accor.com/hotel/B2Q6/index.fr.shtml,catalog_api,france,IBIS BUDGET SAINT ETIENNE CENTRE GARE CHATEAUCREUX,SAINT ETIENNE,4.5,675,24.0,True,missing
0750,750,ibis Saintes,IBH,IBIS,SAINTES,France,"1, rue de la Côte de Beauté",17100,https://all.accor.com/hotel/0750/index.fr.shtml,catalog_api,france,IBIS SAINTES,SAINTES,4.6,1287,43.0,True,missing
7269,7269,ibis budget Lyon Est Saint Quentin Fallavier,IBB,IBIS BUDGET,SAINT QUENTIN FALLAVIER,France,"2, Avenue Artois, Zac de Chesnes-la-Noirée",38070,https://all.accor.com/hotel/7269/index.fr.shtml,catalog_api,france,IBIS BUDGET LYON EST SAINT QUENTIN FALLAVIER,SAINT QUENTIN FALLAVIER,4.4,486,46.0,True,missing
0927,927,ibis Thonon Centre,IBH,IBIS,THONON LES BAINS,France,"2, Ter Avenue d'Evian",74200,https://all.accor.com/hotel/0927/index.fr.shtml,catalog_api,france,IBIS THONON CENTRE,THONON LES BAINS,,,,False,missing
B5X9,B5X9,ibis Styles Thonon Les Bains,IBS,IBIS STYLES,THONON LES BAINS,France,16 Ter avenue De La Grangette,74200,https://all.accor.com/hotel/B5X9/index.fr.shtml,catalog_api,france,IBIS STYLES THONON LES BAINS,THONON LES BAINS,,,,False,missing
6232,6232,ibis Annemasse,IBH,IBIS,AMBILLY,France,38 Rue de Genève,74100,https://all.accor.com/hotel/6232/index.fr.shtml,catalog_api,france,IBIS ANNEMASSE,AMBILLY,,,,False,missing
B442,B442,Novotel Annemasse Centre - Porte de Genève,NOV,NOVOTEL,ANNEMASSE,France,"6 Esplanade François Mitterrand, Place de la gare",74100,https://all.accor.com/hotel/B442/index.fr.shtml,catalog_api,france,NOVOTEL ANNEMASSE CENTRE PORTE DE GENEVE,ANNEMASSE,,,,False,missing
0814,814,ibis Brive Centre,IBH,IBIS,BRIVE,France,32 rue Marcelin Roche,19100,https://all.accor.com/hotel/0814/index.fr.shtml,catalog_api,france,IBIS BRIVE CENTRE,BRIVE,4.3,738,9.0,True,missing
0358,358,Hôtel Mercure Brive,MER,MERCURE,USSAC,France,Le Griffolet,19270,https://all.accor.com/hotel/0358/index.fr.shtml,catalog_api,france,HOTEL MERCURE BRIVE,USSAC,4.3,940,9.0,True,missing
0343,343,Hôtel Mercure Annemasse Porte de Genève,MER,MERCURE,GAILLARD,France,9 rue des jardins,74240,https://all.accor.com/hotel/0343/index.fr.shtml,catalog_api,france,HOTEL MERCURE ANNEMASSE PORTE DE GENEVE,GAILLARD,,,,False,missing
B3A9,B3A9,hotelF1 Lyon Bourgoin-Jallieu,HOF,HOTELF1,LISLE D ABEAU,France,"Quartier Du Lombard, 3 Impasse Du Temple",38080,https://all.accor.com/hotel/B3A9/index.fr.shtml,catalog_api,france,HOTELF1 LYON BOURGOIN JALLIEU,LISLE D ABEAU,3.5,220,48.0,True,missing
B742,B742,ibis Bourgoin Jallieu Medipole,IBH,IBIS,BOURGOIN JALLIEU,France,4 avenue du Médipôle,38300,https://all.accor.com/hotel/B742/index.fr.shtml,catalog_api,france,IBIS BOURGOIN JALLIEU MEDIPOLE,BOURGOIN JALLIEU,4.8,769,48.0,True,missing
B7N0,B7N0,ibis budget Nangy Annemasse,IBB,IBIS BUDGET,NANGY,France,168 Route D Annecy,74380,https://all.accor.com/hotel/B7N0/index.fr.shtml,catalog_api,france,IBIS BUDGET NANGY ANNEMASSE,NANGY,,,,False,missing
