hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,hotel_adresse,hotel_code_postal,url_hotel,source,source_query,hotel_name_norm,city_norm,country_slug,country_label,region,match_type
C302,C302,Adorn Tirana - Handwritten Collection (Ouverture au T2 2026),SOU,SOU,TIRANA,Albanie,"GJIN BUESHPATA STREET 27, MOSKAT BUILDINGS, ZONE 5",1019,https://all.accor.com/hotel/C302/index.fr.shtml,catalog_api,albania,ADORN TIRANA HANDWRITTEN COLLECTION OUVERTURE AU T2 2026,TIRANA,albania,Albanie,europe,missing
B8N6,B8N6,Mercure Tirana,MER,MERCURE,TIRANA,Albanie,29 NENTORI STREET,1000,https://all.accor.com/hotel/B8N6/index.fr.shtml,catalog_api,albania,MERCURE TIRANA,TIRANA,albania,Albanie,europe,missing
B8W7,B8W7,Mövenpick Hotel Lalez Durres,MOV,MÖVENPICK,DURRES,Albanie,"Kompleksi Lura 2,Gjiri I Lalezit",2000,https://all.accor.com/hotel/B8W7/index.fr.shtml,catalog_api,albania,MOVENPICK HOTEL LALEZ DURRES,DURRES,albania,Albanie,europe,missing
B8R9,B8R9,Green Coast Hotel - MGallery Collection,MGA,MGALLERY,VLORE,Albanie,"AL, Palase, Green Coast",9425,https://all.accor.com/hotel/B8R9/index.fr.shtml,catalog_api,albania,GREEN COAST HOTEL MGALLERY COLLECTION,VLORE,albania,Albanie,europe,missing
