NOM BOUTIQUE,OPERATEUR,MACHINE,DATE,HEURE,STATUT,CODE EAN,NOM DU PRODUIT,QUANTITE,PRIX HT,VAT,PRIX TTC,TYPE,GAMME,MARQUE,FOURNISSEUR,ORDER ID (TICKET DE CAISSE),TEMPERATURE,METEO DU JOUR (MOYENNE),METEO DU MOIS (MOYENNE)
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-10,12:04:22.555,DONE,3583787508251,TONGS FEMME 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9281,23.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-10,18:32:38.901,DONE,3608439285448,CASQUETTE ENFANT -MH100,1,"",20.0000000000000000,12.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9282,23.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-11,12:11:15.59,DONE,3583788165002,MASQUE EASYBREATH DE SURFACE ADULTE - 500 BLEU,1,"",20.0000000000000000,29.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9283,24.6,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-12,12:50:46.708,DONE,3583787810484,LUNETTES DE NATATION VERRES CLAIRS XBASE TAILLE S ROSE,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9284,26.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-12,17:00:42.96,DONE,3583787229026,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9285,26.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-13,11:40:04.761,DONE,3583787508251,TONGS FEMME 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9286,25.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-13,13:43:48.323,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9287,25.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-13,16:15:52.677,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9288,25.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-13,16:15:52.677,DONE,3583787218167,SERVIETTE DE BAIN MICROFIBRE ORANGE TAILLE XL 110 X 175 CM,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9288,25.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-15,11:29:38.485,DONE,3583787218167,SERVIETTE DE BAIN MICROFIBRE ORANGE TAILLE XL 110 X 175 CM,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9289,26.5,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-16,16:51:54.972,DONE,3583787573518,SPRAY RÉPULSIF ANTI MOUSTIQUE ET TIQUE ICARIDINE - 60 ML,1,"",20.0000000000000000,8.0000000000000000,NON-F&B,SOS,DECATHLON,DECATHLON,9290,26.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-17,10:10:20.261,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9291,26,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-17,10:29:09.893,DONE,3608390167579,MASQUE PLONGÉE ENFANT - 100 CONFORT MENTHE PASTEL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9292,26,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-17,10:29:09.893,DONE,3583788164999,MASQUE EASYBREATH DE SURFACE ADULTE - 500 BLEU,1,"",20.0000000000000000,29.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9292,26,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-17,17:43:17.243,DONE,3583787218167,SERVIETTE DE BAIN MICROFIBRE ORANGE TAILLE XL 110 X 175 CM,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9293,26,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-17,17:43:17.243,DONE,3583787218167,SERVIETTE DE BAIN MICROFIBRE ORANGE TAILLE XL 110 X 175 CM,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9293,26,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-17,21:45:08.799,DONE,3583787218167,SERVIETTE DE BAIN MICROFIBRE ORANGE TAILLE XL 110 X 175 CM,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9294,26,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-18,12:29:18.555,DONE,3583787218167,SERVIETTE DE BAIN MICROFIBRE ORANGE TAILLE XL 110 X 175 CM,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9295,26.8,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-18,13:01:43.269,DONE,3583787396025,MAILLOT DE BAIN DE NATATION 1 PIÈCE FILLE BASIC VIOLET,1,"",20.0000000000000000,8.0000000000000000,NON-F&B,PAP,DISNEY,DISNEY,9296,26.8,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-18,18:04:46.388,DONE,3583787984215,BRASSARDS PISCINE ENFANT ORANGE 11-30 KG,1,"",20.0000000000000000,5.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9297,26.8,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-18,18:04:46.388,DONE,3583787984215,BRASSARDS PISCINE ENFANT ORANGE 11-30 KG,1,"",20.0000000000000000,5.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9297,26.8,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-18,18:32:38.472,DONE,3583787508251,TONGS FEMME 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9298,26.8,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-18,18:32:38.472,DONE,3583787218167,SERVIETTE DE BAIN MICROFIBRE ORANGE TAILLE XL 110 X 175 CM,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9298,26.8,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-18,18:32:38.472,DONE,3608459578742,TONGS HOMME TO 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9298,26.8,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-19,17:05:28.733,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9299,27.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-19,19:52:08.019,DONE,3583787810484,LUNETTES DE NATATION VERRES CLAIRS XBASE TAILLE S ROSE,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9300,27.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-20,14:06:00.761,DONE,3608439285448,CASQUETTE ENFANT -MH100,1,"",20.0000000000000000,12.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9301,29.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-20,15:34:43.161,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9302,29.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-21,17:49:03.047,DONE,3583787394502,MAILLOT DE BAIN DE NATATION 1 PIÈCE FEMME HEVA U NOIR,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9303,29.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-23,12:51:42.432,DONE,3583787229019,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9304,30.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-23,16:11:31.167,DONE,3583787218167,SERVIETTE DE BAIN MICROFIBRE ORANGE TAILLE XL 110 X 175 CM,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9305,30.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-23,16:11:31.167,DONE,3583787218167,SERVIETTE DE BAIN MICROFIBRE ORANGE TAILLE XL 110 X 175 CM,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9305,30.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-25,11:43:51.188,DONE,3583787810507,LUNETTES DE NATATION VERRES CLAIRS XBASE TAILLE S BLEU JAUNE,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9306,27.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-25,19:12:24.502,DONE,3608390167579,MASQUE PLONGÉE ENFANT - 100 CONFORT MENTHE PASTEL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9307,27.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-27,18:04:13.032,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9308,24.6,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-27,20:25:43.607,DONE,3583787394502,MAILLOT DE BAIN DE NATATION 1 PIÈCE FEMME HEVA U NOIR,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9309,24.6,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-28,15:00:15.493,DONE,3583787394465,MAILLOT DE BAIN DE NATATION 1 PIÈCE FEMME HEVA U NOIR,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9310,21.3,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-30,18:22:42.625,DONE,3583787229026,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9311,22.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-31,12:49:30.43,DONE,3583787336359,SPRAY PROTECTION SOLAIRE ACTIVE SPF 30 50 ML,1,"",20.0000000000000000,10.0000000000000000,NON-F&B,COSMETIQUE,DECATHLON,DECATHLON,9312,21.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-31,12:49:30.43,DONE,3583787810484,LUNETTES DE NATATION VERRES CLAIRS XBASE TAILLE S ROSE,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9312,21.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-08-31,18:38:51.174,DONE,3583787508251,TONGS FEMME 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9313,21.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-02,15:18:26.99,DONE,3608439285448,CASQUETTE ENFANT -MH100,1,"",20.0000000000000000,12.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9314,23.2,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-02,16:10:46.931,DONE,3583788164999,MASQUE EASYBREATH DE SURFACE ADULTE - 500 BLEU,1,"",20.0000000000000000,29.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9315,23.2,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-03,12:02:19.519,DONE,3583787336359,SPRAY PROTECTION SOLAIRE ACTIVE SPF 30 50 ML,1,"",20.0000000000000000,10.0000000000000000,NON-F&B,COSMETIQUE,DECATHLON,DECATHLON,9316,24.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-03,12:19:25.743,DONE,3583787810484,LUNETTES DE NATATION VERRES CLAIRS XBASE TAILLE S ROSE,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9317,24.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-03,15:07:30.522,DONE,3608439285448,CASQUETTE ENFANT -MH100,1,"",20.0000000000000000,12.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9318,24.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-09,14:38:07.861,DONE,3608459578742,TONGS HOMME TO 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9319,25.2,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-09,14:38:07.861,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9319,25.2,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-15,11:05:06.196,DONE,3583787228890,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9320,23.3,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-15,14:12:54.09,DONE,3583787347768,SET RAQUETTES BEACH TENNIS WOODY RACKET YELLOW,1,"",20.0000000000000000,11.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9321,23.3,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-15,17:10:54.904,DONE,3583787229033,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9322,23.3,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-17,10:49:26.717,DONE,3583787229019,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9323,24.2,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-17,17:45:29.884,DONE,3608459578742,TONGS HOMME TO 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9324,24.2,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-17,17:48:50.46,DONE,3583787229026,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9325,24.2,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-18,13:55:20.585,DONE,3608439285479,CASQUETTE ENFANT -MH100,1,"",20.0000000000000000,12.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9326,23.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-18,18:25:56.584,DONE,3583787229026,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9327,23.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-19,13:06:26.561,DONE,3608459578742,TONGS HOMME TO 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9328,22.3,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-19,13:06:26.561,DONE,3583787810507,LUNETTES DE NATATION VERRES CLAIRS XBASE TAILLE S BLEU JAUNE,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9328,22.3,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-22,14:51:04.591,DONE,3583787336359,SPRAY PROTECTION SOLAIRE ACTIVE SPF 30 50 ML,1,"",20.0000000000000000,10.0000000000000000,NON-F&B,COSMETIQUE,DECATHLON,DECATHLON,9329,22.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-22,15:41:23.264,DONE,3583787229026,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9330,22.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-22,15:44:34.089,DONE,3583787394489,MAILLOT DE BAIN DE NATATION 1 PIÈCE FEMME HEVA U NOIR,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9331,22.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-23,11:49:12.49,DONE,3608390167579,MASQUE PLONGÉE ENFANT - 100 CONFORT MENTHE PASTEL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9332,19.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-23,17:57:12.294,DONE,3583787573518,SPRAY RÉPULSIF ANTI MOUSTIQUE ET TIQUE ICARIDINE - 60 ML,1,"",20.0000000000000000,8.0000000000000000,NON-F&B,SOS,DECATHLON,DECATHLON,9333,19.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-25,13:32:12.017,DONE,3583787336359,SPRAY PROTECTION SOLAIRE ACTIVE SPF 30 50 ML,1,"",20.0000000000000000,10.0000000000000000,NON-F&B,COSMETIQUE,DECATHLON,DECATHLON,9334,20.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-27,10:34:11.015,DONE,3583787394489,MAILLOT DE BAIN DE NATATION 1 PIÈCE FEMME HEVA U NOIR,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9335,22.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-27,11:53:51.434,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9336,22.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-27,12:50:59.519,DONE,3583787229019,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9337,22.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-28,13:46:19.653,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9338,22.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-28,16:36:15.478,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9339,22.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-28,16:36:15.478,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9339,22.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-09-30,13:35:04.209,DONE,3583787229033,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9340,21.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-01,12:55:10.236,DONE,3608390167579,MASQUE PLONGÉE ENFANT - 100 CONFORT MENTHE PASTEL,1,"",20.0000000000000000,15.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9341,22.7,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-01,19:42:34.028,DONE,3583787229019,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9342,22.7,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-02,13:01:25.24,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9343,22.5,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-02,14:07:04.906,DONE,3583787508244,TONGS FEMME 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9344,22.5,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-04,19:40:51.069,DONE,3583787229033,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9345,22.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-05,15:36:23.794,DONE,3583787229033,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9346,22.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-06,11:03:30.46,DONE,3583787810484,LUNETTES DE NATATION VERRES CLAIRS XBASE TAILLE S ROSE,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9347,20.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-06,11:03:30.46,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9347,20.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-06,18:19:47.436,DONE,3583787508251,TONGS FEMME 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9348,20.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-06,18:19:47.436,DONE,3583787508251,TONGS FEMME 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9348,20.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-07,18:23:47.736,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9349,21.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-08,12:44:13.14,DONE,3583787984215,BRASSARDS PISCINE ENFANT ORANGE 11-30 KG,1,"",20.0000000000000000,5.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9350,21.6,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-10,17:08:35.176,DONE,3583787228890,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9351,20.8,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-11,09:55:37.379,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9352,21.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-11,09:55:37.379,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9352,21.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-12,20:24:37.092,DONE,3608439285479,CASQUETTE ENFANT -MH100,1,"",20.0000000000000000,12.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9353,20.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-14,18:12:36.11,DONE,3583787228890,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9354,21.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-22,11:12:26.983,DONE,3583787984215,BRASSARDS PISCINE ENFANT ORANGE 11-30 KG,1,"",20.0000000000000000,5.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9355,16.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-22,12:02:43.268,DONE,3583787833193,Casquette Golf Adulte,1,"",20.0000000000000000,10.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9356,16.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-22,12:21:38.083,DONE,3583787508251,TONGS FEMME 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9357,16.9,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-24,14:48:21.922,DONE,3583787508251,TONGS FEMME 100 NOIR,1,"",20.0000000000000000,6.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9358,18.4,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-10-28,11:14:51.304,DONE,3583787791523,MF COMPACT XL TOWEL BLUE PETROL,1,"",20.0000000000000000,13.0000000000000000,NON-F&B,ACCESSOIRES,DECATHLON,DECATHLON,9359,17.1,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2023-11-03,10:40:42.091,DONE,3583787229002,BOARDSHORT HENDAIA ECO NT BLEU,1,"",20.0000000000000000,9.0000000000000000,NON-F&B,PAP,DECATHLON,DECATHLON,9360,13.4,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (SOUVENIRS),2024-01-18,12:26:14.564,DONE,3662217015610,Avril crème du jour 50ml,1,"",5.5000000000000000,0.50000000000000000000,NON-F&B,COSMETIQUE,AVRIL,MONOPRIX,9181,1,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (SOUVENIRS),2024-01-18,13:05:27.969,TIMEOUT,3662217015610,Avril crème du jour 50ml,1,"",5.5000000000000000,0.50000000000000000000,NON-F&B,COSMETIQUE,AVRIL,MONOPRIX,9177,1,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (APERO PREMIUM 2),2024-02-06,15:30:39.584,DONE,5411656051479,Champagne Dorgeval Brut,1,"",5.5000000000000000,18.0000000000000000,F&B,ALCOOL,DORGEVAL,ASTORE,7142,9.9,"",""
