NOM BOUTIQUE,OPERATEUR,MACHINE,DATE,HEURE,STATUT,CODE EAN,NOM DU PRODUIT,QUANTITE,PRIX HT,VAT,PRIX TTC,TYPE,GAMME,MARQUE,FOURNISSEUR,ORDER ID (TICKET DE CAISSE),TEMPERATURE,METEO DU JOUR (MOYENNE),METEO DU MOIS (MOYENNE)
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,22:48:36,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37232,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,22:52:41,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,37233,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,22:52:41,DONE,"",Jus d'orange Alain Milliat 20cl,1,"",0.10000000000000000000,4.0000000000000000,F&B,SANS ALCOOL,ALAIN MILLIAT,ASTORE,37233,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,22:57:30,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,37235,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-22,22:58:18,,"",Eau Neuve plate,1,"",0.10000000000000000000,3.0000000000000000,F&B,SANS ALCOOL,EAU NEUVE,ASTORE,25113,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:01:57,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,37236,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:01:57,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37236,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:08:49,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37237,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:08:49,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,37237,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:08:49,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37237,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-22,23:15:41,,"",Chilled Abricot et Romarin,1,"",0.10000000000000000000,5.5000000000000000,F&B,SANS ALCOOL,CHILLED,ASTORE,25114,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-22,23:15:41,,"",Chilled Abricot et Romarin,1,"",0.10000000000000000000,5.5000000000000000,F&B,SANS ALCOOL,CHILLED,ASTORE,25114,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:27:08,DONE,"",ORANGINA   33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,ORANGINA,ASTORE,37238,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:29:48,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37239,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:34:11,DONE,"",Good Bowl Soupe Miso,1,"",0.10000000000000000000,4.0000000000000000,F&B,FOOD SALEE,BEENDI,BEENDI,37240,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-22,23:56:14,,"",Leamo Maté,1,"",0.10000000000000000000,5.0000000000000000,F&B,SANS ALCOOL,LEAMO,ASTORE,25115,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:57:29,DONE,"",TWIX 50g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,TWIX,ASTORE,37242,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:57:29,DONE,"",SNICKERS 50g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,SNICKERS,ASTORE,37242,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:57:29,DONE,"",BLAST SNACK FIGUES GINGEMBRE AMANDES,1,"",0.10000000000000000000,3.8000000000000000,F&B,FOOD SUCREE,BLAST SNACK,ASTORE,37242,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:59:48,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37241,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:59:48,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37241,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-22,23:59:48,DONE,"",COCA COLA ZERO  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,37241,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,00:00:11,,"",CLUB POULET,1,"",0.10000000000000000000,5.5000000000000000,F&B,FOOD SALEE, - , - ,25116,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,00:00:11,,"",Panna cotta aux fruits de saison,1,"",0.10000000000000000000,8.0000000000000000,F&B,FOOD SUCREE, - , - ,25116,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:01:39,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37243,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,00:02:02,,"",Blast - Baies de Goji Cranberries Amandes,1,"",0.10000000000000000000,3.3000000000000000,F&B,FOOD SUCREE,BLAST,ASTORE,25117,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,00:03:35,,"",CLUB POULET,1,"",0.10000000000000000000,5.5000000000000000,F&B,FOOD SALEE, - , - ,25118,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,00:03:35,,"","Citron à la crème, biscuit Cantuccini",1,"",0.10000000000000000000,7.0000000000000000,F&B,FOOD SUCREE, - , - ,25118,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,00:08:06,,"",Jus d'Orange Marcel BIO,1,"",0.10000000000000000000,5.0000000000000000,F&B,SANS ALCOOL,MARCEL,ASTORE,25119,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,00:08:06,,"",Cookie Pistache,1,"",0.10000000000000000000,5.0000000000000000,F&B,FOOD SUCREE, - , - ,25119,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:30:54,DONE,"",CHIPS NATURE SEL GUERANDE 90g,1,"",0.10000000000000000000,4.0000000000000000,F&B,FOOD SALEE, - , - ,37244,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:30:54,DONE,"",Good Bowl Riz Mexicain,1,"",0.10000000000000000000,4.0000000000000000,F&B,FOOD SALEE,BEENDI,BEENDI,37244,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:34:29,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37245,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:34:29,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,37245,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:35:04,DONE,"",COCA COLA ZERO  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,37246,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:35:04,DONE,"",COCA COLA ZERO  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,37246,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:36:48,DONE,"",KINDER BUENO 43g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,KINDER,ASTORE,37248,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:36:48,DONE,"",LION 42g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,LION,ASTORE,37248,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:36:48,DONE,"",TWIX 50g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,TWIX,ASTORE,37248,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:36:48,DONE,"",KINDER BUENO 43g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SUCREE,KINDER,ASTORE,37248,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:39:22,DONE,"",CHIPS DE POULET ROTI 45g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SALEE, - , - ,37247,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:39:22,DONE,"",CHIPS NATURE SEL GUERANDE 90g,1,"",0.10000000000000000000,4.0000000000000000,F&B,FOOD SALEE, - , - ,37247,,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (APERO PREMIUM 1),2025-05-23,00:45:20.683,DONE,3119780268801,Bière Heineken (25cl),1,"",5.5000000000000000,5.0000000000000000,F&B,ALCOOL,HEINEKEN,ASTORE,12137,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:48:25,DONE,"",RED BULL REGULAR 25 CL,1,"",0.10000000000000000000,4.9000000000000000,F&B,SANS ALCOOL,RED BULL,ASTORE,37256,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:48:25,DONE,"",ORANGINA   33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,ORANGINA,ASTORE,37256,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:57:43,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,37249,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:57:43,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,37249,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:57:43,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,37249,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:57:43,DONE,"",COCA COLA ZERO  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,37249,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:57:43,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37249,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:57:43,DONE,"",POULET AU CURRY ROUGE,1,"",0.10000000000000000000,11.0000000000000000,F&B,FOOD SALEE, - , - ,37249,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:57:43,DONE,"",GNOCHI CACIO E PEPE,1,"",0.10000000000000000000,11.0000000000000000,F&B,FOOD SALEE, - , - ,37249,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,00:57:43,DONE,"",RISOTTO CHAMPIGNONS ET CEPES,1,"",0.10000000000000000000,11.0000000000000000,F&B,FOOD SALEE, - , - ,37249,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:01:47,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37252,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:01:47,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37252,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:01:47,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37252,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:02:34,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37253,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:02:34,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37253,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:02:34,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37253,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:02:34,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37253,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:11:00,DONE,"",SERVIETTES LOVE & GREEN BIO X 2,1,"",0.20000000000000000000,6.0000000000000000,NON-F&B,SOS,LOVE & GREEN,ASTORE,37251,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:12:38,DONE,"",KEFIR CITRON BIO,1,"",0.10000000000000000000,4.0000000000000000,F&B,SANS ALCOOL, - , - ,37250,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:12:38,DONE,"",YAOURT NATURE 125G,1,"",0.10000000000000000000,2.2000000000000000,F&B,FOOD SUCREE, - , - ,37250,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:14:07,DONE,"",CHIPS NATURE SEL GUERANDE 90g,1,"",0.10000000000000000000,4.0000000000000000,F&B,FOOD SALEE, - , - ,37254,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:14:07,DONE,"",CHIPS NATURE SEL GUERANDE 90g,1,"",0.10000000000000000000,4.0000000000000000,F&B,FOOD SALEE, - , - ,37254,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:14:07,DONE,"",CHIPS DE POULET ROTI 45g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SALEE, - , - ,37254,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:20:18,DONE,"",SCHWEPPES AGRUMS 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,SCHWEPPES,ASTORE,37255,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:20:18,DONE,"",FRENCH TACOS POULET,1,"",0.10000000000000000000,10.0000000000000000,F&B,FOOD SALEE, - , - ,37255,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:31:22,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,37258,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:31:22,DONE,"",SAN PELLEGRINO  50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,SAN PELLEGRINO,ASTORE,37258,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:31:22,DONE,"",RED BULL REGULAR 25 CL,1,"",0.10000000000000000000,4.9000000000000000,F&B,SANS ALCOOL,RED BULL,ASTORE,37258,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:31:22,DONE,"",FANTA ORANGE  33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,FANTA,ASTORE,37258,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:32:54,DONE,"",GOURDE EN VERRE NOVOTEL,1,"",0.20000000000000000000,8.0000000000000000,NON-F&B,SOS,NOVOTEL,ASTORE,37257,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:32:54,DONE,"",GOURDE EN VERRE NOVOTEL,1,"",0.20000000000000000000,8.0000000000000000,NON-F&B,SOS,NOVOTEL,ASTORE,37257,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:32:54,DONE,"",GOURDE EN VERRE NOVOTEL,1,"",0.20000000000000000000,8.0000000000000000,NON-F&B,SOS,NOVOTEL,ASTORE,37257,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:32:54,DONE,"",GOURDE EN VERRE NOVOTEL,1,"",0.20000000000000000000,8.0000000000000000,NON-F&B,SOS,NOVOTEL,ASTORE,37257,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:34:00,DONE,"",GOURDE EN VERRE NOVOTEL,1,"",0.20000000000000000000,8.0000000000000000,NON-F&B,SOS,NOVOTEL,ASTORE,37259,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:34:00,DONE,"",GOURDE EN VERRE NOVOTEL,1,"",0.20000000000000000000,8.0000000000000000,NON-F&B,SOS,NOVOTEL,ASTORE,37259,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:40:17,DONE,"",POULET AU CURRY ROUGE,1,"",0.10000000000000000000,11.0000000000000000,F&B,FOOD SALEE, - , - ,37260,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:40:17,DONE,"",NOUILLES ROYALES,1,"",0.10000000000000000000,11.0000000000000000,F&B,FOOD SALEE, - , - ,37260,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:46:09,DONE,"",BURGER BISTROT BŒUF CHAROLAIS,1,"",0.10000000000000000000,9.5000000000000000,F&B,FOOD SALEE, - , - ,37261,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:46:09,DONE,"",SOUPE DOUCEUR D'HIVER,1,"",0.10000000000000000000,6.5000000000000000,F&B,FOOD SALEE, - , - ,37261,,"",""
Novotel Megève Mont-Blanc,ADIPOS,BORNE MEGEVE,2025-05-23,01:48:37.547,DONE,3701502700135,Kit dentaire,1,"",20.0000000000000000,4.0000000000000000,NON-F&B,SOS,MONOPRIX,MONOPRIX,13169,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,01:52:33,DONE,"",COCA COLA 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,37262,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,02:24:03,,"",Jus de Raisins BIO,1,"",0.10000000000000000000,5.5000000000000000,F&B,SANS ALCOOL, - , - ,25120,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,02:24:03,,"",Club Jambon mayonnaise,1,"",0.10000000000000000000,4.5000000000000000,F&B,FOOD SALEE, - , - ,25120,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,03:46:16,DONE,"",GNOCHI CACIO E PEPE,1,"",0.10000000000000000000,11.0000000000000000,F&B,FOOD SALEE, - , - ,37263,,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (SOUVENIRS),2025-05-23,07:49:34.233,DONE,3701502700333,Trousse de voyage,1,"",5.5000000000000000,12.0000000000000000,NON-F&B,COSMETIQUE,-,-,12334,,"",""
Mercure Paris Montmartre Sacré-Cœur,SELFLYSTORE,FRIGO MONTMARTRE (APERO PREMIUM 2),2025-05-23,07:53:51.049,DONE,3179732326911,Vittel en verre (50cl),1,"",5.5000000000000000,5.0000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,12208,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,08:18:16,DONE,"",GOURDE EN VERRE NOVOTEL,1,"",0.20000000000000000000,8.0000000000000000,NON-F&B,SOS,NOVOTEL,ASTORE,37264,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-05-23,08:52:24.515,DONE,5449000286192,sprite 50cl,1,"",10.0000000000000000,2.7000000000000000,F&B,SANS ALCOOL,SPRITE,ASTORE,12965,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,10:46:14,DONE,"",ADAPTATEUR UNIVERSEL,1,"",0.20000000000000000000,14.0000000000000000,NON-F&B,SOS, - , - ,37265,,"",""
Ibis budget Strasbourg Centre République,SELFLYSTORE,FRIGO STRASBOURG,2025-05-23,11:41:11.774,DONE,9002490205973,Red Bull (25cl),1,"",10.0000000000000000,3.5000000000000000,F&B,SANS ALCOOL,REDBULL,ASTORE,12034,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,12:54:06,DONE,"",Jus de pomme  Alain Milliat 20cl,1,"",0.10000000000000000000,4.0000000000000000,F&B,SANS ALCOOL,ALAIN MILLIAT,ASTORE,37266,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,12:54:06,DONE,"",SCHWEPPES AGRUMS 33CL,1,"",0.10000000000000000000,2.9000000000000000,F&B,SANS ALCOOL,SCHWEPPES,ASTORE,37266,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-05-23,13:15:53.706,DONE,3760322850307,L'EAU NEUVE 50CL,1,"",10.0000000000000000,2.2000000000000000,F&B,SANS ALCOOL,EAU NEUVE,ASTORE,12966,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-05-23,14:02:21.502,DONE,5449000267412,COCA COLA PET 1.25CL,1,"",10.0000000000000000,3.5000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,12967,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,14:28:47,DONE,"",CHIPS DE POULET ROTI 45g,1,"",0.10000000000000000000,2.9000000000000000,F&B,FOOD SALEE, - , - ,37267,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,14:30:37,DONE,"",CLUB THON A LA NICOISE,1,"",0.10000000000000000000,6.5000000000000000,F&B,FOOD SALEE, - , - ,37269,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,14:42:52,DONE,"",CLUB THON A LA NICOISE,1,"",0.10000000000000000000,6.5000000000000000,F&B,FOOD SALEE, - , - ,37268,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,14:42:52,DONE,"",RED BULL REGULAR 25 CL,1,"",0.10000000000000000000,4.9000000000000000,F&B,SANS ALCOOL,RED BULL,ASTORE,37268,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,15:29:32,DONE,"",KIT DENTAIRE COLGATE,1,"",0.20000000000000000000,6.0000000000000000,NON-F&B,SOS,COLGATE,ASTORE,37270,,"",""
Novotel Porte d’Italie,DIGITIZME,FRIGO PORTE D’ITALIE,2025-05-23,15:44:12,,"",Blast - Caramel Chocolat Amandes BIO,1,"",0.10000000000000000000,3.5000000000000000,F&B,FOOD SUCREE,BLAST,ASTORE,25121,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-05-23,16:26:05.211,DONE,3760322850307,L'EAU NEUVE 50CL,1,"",10.0000000000000000,2.2000000000000000,F&B,SANS ALCOOL,EAU NEUVE,ASTORE,12968,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-05-23,16:26:05.211,DONE,3174780000363,COCA COLA PET 50CL,1,"",10.0000000000000000,2.7000000000000000,F&B,SANS ALCOOL,COCA COLA,ASTORE,12968,,"",""
Ibis budget Nice,ADIPOS,SCANNER NICE,2025-05-23,16:26:05.211,DONE,3760322850307,L'EAU NEUVE 50CL,1,"",10.0000000000000000,2.2000000000000000,F&B,SANS ALCOOL,EAU NEUVE,ASTORE,12968,,"",""
Novotel Paris Tour Eiffel,DIGITIZME,FRIGO TOUR EIFFEL,2025-05-23,16:38:40,DONE,"",VITTEL 50cl,1,"",0.10000000000000000000,4.2000000000000000,F&B,SANS ALCOOL,VITTEL,ASTORE,37271,,"",""
