hotel_id,month,TYPE,GAMME,avg_montant,avg_nbr_ventes,nb_years_used,nb_observations
novotel-paris-tour-eiffel,8,F&B,SANS ALCOOL,7381.8,1077.0,1,1
novotel-paris-tour-eiffel,8,NON-F&B,COSMETIQUE,56.0,7.0,1,1
novotel-paris-tour-eiffel,8,NON-F&B,SOS,3583.0,335.0,1,1
novotel-paris-tour-eiffel,9,F&B,FOOD SALEE,1874.25,221.5,2,2
novotel-paris-tour-eiffel,9,F&B,FOOD SUCREE,933.05,158.5,2,2
novotel-paris-tour-eiffel,9,F&B,SANS ALCOOL,3056.5,498.5,2,2
novotel-paris-tour-eiffel,9,NON-F&B,COSMETIQUE,20.0,2.5,2,2
novotel-paris-tour-eiffel,9,NON-F&B,SOS,1900.5,185.0,2,2
novotel-paris-tour-eiffel,10,F&B,FOOD SALEE,3039.95,368.0,2,2
novotel-paris-tour-eiffel,10,F&B,FOOD SUCREE,1993.85,345.0,2,2
novotel-paris-tour-eiffel,10,F&B,SANS ALCOOL,5264.95,823.5,2,2
novotel-paris-tour-eiffel,10,NON-F&B,COSMETIQUE,40.0,4.0,2,2
novotel-paris-tour-eiffel,10,NON-F&B,SOS,3562.0,348.5,2,2
novotel-paris-tour-eiffel,11,F&B,FOOD SALEE,2895.25,341.5,2,2
novotel-paris-tour-eiffel,11,F&B,FOOD SUCREE,1597.8,278.0,2,2
novotel-paris-tour-eiffel,11,F&B,SANS ALCOOL,4279.3,698.5,2,2
novotel-paris-tour-eiffel,11,NON-F&B,COSMETIQUE,16.0,1.5,2,2
novotel-paris-tour-eiffel,11,NON-F&B,SOS,3134.0,320.0,2,2
novotel-paris-tour-eiffel,11,,,16.0,2.0,1,1
novotel-paris-tour-eiffel,12,F&B,FOOD SALEE,3702.15,370.5,2,2
novotel-paris-tour-eiffel,12,F&B,FOOD SUCREE,2094.8,349.5,2,2
novotel-paris-tour-eiffel,12,F&B,SANS ALCOOL,5533.45,878.5,2,2
novotel-paris-tour-eiffel,12,NON-F&B,COSMETIQUE,60.0,6.0,2,2
novotel-paris-tour-eiffel,12,NON-F&B,SOS,2835.0,297.5,2,2
novotel-paris-tour-eiffel,12,,,96.0,11.0,1,1
novotel-porte-italie,1,F&B,FOOD SALEE,23.9,7.0,1,1
novotel-porte-italie,1,F&B,FOOD SUCREE,35.7,11.0,1,1
novotel-porte-italie,1,F&B,SANS ALCOOL,26.0,4.0,1,1
novotel-porte-italie,1,,,66.0,4.0,1,1
novotel-porte-italie,2,F&B,FOOD SALEE,78.3,17.0,1,1
novotel-porte-italie,2,F&B,FOOD SUCREE,41.7,12.0,1,1
novotel-porte-italie,2,F&B,SANS ALCOOL,65.0,11.0,1,1
novotel-porte-italie,2,,,66.0,4.0,1,1
novotel-porte-italie,3,F&B,FOOD SALEE,130.0,25.0,1,1
novotel-porte-italie,3,F&B,FOOD SUCREE,191.6,44.0,1,1
novotel-porte-italie,3,F&B,SANS ALCOOL,165.5,32.0,1,1
novotel-porte-italie,3,,,7.5,1.0,1,1
novotel-porte-italie,4,F&B,FOOD SALEE,80.6,19.0,1,1
novotel-porte-italie,4,F&B,FOOD SUCREE,78.7,15.0,1,1
novotel-porte-italie,4,F&B,SANS ALCOOL,132.5,25.0,1,1
novotel-porte-italie,5,F&B,FOOD SALEE,73.0,16.0,1,1
novotel-porte-italie,5,F&B,FOOD SUCREE,290.6,67.0,1,1
novotel-porte-italie,5,F&B,SANS ALCOOL,456.0,77.0,1,1
novotel-porte-italie,5,,,64.5,5.0,1,1
novotel-porte-italie,6,F&B,FOOD SALEE,114.2,13.0,1,1
novotel-porte-italie,6,F&B,FOOD SUCREE,132.5,27.0,1,1
novotel-porte-italie,6,F&B,SANS ALCOOL,300.5,60.0,1,1
novotel-porte-italie,6,,,12.0,1.0,1,1
novotel-porte-italie,7,F&B,FOOD SALEE,146.1,23.0,1,1
novotel-porte-italie,7,F&B,FOOD SUCREE,182.4,46.0,1,1
novotel-porte-italie,7,F&B,SANS ALCOOL,431.5,70.0,1,1
novotel-porte-italie,8,F&B,FOOD SALEE,103.6,18.0,1,1
novotel-porte-italie,8,F&B,FOOD SUCREE,93.1,24.0,1,1
novotel-porte-italie,8,F&B,SANS ALCOOL,312.0,49.0,1,1
novotel-porte-italie,9,F&B,FOOD SALEE,35.8,11.5,2,2
novotel-porte-italie,9,F&B,FOOD SUCREE,82.6,19.0,2,2
novotel-porte-italie,9,F&B,SANS ALCOOL,98.75,16.5,2,2
novotel-porte-italie,10,F&B,FOOD SALEE,96.7,26.0,2,2
novotel-porte-italie,10,F&B,FOOD SUCREE,174.95000000000002,46.0,2,2
novotel-porte-italie,10,F&B,SANS ALCOOL,299.5,43.0,1,1
novotel-porte-italie,10,,,83.4,10.0,1,1
novotel-porte-italie,11,F&B,FOOD SALEE,93.375,27.0,2,2
novotel-porte-italie,11,F&B,FOOD SUCREE,158.93,44.5,2,2
novotel-porte-italie,11,F&B,SANS ALCOOL,221.75,37.0,2,2
novotel-porte-italie,11,NON-F&B,SOS,0.7,1.0,1,1
novotel-porte-italie,11,,,43.0,5.0,1,1
novotel-porte-italie,12,F&B,FOOD SALEE,132.2,33.0,2,2
novotel-porte-italie,12,F&B,FOOD SUCREE,171.15,47.5,2,2
novotel-porte-italie,12,F&B,SANS ALCOOL,230.0,35.5,2,2
novotel-porte-italie,12,NON-F&B,SOS,0.7,1.0,1,1
novotel-porte-italie,12,,,32.5,4.0,1,1
