hotel_id,recap_column,row,etape,sous_etape,data_label,field_key,field_type_hint,raw_value,feature_column
ibis-budget-nice,NICE,84,"4 - INFORMATIONS
CORNER",CORNER DE VENTE ACTUEL,VOTRE HOTEL DISPOSE-T-IL DÉJÀ D’UN CORNER DE VENTE ?,4_informations_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un_,boolean,1,d_recap_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un
ibis-budget-strasbourg,STRASBOURG,84,"4 - INFORMATIONS
CORNER",CORNER DE VENTE ACTUEL,VOTRE HOTEL DISPOSE-T-IL DÉJÀ D’UN CORNER DE VENTE ?,4_informations_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un_,boolean,1,d_recap_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un
ibis-styles-roissy-cdg,PARIS CDG,84,"4 - INFORMATIONS
CORNER",CORNER DE VENTE ACTUEL,VOTRE HOTEL DISPOSE-T-IL DÉJÀ D’UN CORNER DE VENTE ?,4_informations_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un_,boolean,1,d_recap_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un
novotel-megeve,MEGEVE,84,"4 - INFORMATIONS
CORNER",CORNER DE VENTE ACTUEL,VOTRE HOTEL DISPOSE-T-IL DÉJÀ D’UN CORNER DE VENTE ?,4_informations_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un_,boolean,0,d_recap_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un
novotel-paris-tour-eiffel,TOUR EIFFEL,84,"4 - INFORMATIONS
CORNER",CORNER DE VENTE ACTUEL,VOTRE HOTEL DISPOSE-T-IL DÉJÀ D’UN CORNER DE VENTE ?,4_informations_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un_,boolean,1,d_recap_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un
mercure-montmartre,MONTMARTRE,84,"4 - INFORMATIONS
CORNER",CORNER DE VENTE ACTUEL,VOTRE HOTEL DISPOSE-T-IL DÉJÀ D’UN CORNER DE VENTE ?,4_informations_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un_,boolean,1,d_recap_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un
mercure-boulogne,BOULOGNE,84,"4 - INFORMATIONS
CORNER",CORNER DE VENTE ACTUEL,VOTRE HOTEL DISPOSE-T-IL DÉJÀ D’UN CORNER DE VENTE ?,4_informations_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un_,boolean,1,d_recap_corner_corner_de_vente_actuel_votre_hotel_dispose_t_il_deja_d_un
ibis-budget-nice,NICE,85,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",LISTE DES PRODUITS F&B,4_informations_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b
ibis-budget-strasbourg,STRASBOURG,85,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",LISTE DES PRODUITS F&B,4_informations_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b
ibis-styles-roissy-cdg,PARIS CDG,85,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",LISTE DES PRODUITS F&B,4_informations_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b
novotel-megeve,MEGEVE,85,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",LISTE DES PRODUITS F&B,4_informations_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b,categorical,0,d_recap_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b
novotel-paris-tour-eiffel,TOUR EIFFEL,85,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",LISTE DES PRODUITS F&B,4_informations_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b
mercure-montmartre,MONTMARTRE,85,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",LISTE DES PRODUITS F&B,4_informations_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b
mercure-boulogne,BOULOGNE,85,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",LISTE DES PRODUITS F&B,4_informations_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_liste_des_produits_f_b
ibis-budget-nice,NICE,90,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_canaux_de_vente
ibis-budget-strasbourg,STRASBOURG,90,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_canaux_de_vente
ibis-styles-roissy-cdg,PARIS CDG,90,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_canaux_de_vente
novotel-megeve,MEGEVE,90,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_canaux_de_vente
novotel-paris-tour-eiffel,TOUR EIFFEL,90,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_canaux_de_vente
mercure-montmartre,MONTMARTRE,90,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_canaux_de_vente
mercure-boulogne,BOULOGNE,90,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_canaux_de_vente
ibis-budget-nice,NICE,91,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉCEPTION,4_informations_corner_votre_corner_actuel_offre_f_b_reception,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_reception
ibis-budget-strasbourg,STRASBOURG,91,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉCEPTION,4_informations_corner_votre_corner_actuel_offre_f_b_reception,boolean,1,d_recap_corner_votre_corner_actuel_offre_f_b_reception
ibis-styles-roissy-cdg,PARIS CDG,91,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉCEPTION,4_informations_corner_votre_corner_actuel_offre_f_b_reception,boolean,1,d_recap_corner_votre_corner_actuel_offre_f_b_reception
novotel-megeve,MEGEVE,91,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉCEPTION,4_informations_corner_votre_corner_actuel_offre_f_b_reception,boolean,1,d_recap_corner_votre_corner_actuel_offre_f_b_reception
novotel-paris-tour-eiffel,TOUR EIFFEL,91,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉCEPTION,4_informations_corner_votre_corner_actuel_offre_f_b_reception,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_reception
mercure-montmartre,MONTMARTRE,91,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉCEPTION,4_informations_corner_votre_corner_actuel_offre_f_b_reception,boolean,1,d_recap_corner_votre_corner_actuel_offre_f_b_reception
mercure-boulogne,BOULOGNE,91,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉCEPTION,4_informations_corner_votre_corner_actuel_offre_f_b_reception,boolean,1,d_recap_corner_votre_corner_actuel_offre_f_b_reception
ibis-budget-nice,NICE,92,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",SNACKING/COMPTOIR,4_informations_corner_votre_corner_actuel_offre_f_b_snacking_comptoir,categorical,0,d_recap_corner_votre_corner_actuel_offre_f_b_snacking_comptoir
ibis-budget-strasbourg,STRASBOURG,92,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",SNACKING/COMPTOIR,4_informations_corner_votre_corner_actuel_offre_f_b_snacking_comptoir,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_snacking_comptoir
ibis-styles-roissy-cdg,PARIS CDG,92,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",SNACKING/COMPTOIR,4_informations_corner_votre_corner_actuel_offre_f_b_snacking_comptoir,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_snacking_comptoir
novotel-megeve,MEGEVE,92,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",SNACKING/COMPTOIR,4_informations_corner_votre_corner_actuel_offre_f_b_snacking_comptoir,categorical,0,d_recap_corner_votre_corner_actuel_offre_f_b_snacking_comptoir
novotel-paris-tour-eiffel,TOUR EIFFEL,92,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",SNACKING/COMPTOIR,4_informations_corner_votre_corner_actuel_offre_f_b_snacking_comptoir,categorical,0,d_recap_corner_votre_corner_actuel_offre_f_b_snacking_comptoir
mercure-montmartre,MONTMARTRE,92,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",SNACKING/COMPTOIR,4_informations_corner_votre_corner_actuel_offre_f_b_snacking_comptoir,categorical,0,d_recap_corner_votre_corner_actuel_offre_f_b_snacking_comptoir
mercure-boulogne,BOULOGNE,92,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",SNACKING/COMPTOIR,4_informations_corner_votre_corner_actuel_offre_f_b_snacking_comptoir,categorical,0,d_recap_corner_votre_corner_actuel_offre_f_b_snacking_comptoir
ibis-budget-nice,NICE,93,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",DISTRIBUTEUR AUTO.,4_informations_corner_votre_corner_actuel_offre_f_b_distributeur_auto,boolean,1,d_recap_corner_votre_corner_actuel_offre_f_b_distributeur_auto
ibis-budget-strasbourg,STRASBOURG,93,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",DISTRIBUTEUR AUTO.,4_informations_corner_votre_corner_actuel_offre_f_b_distributeur_auto,boolean,1,d_recap_corner_votre_corner_actuel_offre_f_b_distributeur_auto
ibis-styles-roissy-cdg,PARIS CDG,93,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",DISTRIBUTEUR AUTO.,4_informations_corner_votre_corner_actuel_offre_f_b_distributeur_auto,boolean,1,d_recap_corner_votre_corner_actuel_offre_f_b_distributeur_auto
novotel-megeve,MEGEVE,93,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",DISTRIBUTEUR AUTO.,4_informations_corner_votre_corner_actuel_offre_f_b_distributeur_auto,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_distributeur_auto
novotel-paris-tour-eiffel,TOUR EIFFEL,93,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",DISTRIBUTEUR AUTO.,4_informations_corner_votre_corner_actuel_offre_f_b_distributeur_auto,boolean,1,d_recap_corner_votre_corner_actuel_offre_f_b_distributeur_auto
mercure-montmartre,MONTMARTRE,93,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",DISTRIBUTEUR AUTO.,4_informations_corner_votre_corner_actuel_offre_f_b_distributeur_auto,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_distributeur_auto
mercure-boulogne,BOULOGNE,93,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",DISTRIBUTEUR AUTO.,4_informations_corner_votre_corner_actuel_offre_f_b_distributeur_auto,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_distributeur_auto
ibis-budget-nice,NICE,94,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FRIGO CONNECTÉ,4_informations_corner_votre_corner_actuel_offre_f_b_frigo_connecte,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_frigo_connecte
ibis-budget-strasbourg,STRASBOURG,94,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FRIGO CONNECTÉ,4_informations_corner_votre_corner_actuel_offre_f_b_frigo_connecte,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_frigo_connecte
ibis-styles-roissy-cdg,PARIS CDG,94,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FRIGO CONNECTÉ,4_informations_corner_votre_corner_actuel_offre_f_b_frigo_connecte,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_frigo_connecte
novotel-megeve,MEGEVE,94,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FRIGO CONNECTÉ,4_informations_corner_votre_corner_actuel_offre_f_b_frigo_connecte,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_frigo_connecte
novotel-paris-tour-eiffel,TOUR EIFFEL,94,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FRIGO CONNECTÉ,4_informations_corner_votre_corner_actuel_offre_f_b_frigo_connecte,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_frigo_connecte
mercure-montmartre,MONTMARTRE,94,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FRIGO CONNECTÉ,4_informations_corner_votre_corner_actuel_offre_f_b_frigo_connecte,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_frigo_connecte
mercure-boulogne,BOULOGNE,94,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FRIGO CONNECTÉ,4_informations_corner_votre_corner_actuel_offre_f_b_frigo_connecte,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_frigo_connecte
ibis-budget-nice,NICE,95,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CAISSE CODE-BARRES,4_informations_corner_votre_corner_actuel_offre_f_b_caisse_code_barres,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_caisse_code_barres
ibis-budget-strasbourg,STRASBOURG,95,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CAISSE CODE-BARRES,4_informations_corner_votre_corner_actuel_offre_f_b_caisse_code_barres,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_caisse_code_barres
ibis-styles-roissy-cdg,PARIS CDG,95,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CAISSE CODE-BARRES,4_informations_corner_votre_corner_actuel_offre_f_b_caisse_code_barres,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_caisse_code_barres
novotel-megeve,MEGEVE,95,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CAISSE CODE-BARRES,4_informations_corner_votre_corner_actuel_offre_f_b_caisse_code_barres,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_caisse_code_barres
novotel-paris-tour-eiffel,TOUR EIFFEL,95,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CAISSE CODE-BARRES,4_informations_corner_votre_corner_actuel_offre_f_b_caisse_code_barres,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_caisse_code_barres
mercure-montmartre,MONTMARTRE,95,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CAISSE CODE-BARRES,4_informations_corner_votre_corner_actuel_offre_f_b_caisse_code_barres,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_caisse_code_barres
mercure-boulogne,BOULOGNE,95,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",CAISSE CODE-BARRES,4_informations_corner_votre_corner_actuel_offre_f_b_caisse_code_barres,boolean,0,d_recap_corner_votre_corner_actuel_offre_f_b_caisse_code_barres
ibis-budget-nice,NICE,96,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉAPPRO.,4_informations_corner_votre_corner_actuel_offre_f_b_reappro,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_reappro
ibis-budget-strasbourg,STRASBOURG,96,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉAPPRO.,4_informations_corner_votre_corner_actuel_offre_f_b_reappro,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_reappro
ibis-styles-roissy-cdg,PARIS CDG,96,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉAPPRO.,4_informations_corner_votre_corner_actuel_offre_f_b_reappro,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_reappro
novotel-megeve,MEGEVE,96,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉAPPRO.,4_informations_corner_votre_corner_actuel_offre_f_b_reappro,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_reappro
novotel-paris-tour-eiffel,TOUR EIFFEL,96,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉAPPRO.,4_informations_corner_votre_corner_actuel_offre_f_b_reappro,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_reappro
mercure-montmartre,MONTMARTRE,96,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉAPPRO.,4_informations_corner_votre_corner_actuel_offre_f_b_reappro,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_reappro
mercure-boulogne,BOULOGNE,96,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",RÉAPPRO.,4_informations_corner_votre_corner_actuel_offre_f_b_reappro,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_reappro
ibis-budget-nice,NICE,97,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",HOTEL STAFF,4_informations_corner_votre_corner_actuel_offre_f_b_hotel_staff,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_hotel_staff
ibis-budget-strasbourg,STRASBOURG,97,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",HOTEL STAFF,4_informations_corner_votre_corner_actuel_offre_f_b_hotel_staff,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_hotel_staff
ibis-styles-roissy-cdg,PARIS CDG,97,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",HOTEL STAFF,4_informations_corner_votre_corner_actuel_offre_f_b_hotel_staff,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_hotel_staff
novotel-megeve,MEGEVE,97,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",HOTEL STAFF,4_informations_corner_votre_corner_actuel_offre_f_b_hotel_staff,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_hotel_staff
novotel-paris-tour-eiffel,TOUR EIFFEL,97,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",HOTEL STAFF,4_informations_corner_votre_corner_actuel_offre_f_b_hotel_staff,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_hotel_staff
mercure-montmartre,MONTMARTRE,97,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",HOTEL STAFF,4_informations_corner_votre_corner_actuel_offre_f_b_hotel_staff,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_hotel_staff
mercure-boulogne,BOULOGNE,97,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",HOTEL STAFF,4_informations_corner_votre_corner_actuel_offre_f_b_hotel_staff,categorical,1,d_recap_corner_votre_corner_actuel_offre_f_b_hotel_staff
ibis-budget-nice,NICE,98,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FOURNISSEUR,4_informations_corner_votre_corner_actuel_offre_f_b_fournisseur,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_fournisseur
ibis-budget-strasbourg,STRASBOURG,98,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FOURNISSEUR,4_informations_corner_votre_corner_actuel_offre_f_b_fournisseur,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_fournisseur
ibis-styles-roissy-cdg,PARIS CDG,98,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FOURNISSEUR,4_informations_corner_votre_corner_actuel_offre_f_b_fournisseur,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_fournisseur
novotel-megeve,MEGEVE,98,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FOURNISSEUR,4_informations_corner_votre_corner_actuel_offre_f_b_fournisseur,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_fournisseur
novotel-paris-tour-eiffel,TOUR EIFFEL,98,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FOURNISSEUR,4_informations_corner_votre_corner_actuel_offre_f_b_fournisseur,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_fournisseur
mercure-montmartre,MONTMARTRE,98,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FOURNISSEUR,4_informations_corner_votre_corner_actuel_offre_f_b_fournisseur,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_fournisseur
mercure-boulogne,BOULOGNE,98,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE F&B",FOURNISSEUR,4_informations_corner_votre_corner_actuel_offre_f_b_fournisseur,categorical,,d_recap_corner_votre_corner_actuel_offre_f_b_fournisseur
ibis-budget-nice,NICE,99,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",LISTE DES PRODUITS NON-F&B,4_informations_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f,categorical,0,d_recap_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f
ibis-budget-strasbourg,STRASBOURG,99,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",LISTE DES PRODUITS NON-F&B,4_informations_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f,categorical,0,d_recap_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f
ibis-styles-roissy-cdg,PARIS CDG,99,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",LISTE DES PRODUITS NON-F&B,4_informations_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f,categorical,1,d_recap_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f
novotel-megeve,MEGEVE,99,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",LISTE DES PRODUITS NON-F&B,4_informations_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f,categorical,1,d_recap_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f
novotel-paris-tour-eiffel,TOUR EIFFEL,99,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",LISTE DES PRODUITS NON-F&B,4_informations_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f,categorical,0,d_recap_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f
mercure-montmartre,MONTMARTRE,99,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",LISTE DES PRODUITS NON-F&B,4_informations_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f,categorical,0,d_recap_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f
mercure-boulogne,BOULOGNE,99,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",LISTE DES PRODUITS NON-F&B,4_informations_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f,categorical,0,d_recap_corner_votre_corner_actuel_offre_non_f_b_liste_des_produits_non_f
ibis-budget-nice,NICE,104,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente
ibis-budget-strasbourg,STRASBOURG,104,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente
ibis-styles-roissy-cdg,PARIS CDG,104,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente
novotel-megeve,MEGEVE,104,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente
novotel-paris-tour-eiffel,TOUR EIFFEL,104,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente
mercure-montmartre,MONTMARTRE,104,"4 - INFORMATIONS
CORNER","VOTRE CORNER ACTUEL :
OFFRE NON-F&B",CANAUX DE VENTE,4_informations_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente,categorical,,d_recap_corner_votre_corner_actuel_offre_non_f_b_canaux_de_vente
