hotel_id,recap_column,row,etape,sous_etape,data_label,field_key,field_type_hint,raw_value,feature_column
novotel-paris-tour-eiffel,TOUR EIFFEL,37,"1 - INFORMATIONS
GENERALES","LOCALISATION /
ENVIRONNEMENT",NB. AUTRES COMMERCES…,1_informations_generales_localisation_environnement_nb_autres_commerces,numeric,,d_recap_generales_localisation_environnement_nb_autres_commerces_r37
mercure-montmartre,MONTMARTRE,37,"1 - INFORMATIONS
GENERALES","LOCALISATION /
ENVIRONNEMENT",NB. AUTRES COMMERCES…,1_informations_generales_localisation_environnement_nb_autres_commerces,numeric,,d_recap_generales_localisation_environnement_nb_autres_commerces_r37
mercure-boulogne,BOULOGNE,37,"1 - INFORMATIONS
GENERALES","LOCALISATION /
ENVIRONNEMENT",NB. AUTRES COMMERCES…,1_informations_generales_localisation_environnement_nb_autres_commerces,numeric,,d_recap_generales_localisation_environnement_nb_autres_commerces_r37
ibis-budget-nice,NICE,38,"2 - SERVICES &
EQUIPEMENTS",F&B,BAR,2_services_equipements_f_b_bar,boolean,0.0,d_recap_2_services_equipements_f_b_bar
ibis-budget-strasbourg,STRASBOURG,38,"2 - SERVICES &
EQUIPEMENTS",F&B,BAR,2_services_equipements_f_b_bar,boolean,0.0,d_recap_2_services_equipements_f_b_bar
ibis-styles-roissy-cdg,PARIS CDG,38,"2 - SERVICES &
EQUIPEMENTS",F&B,BAR,2_services_equipements_f_b_bar,boolean,1.0,d_recap_2_services_equipements_f_b_bar
novotel-megeve,MEGEVE,38,"2 - SERVICES &
EQUIPEMENTS",F&B,BAR,2_services_equipements_f_b_bar,boolean,1.0,d_recap_2_services_equipements_f_b_bar
novotel-paris-tour-eiffel,TOUR EIFFEL,38,"2 - SERVICES &
EQUIPEMENTS",F&B,BAR,2_services_equipements_f_b_bar,boolean,1.0,d_recap_2_services_equipements_f_b_bar
mercure-montmartre,MONTMARTRE,38,"2 - SERVICES &
EQUIPEMENTS",F&B,BAR,2_services_equipements_f_b_bar,boolean,0.0,d_recap_2_services_equipements_f_b_bar
mercure-boulogne,BOULOGNE,38,"2 - SERVICES &
EQUIPEMENTS",F&B,BAR,2_services_equipements_f_b_bar,boolean,1.0,d_recap_2_services_equipements_f_b_bar
ibis-budget-nice,NICE,39,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture
ibis-budget-strasbourg,STRASBOURG,39,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,16h - 00h,d_recap_2_services_equipements_f_b_horaires_d_ouverture
ibis-styles-roissy-cdg,PARIS CDG,39,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,07h-23h,d_recap_2_services_equipements_f_b_horaires_d_ouverture
novotel-megeve,MEGEVE,39,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture
novotel-paris-tour-eiffel,TOUR EIFFEL,39,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture
mercure-montmartre,MONTMARTRE,39,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture
mercure-boulogne,BOULOGNE,39,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture
ibis-budget-nice,NICE,40,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture
ibis-budget-strasbourg,STRASBOURG,40,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,MARDI AU SAMEDI,d_recap_2_services_equipements_f_b_jours_d_ouverture
ibis-styles-roissy-cdg,PARIS CDG,40,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,TOUS,d_recap_2_services_equipements_f_b_jours_d_ouverture
novotel-megeve,MEGEVE,40,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture
novotel-paris-tour-eiffel,TOUR EIFFEL,40,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture
mercure-montmartre,MONTMARTRE,40,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture
mercure-boulogne,BOULOGNE,40,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture
ibis-budget-nice,NICE,41,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture
ibis-budget-strasbourg,STRASBOURG,41,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,TOUS,d_recap_2_services_equipements_f_b_mois_d_ouverture
ibis-styles-roissy-cdg,PARIS CDG,41,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,TOUS,d_recap_2_services_equipements_f_b_mois_d_ouverture
novotel-megeve,MEGEVE,41,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture
novotel-paris-tour-eiffel,TOUR EIFFEL,41,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture
mercure-montmartre,MONTMARTRE,41,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture
mercure-boulogne,BOULOGNE,41,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture
ibis-budget-nice,NICE,42,"2 - SERVICES &
EQUIPEMENTS",F&B,RESTAURANT,2_services_equipements_f_b_restaurant,boolean,0.0,d_recap_2_services_equipements_f_b_restaurant
ibis-budget-strasbourg,STRASBOURG,42,"2 - SERVICES &
EQUIPEMENTS",F&B,RESTAURANT,2_services_equipements_f_b_restaurant,boolean,0.0,d_recap_2_services_equipements_f_b_restaurant
ibis-styles-roissy-cdg,PARIS CDG,42,"2 - SERVICES &
EQUIPEMENTS",F&B,RESTAURANT,2_services_equipements_f_b_restaurant,boolean,1.0,d_recap_2_services_equipements_f_b_restaurant
novotel-megeve,MEGEVE,42,"2 - SERVICES &
EQUIPEMENTS",F&B,RESTAURANT,2_services_equipements_f_b_restaurant,boolean,1.0,d_recap_2_services_equipements_f_b_restaurant
novotel-paris-tour-eiffel,TOUR EIFFEL,42,"2 - SERVICES &
EQUIPEMENTS",F&B,RESTAURANT,2_services_equipements_f_b_restaurant,boolean,3.0,d_recap_2_services_equipements_f_b_restaurant
mercure-montmartre,MONTMARTRE,42,"2 - SERVICES &
EQUIPEMENTS",F&B,RESTAURANT,2_services_equipements_f_b_restaurant,boolean,1.0,d_recap_2_services_equipements_f_b_restaurant
mercure-boulogne,BOULOGNE,42,"2 - SERVICES &
EQUIPEMENTS",F&B,RESTAURANT,2_services_equipements_f_b_restaurant,boolean,2.0,d_recap_2_services_equipements_f_b_restaurant
ibis-budget-nice,NICE,43,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture_r43
ibis-budget-strasbourg,STRASBOURG,43,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture_r43
ibis-styles-roissy-cdg,PARIS CDG,43,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,18h-22h,d_recap_2_services_equipements_f_b_horaires_d_ouverture_r43
novotel-megeve,MEGEVE,43,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture_r43
novotel-paris-tour-eiffel,TOUR EIFFEL,43,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture_r43
mercure-montmartre,MONTMARTRE,43,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture_r43
mercure-boulogne,BOULOGNE,43,"2 - SERVICES &
EQUIPEMENTS",F&B,HORAIRES D'OUVERTURE,2_services_equipements_f_b_horaires_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_horaires_d_ouverture_r43
ibis-budget-nice,NICE,44,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture_r44
ibis-budget-strasbourg,STRASBOURG,44,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture_r44
ibis-styles-roissy-cdg,PARIS CDG,44,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,TOUS,d_recap_2_services_equipements_f_b_jours_d_ouverture_r44
novotel-megeve,MEGEVE,44,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture_r44
novotel-paris-tour-eiffel,TOUR EIFFEL,44,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture_r44
mercure-montmartre,MONTMARTRE,44,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture_r44
mercure-boulogne,BOULOGNE,44,"2 - SERVICES &
EQUIPEMENTS",F&B,JOURS D'OUVERTURE,2_services_equipements_f_b_jours_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_jours_d_ouverture_r44
ibis-budget-nice,NICE,45,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture_r45
ibis-budget-strasbourg,STRASBOURG,45,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture_r45
ibis-styles-roissy-cdg,PARIS CDG,45,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,TOUS,d_recap_2_services_equipements_f_b_mois_d_ouverture_r45
novotel-megeve,MEGEVE,45,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture_r45
novotel-paris-tour-eiffel,TOUR EIFFEL,45,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture_r45
mercure-montmartre,MONTMARTRE,45,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture_r45
mercure-boulogne,BOULOGNE,45,"2 - SERVICES &
EQUIPEMENTS",F&B,MOIS D'OUVERTURE,2_services_equipements_f_b_mois_d_ouverture,categorical,,d_recap_2_services_equipements_f_b_mois_d_ouverture_r45
ibis-budget-nice,NICE,46,"2 - SERVICES &
EQUIPEMENTS",F&B,ROOM-SERVICE,2_services_equipements_f_b_room_service,boolean,,d_recap_2_services_equipements_f_b_room_service
ibis-budget-strasbourg,STRASBOURG,46,"2 - SERVICES &
EQUIPEMENTS",F&B,ROOM-SERVICE,2_services_equipements_f_b_room_service,boolean,0,d_recap_2_services_equipements_f_b_room_service
ibis-styles-roissy-cdg,PARIS CDG,46,"2 - SERVICES &
EQUIPEMENTS",F&B,ROOM-SERVICE,2_services_equipements_f_b_room_service,boolean,0,d_recap_2_services_equipements_f_b_room_service
novotel-megeve,MEGEVE,46,"2 - SERVICES &
EQUIPEMENTS",F&B,ROOM-SERVICE,2_services_equipements_f_b_room_service,boolean,,d_recap_2_services_equipements_f_b_room_service
novotel-paris-tour-eiffel,TOUR EIFFEL,46,"2 - SERVICES &
EQUIPEMENTS",F&B,ROOM-SERVICE,2_services_equipements_f_b_room_service,boolean,,d_recap_2_services_equipements_f_b_room_service
mercure-montmartre,MONTMARTRE,46,"2 - SERVICES &
EQUIPEMENTS",F&B,ROOM-SERVICE,2_services_equipements_f_b_room_service,boolean,,d_recap_2_services_equipements_f_b_room_service
mercure-boulogne,BOULOGNE,46,"2 - SERVICES &
EQUIPEMENTS",F&B,ROOM-SERVICE,2_services_equipements_f_b_room_service,boolean,,d_recap_2_services_equipements_f_b_room_service
ibis-budget-nice,NICE,47,"2 - SERVICES &
EQUIPEMENTS",F&B,MINIBAR,2_services_equipements_f_b_minibar,boolean,,d_recap_2_services_equipements_f_b_minibar
ibis-budget-strasbourg,STRASBOURG,47,"2 - SERVICES &
EQUIPEMENTS",F&B,MINIBAR,2_services_equipements_f_b_minibar,boolean,1,d_recap_2_services_equipements_f_b_minibar
ibis-styles-roissy-cdg,PARIS CDG,47,"2 - SERVICES &
EQUIPEMENTS",F&B,MINIBAR,2_services_equipements_f_b_minibar,boolean,0,d_recap_2_services_equipements_f_b_minibar
novotel-megeve,MEGEVE,47,"2 - SERVICES &
EQUIPEMENTS",F&B,MINIBAR,2_services_equipements_f_b_minibar,boolean,,d_recap_2_services_equipements_f_b_minibar
novotel-paris-tour-eiffel,TOUR EIFFEL,47,"2 - SERVICES &
EQUIPEMENTS",F&B,MINIBAR,2_services_equipements_f_b_minibar,boolean,,d_recap_2_services_equipements_f_b_minibar
mercure-montmartre,MONTMARTRE,47,"2 - SERVICES &
EQUIPEMENTS",F&B,MINIBAR,2_services_equipements_f_b_minibar,boolean,,d_recap_2_services_equipements_f_b_minibar
mercure-boulogne,BOULOGNE,47,"2 - SERVICES &
EQUIPEMENTS",F&B,MINIBAR,2_services_equipements_f_b_minibar,boolean,,d_recap_2_services_equipements_f_b_minibar
ibis-budget-nice,NICE,48,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLES DE REUNION,2_services_equipements_non_f_b_salles_de_reunion,categorical,4.0,d_recap_2_services_equipements_non_f_b_salles_de_reunion
ibis-budget-strasbourg,STRASBOURG,48,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLES DE REUNION,2_services_equipements_non_f_b_salles_de_reunion,categorical,0.0,d_recap_2_services_equipements_non_f_b_salles_de_reunion
ibis-styles-roissy-cdg,PARIS CDG,48,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLES DE REUNION,2_services_equipements_non_f_b_salles_de_reunion,categorical,1.0,d_recap_2_services_equipements_non_f_b_salles_de_reunion
novotel-megeve,MEGEVE,48,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLES DE REUNION,2_services_equipements_non_f_b_salles_de_reunion,categorical,3.0,d_recap_2_services_equipements_non_f_b_salles_de_reunion
novotel-paris-tour-eiffel,TOUR EIFFEL,48,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLES DE REUNION,2_services_equipements_non_f_b_salles_de_reunion,categorical,36.0,d_recap_2_services_equipements_non_f_b_salles_de_reunion
mercure-montmartre,MONTMARTRE,48,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLES DE REUNION,2_services_equipements_non_f_b_salles_de_reunion,categorical,1.0,d_recap_2_services_equipements_non_f_b_salles_de_reunion
mercure-boulogne,BOULOGNE,48,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLES DE REUNION,2_services_equipements_non_f_b_salles_de_reunion,categorical,13.0,d_recap_2_services_equipements_non_f_b_salles_de_reunion
ibis-budget-nice,NICE,49,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLE DE SPORT,2_services_equipements_non_f_b_salle_de_sport,categorical,0.0,d_recap_2_services_equipements_non_f_b_salle_de_sport
ibis-budget-strasbourg,STRASBOURG,49,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLE DE SPORT,2_services_equipements_non_f_b_salle_de_sport,categorical,0.0,d_recap_2_services_equipements_non_f_b_salle_de_sport
ibis-styles-roissy-cdg,PARIS CDG,49,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLE DE SPORT,2_services_equipements_non_f_b_salle_de_sport,categorical,0.0,d_recap_2_services_equipements_non_f_b_salle_de_sport
novotel-megeve,MEGEVE,49,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLE DE SPORT,2_services_equipements_non_f_b_salle_de_sport,categorical,2.0,d_recap_2_services_equipements_non_f_b_salle_de_sport
novotel-paris-tour-eiffel,TOUR EIFFEL,49,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLE DE SPORT,2_services_equipements_non_f_b_salle_de_sport,categorical,1.0,d_recap_2_services_equipements_non_f_b_salle_de_sport
mercure-montmartre,MONTMARTRE,49,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLE DE SPORT,2_services_equipements_non_f_b_salle_de_sport,categorical,1.0,d_recap_2_services_equipements_non_f_b_salle_de_sport
mercure-boulogne,BOULOGNE,49,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SALLE DE SPORT,2_services_equipements_non_f_b_salle_de_sport,categorical,1.0,d_recap_2_services_equipements_non_f_b_salle_de_sport
ibis-budget-nice,NICE,50,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SPA,2_services_equipements_non_f_b_spa,boolean,0.0,d_recap_2_services_equipements_non_f_b_spa
ibis-budget-strasbourg,STRASBOURG,50,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SPA,2_services_equipements_non_f_b_spa,boolean,0.0,d_recap_2_services_equipements_non_f_b_spa
ibis-styles-roissy-cdg,PARIS CDG,50,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SPA,2_services_equipements_non_f_b_spa,boolean,0.0,d_recap_2_services_equipements_non_f_b_spa
novotel-megeve,MEGEVE,50,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SPA,2_services_equipements_non_f_b_spa,boolean,0.0,d_recap_2_services_equipements_non_f_b_spa
novotel-paris-tour-eiffel,TOUR EIFFEL,50,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SPA,2_services_equipements_non_f_b_spa,boolean,0.0,d_recap_2_services_equipements_non_f_b_spa
mercure-montmartre,MONTMARTRE,50,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SPA,2_services_equipements_non_f_b_spa,boolean,0.0,d_recap_2_services_equipements_non_f_b_spa
mercure-boulogne,BOULOGNE,50,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,SPA,2_services_equipements_non_f_b_spa,boolean,0.0,d_recap_2_services_equipements_non_f_b_spa
ibis-budget-nice,NICE,51,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,PISCINE,2_services_equipements_non_f_b_piscine,boolean,0.0,d_recap_2_services_equipements_non_f_b_piscine
ibis-budget-strasbourg,STRASBOURG,51,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,PISCINE,2_services_equipements_non_f_b_piscine,boolean,0.0,d_recap_2_services_equipements_non_f_b_piscine
ibis-styles-roissy-cdg,PARIS CDG,51,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,PISCINE,2_services_equipements_non_f_b_piscine,boolean,0.0,d_recap_2_services_equipements_non_f_b_piscine
novotel-megeve,MEGEVE,51,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,PISCINE,2_services_equipements_non_f_b_piscine,boolean,1.0,d_recap_2_services_equipements_non_f_b_piscine
novotel-paris-tour-eiffel,TOUR EIFFEL,51,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,PISCINE,2_services_equipements_non_f_b_piscine,boolean,1.0,d_recap_2_services_equipements_non_f_b_piscine
mercure-montmartre,MONTMARTRE,51,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,PISCINE,2_services_equipements_non_f_b_piscine,boolean,0.0,d_recap_2_services_equipements_non_f_b_piscine
mercure-boulogne,BOULOGNE,51,"2 - SERVICES &
EQUIPEMENTS",NON-F&B,PISCINE,2_services_equipements_non_f_b_piscine,boolean,1.0,d_recap_2_services_equipements_non_f_b_piscine
ibis-budget-nice,NICE,52,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,VITRINE RÉFRIGÉRÉE,2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree,boolean,1,d_recap_2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree
ibis-budget-strasbourg,STRASBOURG,52,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,VITRINE RÉFRIGÉRÉE,2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree
ibis-styles-roissy-cdg,PARIS CDG,52,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,VITRINE RÉFRIGÉRÉE,2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree
novotel-megeve,MEGEVE,52,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,VITRINE RÉFRIGÉRÉE,2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree
novotel-paris-tour-eiffel,TOUR EIFFEL,52,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,VITRINE RÉFRIGÉRÉE,2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree
mercure-montmartre,MONTMARTRE,52,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,VITRINE RÉFRIGÉRÉE,2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree,boolean,1,d_recap_2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree
mercure-boulogne,BOULOGNE,52,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,VITRINE RÉFRIGÉRÉE,2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree,boolean,1,d_recap_2_services_equipements_dispo_dans_le_lobby_vitrine_refrigeree
ibis-budget-nice,NICE,53,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,MICRO-ONDES,2_services_equipements_dispo_dans_le_lobby_micro_ondes,boolean,1,d_recap_2_services_equipements_dispo_dans_le_lobby_micro_ondes
ibis-budget-strasbourg,STRASBOURG,53,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,MICRO-ONDES,2_services_equipements_dispo_dans_le_lobby_micro_ondes,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_micro_ondes
ibis-styles-roissy-cdg,PARIS CDG,53,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,MICRO-ONDES,2_services_equipements_dispo_dans_le_lobby_micro_ondes,boolean,1,d_recap_2_services_equipements_dispo_dans_le_lobby_micro_ondes
novotel-megeve,MEGEVE,53,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,MICRO-ONDES,2_services_equipements_dispo_dans_le_lobby_micro_ondes,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_micro_ondes
novotel-paris-tour-eiffel,TOUR EIFFEL,53,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,MICRO-ONDES,2_services_equipements_dispo_dans_le_lobby_micro_ondes,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_micro_ondes
mercure-montmartre,MONTMARTRE,53,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,MICRO-ONDES,2_services_equipements_dispo_dans_le_lobby_micro_ondes,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_micro_ondes
mercure-boulogne,BOULOGNE,53,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,MICRO-ONDES,2_services_equipements_dispo_dans_le_lobby_micro_ondes,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_micro_ondes
ibis-budget-nice,NICE,54,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,FONTAINE À EAU,2_services_equipements_dispo_dans_le_lobby_fontaine_a_eau,boolean,1,d_recap_2_services_equipements_dispo_dans_le_lobby_fontaine_a_eau
ibis-budget-strasbourg,STRASBOURG,54,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,FONTAINE À EAU,2_services_equipements_dispo_dans_le_lobby_fontaine_a_eau,boolean,1,d_recap_2_services_equipements_dispo_dans_le_lobby_fontaine_a_eau
ibis-styles-roissy-cdg,PARIS CDG,54,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,FONTAINE À EAU,2_services_equipements_dispo_dans_le_lobby_fontaine_a_eau,boolean,1,d_recap_2_services_equipements_dispo_dans_le_lobby_fontaine_a_eau
novotel-megeve,MEGEVE,54,"2 - SERVICES &
EQUIPEMENTS",DISPO DANS LE LOBBY,FONTAINE À EAU,2_services_equipements_dispo_dans_le_lobby_fontaine_a_eau,boolean,0,d_recap_2_services_equipements_dispo_dans_le_lobby_fontaine_a_eau
