hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,url_hotel,source_query,hotel_name_norm,city_norm,match_type
B9Z7,B9Z7,greet Hotel Colmar,GRE,GREET,COLMAR,France,https://all.accor.com/hotel/B9Z7/index.fr.shtml,france,GREET HOTEL COLMAR,COLMAR,missing
0858,858,ibis Saint-Nazaire Trignac,IBH,IBIS,TRIGNAC,France,https://all.accor.com/hotel/0858/index.fr.shtml,france,IBIS SAINT NAZAIRE TRIGNAC,TRIGNAC,missing
C342,C342,greet hotel Saint Nazaire Trignac,GRE,GREET,TRIGNAC,France,https://all.accor.com/hotel/C342/index.fr.shtml,france,GREET HOTEL SAINT NAZAIRE TRIGNAC,TRIGNAC,missing
B8A5,B8A5,ibis budget Saint Nazaire Centre Gare,IBB,IBIS BUDGET,SAINT NAZAIRE,France,https://all.accor.com/hotel/B8A5/index.fr.shtml,france,IBIS BUDGET SAINT NAZAIRE CENTRE GARE,SAINT NAZAIRE,missing
B899,B899,ibis Styles Saint Nazaire Centre Gare,IBS,IBIS STYLES,SAINT NAZAIRE,France,https://all.accor.com/hotel/B899/index.fr.shtml,france,IBIS STYLES SAINT NAZAIRE CENTRE GARE,SAINT NAZAIRE,missing
C098,C098,ibis budget Loudéac Vélodrome,IBB,IBIS BUDGET,LOUDEAC,France,https://all.accor.com/hotel/C098/index.fr.shtml,france,IBIS BUDGET LOUDEAC VELODROME,LOUDEAC,missing
0816,816,ibis Égletons,IBH,IBIS,EGLETONS,France,https://all.accor.com/hotel/0816/index.fr.shtml,france,IBIS EGLETONS,EGLETONS,missing
0779,779,ibis Lyon Nord,IBH,IBIS,DARDILLY,France,https://all.accor.com/hotel/0779/index.fr.shtml,france,IBIS LYON NORD,DARDILLY,missing
0345,345,Hôtel Mercure Lyon Charbonnières,MER,MERCURE,CHARBONNIERES LES BAINS,France,https://all.accor.com/hotel/0345/index.fr.shtml,france,HOTEL MERCURE LYON CHARBONNIERES,CHARBONNIERES LES BAINS,missing
B8P6,B8P6,Aparthotel Adagio Access Saint-Nazaire,ADA,ADAGIO ACCESS,SAINT NAZAIRE,France,https://all.accor.com/hotel/B8P6/index.fr.shtml,france,APARTHOTEL ADAGIO ACCESS SAINT NAZAIRE,SAINT NAZAIRE,missing
0397,397,ibis Styles Angoulême Nord,IBS,IBIS STYLES,CHAMPNIERS,France,https://all.accor.com/hotel/0397/index.fr.shtml,france,IBIS STYLES ANGOULEME NORD,CHAMPNIERS,missing
A069,A069,ibis Styles Mulhouse Centre Gare,IBS,IBIS STYLES,MULHOUSE,France,https://all.accor.com/hotel/A069/index.fr.shtml,france,IBIS STYLES MULHOUSE CENTRE GARE,MULHOUSE,missing
A063,A063,ibis budget Mulhouse Centre Gare,IBB,IBIS BUDGET,MULHOUSE,France,https://all.accor.com/hotel/A063/index.fr.shtml,france,IBIS BUDGET MULHOUSE CENTRE GARE,MULHOUSE,missing
B9R3,B9R3,TRIBE Lyon Croix Rousse,TRI,TRIBE,CALUIRE ET CUIRE,France,https://all.accor.com/hotel/B9R3/index.fr.shtml,france,TRIBE LYON CROIX ROUSSE,CALUIRE ET CUIRE,missing
B3A6,B3A6,ibis Styles Lyon Croix Rousse,IBS,IBIS STYLES,LYON,France,https://all.accor.com/hotel/B3A6/index.fr.shtml,france,IBIS STYLES LYON CROIX ROUSSE,LYON,missing
C3P7,C3P7,ibis Styles Lyon Gorge de Loup Saphir,IBS,IBIS STYLES,LYON,France,https://all.accor.com/hotel/C3P7/index.fr.shtml,france,IBIS STYLES LYON GORGE DE LOUP SAPHIR,LYON,missing
C1U0,C1U0,Hôtel Fort St Laurent Lyon - Handwritten Collection,SOU,SOU,LYON,France,https://all.accor.com/hotel/C1U0/index.fr.shtml,france,HOTEL FORT ST LAURENT LYON HANDWRITTEN COLLECTION,LYON,missing
0627,627,ibis Mulhouse Île Napoléon,IBH,IBIS,SAUSHEIM,France,https://all.accor.com/hotel/0627/index.fr.shtml,france,IBIS MULHOUSE ILE NAPOLEON,SAUSHEIM,missing
0452,452,Novotel Mulhouse Bâle Fribourg,NOV,NOVOTEL,SAUSHEIM,France,https://all.accor.com/hotel/0452/index.fr.shtml,france,NOVOTEL MULHOUSE BALE FRIBOURG,SAUSHEIM,missing
0740,740,ibis Lyon Est Beynost A42,IBH,IBIS,BEYNOST,France,https://all.accor.com/hotel/0740/index.fr.shtml,france,IBIS LYON EST BEYNOST A42,BEYNOST,missing
B523,B523,ibis budget Lyon Est Beynost,IBB,IBIS BUDGET,BEYNOST,France,https://all.accor.com/hotel/B523/index.fr.shtml,france,IBIS BUDGET LYON EST BEYNOST,BEYNOST,missing
0553,553,Sofitel Lyon Bellecour,SOF,SOFITEL,LYON,France,https://all.accor.com/hotel/0553/index.fr.shtml,france,SOFITEL LYON BELLECOUR,LYON,missing
C3P0,C3P0,ibis Styles Angoulême Centre,IBS,IBIS STYLES,ANGOULEME,France,https://all.accor.com/hotel/C3P0/index.fr.shtml,france,IBIS STYLES ANGOULEME CENTRE,ANGOULEME,missing
B918,B918,greet hôtel Angoulême Ouest,GRE,GREET,SAINT YRIEIX SUR CHARENTE,France,https://all.accor.com/hotel/B918/index.fr.shtml,france,GREET HOTEL ANGOULEME OUEST,SAINT YRIEIX SUR CHARENTE,missing
C177,C177,Pullman Lyon,PUL,PULLMAN,LYON,France,https://all.accor.com/hotel/C177/index.fr.shtml,france,PULLMAN LYON,LYON,missing
B6G4,B6G4,greet hotel Lyon Confluence,GRE,GREET,LYON,France,https://all.accor.com/hotel/B6G4/index.fr.shtml,france,GREET HOTEL LYON CONFLUENCE,LYON,missing
B903,B903,Aparthotel Adagio Lyon Patio Confluence,ADG,ADAGIO,LYON,France,https://all.accor.com/hotel/B903/index.fr.shtml,france,APARTHOTEL ADAGIO LYON PATIO CONFLUENCE,LYON,missing
0618,618,ibis Lyon Gare La Part-Dieu,IBH,IBIS,LYON,France,https://all.accor.com/hotel/0618/index.fr.shtml,france,IBIS LYON GARE LA PART DIEU,LYON,missing
C176,C176,Aparthotel Adagio Access Lyon Centre Université,ADA,ADAGIO ACCESS,LYON,France,https://all.accor.com/hotel/C176/index.fr.shtml,france,APARTHOTEL ADAGIO ACCESS LYON CENTRE UNIVERSITE,LYON,missing
C5L3,C5L3,Keystone Hotel & Spa Lyon - Handwritten Collection,SOU,SOU,LYON,France,https://all.accor.com/hotel/C5L3/index.fr.shtml,france,KEYSTONE HOTEL SPA LYON HANDWRITTEN COLLECTION,LYON,missing
0786,786,ibis Lyon Centre,IBH,IBIS,LYON,France,https://all.accor.com/hotel/0786/index.fr.shtml,france,IBIS LYON CENTRE,LYON,missing
B3B2,B3B2,hotelF1 Strasbourg La Vigie,HOF,HOTELF1,OSTWALD,France,https://all.accor.com/hotel/B3B2/index.fr.shtml,france,HOTELF1 STRASBOURG LA VIGIE,OSTWALD,missing
0778,778,ibis Styles Lyon Gerland,IBS,IBIS STYLES,LYON,France,https://all.accor.com/hotel/0778/index.fr.shtml,france,IBIS STYLES LYON GERLAND,LYON,missing
0736,736,Novotel Lyon Gerland Musée des Confluences,NOV,NOVOTEL,LYON,France,https://all.accor.com/hotel/0736/index.fr.shtml,france,NOVOTEL LYON GERLAND MUSEE DES CONFLUENCES,LYON,missing
0369,369,Hôtel Mercure Strasbourg Aéroport,MER,MERCURE,OSTWALD,France,https://all.accor.com/hotel/0369/index.fr.shtml,france,HOTEL MERCURE STRASBOURG AEROPORT,OSTWALD,missing
0477,477,ibis Lyon Gerland Rue Mérieux,IBH,IBIS,LYON,France,https://all.accor.com/hotel/0477/index.fr.shtml,france,IBIS LYON GERLAND RUE MERIEUX,LYON,missing
A0D8,A0D8,ibis Lyon Carré de Soie,IBH,IBIS,VAULX EN VELIN,France,https://all.accor.com/hotel/A0D8/index.fr.shtml,france,IBIS LYON CARRE DE SOIE,VAULX EN VELIN,missing
C175,C175,ibis budget La Rochelle Puilboreau,IBB,IBIS BUDGET,PUILBOREAU,France,https://all.accor.com/hotel/C175/index.fr.shtml,france,IBIS BUDGET LA ROCHELLE PUILBOREAU,PUILBOREAU,missing
0617,617,ibis Lyon Est Bron,IBH,IBIS,BRON,France,https://all.accor.com/hotel/0617/index.fr.shtml,france,IBIS LYON EST BRON,BRON,missing
B940,B940,ibis Lyon Sud Oullins,IBH,IBIS,OULLINS,France,https://all.accor.com/hotel/B940/index.fr.shtml,france,IBIS LYON SUD OULLINS,OULLINS,missing
2255,2255,hotelF1 Lyon Sud Oullins,HOF,HOTELF1,OULLINS,France,https://all.accor.com/hotel/2255/index.fr.shtml,france,HOTELF1 LYON SUD OULLINS,OULLINS,missing
0943,943,ibis Strasbourg Centre Petite France,IBH,IBIS,STRASBOURG,France,https://all.accor.com/hotel/0943/index.fr.shtml,france,IBIS STRASBOURG CENTRE PETITE FRANCE,STRASBOURG,missing
1813,1813,Hôtel Mercure Strasbourg Centre Petite France,MER,MERCURE,STRASBOURG,France,https://all.accor.com/hotel/1813/index.fr.shtml,france,HOTEL MERCURE STRASBOURG CENTRE PETITE FRANCE,STRASBOURG,missing
B440,B440,ibis Styles Lyon Meyzieu Arena Stadium,IBS,IBIS STYLES,MEYZIEU,France,https://all.accor.com/hotel/B440/index.fr.shtml,france,IBIS STYLES LYON MEYZIEU ARENA STADIUM,MEYZIEU,missing
0439,439,Novotel Strasbourg Centre Halles,NOV,NOVOTEL,STRASBOURG,France,https://all.accor.com/hotel/0439/index.fr.shtml,france,NOVOTEL STRASBOURG CENTRE HALLES,STRASBOURG,missing
0640,640,ibis Strasbourg Centre Halles,IBH,IBIS,STRASBOURG,France,https://all.accor.com/hotel/0640/index.fr.shtml,france,IBIS STRASBOURG CENTRE HALLES,STRASBOURG,missing
0568,568,Sofitel Strasbourg Grande Île,SOF,SOFITEL,STRASBOURG,France,https://all.accor.com/hotel/0568/index.fr.shtml,france,SOFITEL STRASBOURG GRANDE ILE,STRASBOURG,missing
C0H9,C0H9,ibis Styles Strasbourg Centre République,IBS,IBIS STYLES,STRASBOURG,France,https://all.accor.com/hotel/C0H9/index.fr.shtml,france,IBIS STYLES STRASBOURG CENTRE REPUBLIQUE,STRASBOURG,missing
B6A3,B6A3,ibis budget Strasbourg Centre Republique,IBB,IBIS BUDGET,STRASBOURG,France,https://all.accor.com/hotel/B6A3/index.fr.shtml,france,IBIS BUDGET STRASBOURG CENTRE REPUBLIQUE,STRASBOURG,missing
C0F8,C0F8,ibis Styles Strasbourg Nord Palais des Congrès,IBS,IBIS STYLES,SCHILTIGHEIM,France,https://all.accor.com/hotel/C0F8/index.fr.shtml,france,IBIS STYLES STRASBOURG NORD PALAIS DES CONGRES,SCHILTIGHEIM,missing
C5L4,C5L4,ibis Styles Lyon Sud Brignais,IBS,IBIS STYLES,BRIGNAIS,France,https://all.accor.com/hotel/C5L4/index.fr.shtml,france,IBIS STYLES LYON SUD BRIGNAIS,BRIGNAIS,missing
C078,C078,ibis Lyon Est Meyzieu,IBH,IBIS,JONAGE,France,https://all.accor.com/hotel/C078/index.fr.shtml,france,IBIS LYON EST MEYZIEU,JONAGE,missing
B8C7,B8C7,ibis Styles La Rochelle Centre Gare,IBS,IBIS STYLES,LA ROCHELLE,France,https://all.accor.com/hotel/B8C7/index.fr.shtml,france,IBIS STYLES LA ROCHELLE CENTRE GARE,LA ROCHELLE,missing
B8C4,B8C4,ibis budget La Rochelle Centre Gare,IBB,IBIS BUDGET,LA ROCHELLE,France,https://all.accor.com/hotel/B8C4/index.fr.shtml,france,IBIS BUDGET LA ROCHELLE CENTRE GARE,LA ROCHELLE,missing
C1U7,C1U7,Domaine du Liziec Vannes - MGallery Collection,MGA,MGALLERY,VANNES,France,https://all.accor.com/hotel/C1U7/index.fr.shtml,france,DOMAINE DU LIZIEC VANNES MGALLERY COLLECTION,VANNES,missing
B2R0,B2R0,ibis Styles Lyon Bron Eurexpo,IBS,IBIS STYLES,BRON,France,https://all.accor.com/hotel/B2R0/index.fr.shtml,france,IBIS STYLES LYON BRON EUREXPO,BRON,missing
0436,436,Novotel Lyon Bron Meeting & Events,NOV,NOVOTEL,BRON,France,https://all.accor.com/hotel/0436/index.fr.shtml,france,NOVOTEL LYON BRON MEETING EVENTS,BRON,missing
0638,638,Ibis La Rochelle Centre Vieux Port,IBH,IBIS,LA ROCHELLE,France,https://all.accor.com/hotel/0638/index.fr.shtml,france,IBIS LA ROCHELLE CENTRE VIEUX PORT,LA ROCHELLE,missing
0965,965,Novotel La Rochelle Centre,NOV,NOVOTEL,LA ROCHELLE,France,https://all.accor.com/hotel/0965/index.fr.shtml,france,NOVOTEL LA ROCHELLE CENTRE,LA ROCHELLE,missing
0914,914,Ibis Styles La Rochelle Centre Vieux Port,IBS,IBIS STYLES,LA ROCHELLE,France,https://all.accor.com/hotel/0914/index.fr.shtml,france,IBIS STYLES LA ROCHELLE CENTRE VIEUX PORT,LA ROCHELLE,missing
0569,569,Hôtel Mercure La Rochelle Vieux-Port,MER,MERCURE,LA ROCHELLE,France,https://all.accor.com/hotel/0569/index.fr.shtml,france,HOTEL MERCURE LA ROCHELLE VIEUX PORT,LA ROCHELLE,missing
C4F8,C4F8,ibis budget La Rochelle Centre les Minimes,IBB,IBIS BUDGET,LA ROCHELLE,France,https://all.accor.com/hotel/C4F8/index.fr.shtml,france,IBIS BUDGET LA ROCHELLE CENTRE LES MINIMES,LA ROCHELLE,missing
C3X3,C3X3,ibis Styles La Rochelle Centre les Minimes,IBS,IBIS STYLES,LA ROCHELLE,France,https://all.accor.com/hotel/C3X3/index.fr.shtml,france,IBIS STYLES LA ROCHELLE CENTRE LES MINIMES,LA ROCHELLE,missing
2248,2248,hotelF1 Strasbourg Pont de l'Europe,HOF,HOTELF1,STRASBOURG,France,https://all.accor.com/hotel/2248/index.fr.shtml,france,HOTELF1 STRASBOURG PONT DE L EUROPE,STRASBOURG,missing
B0M9,B0M9,Hôtel Mercure Lyon Genas Eurexpo,MER,MERCURE,GENAS,France,https://all.accor.com/hotel/B0M9/index.fr.shtml,france,HOTEL MERCURE LYON GENAS EUREXPO,GENAS,missing
A9U8,A9U8,ibis budget Saint-Genis-Pouilly Genève,IBB,IBIS BUDGET,SAINT GENIS POUILLY,France,https://all.accor.com/hotel/A9U8/index.fr.shtml,france,IBIS BUDGET SAINT GENIS POUILLY GENEVE,SAINT GENIS POUILLY,missing
0650,650,ibis Vannes,IBH,IBIS,VANNES,France,https://all.accor.com/hotel/0650/index.fr.shtml,france,IBIS VANNES,VANNES,missing
C565,C565,ibis Styles Vannes Porte du Golfe,IBS,IBIS STYLES,VANNES,France,https://all.accor.com/hotel/C565/index.fr.shtml,france,IBIS STYLES VANNES PORTE DU GOLFE,VANNES,missing
C2F6,C2F6,greet Hôtel Prévessin Genève Aéroport,GRE,GREET,PREVESSIN-GENEVE,France,https://all.accor.com/hotel/C2F6/index.fr.shtml,france,GREET HOTEL PREVESSIN GENEVE AEROPORT,PREVESSIN GENEVE,missing
C2F5,C2F5,ibis Styles Prévessin Genève Aéroport,IBS,IBIS STYLES,PREVESSIN-MOENS,France,https://all.accor.com/hotel/C2F5/index.fr.shtml,france,IBIS STYLES PREVESSIN GENEVE AEROPORT,PREVESSIN MOENS,missing
B795,B795,Aparthotel Adagio & Spa Vannes,ADG,ADAGIO,PLESCOP,France,https://all.accor.com/hotel/B795/index.fr.shtml,france,APARTHOTEL ADAGIO SPA VANNES,PLESCOP,missing
C421,C421,ibis Budget Guingamp - Coeur de Bretagne (Septembre 2026),IBB,IBIS BUDGET,PLOUMAGOAR,France,https://all.accor.com/hotel/C421/index.fr.shtml,france,IBIS BUDGET GUINGAMP COEUR DE BRETAGNE SEPTEMBRE 2026,PLOUMAGOAR,missing
B428,B428,ibis Budget Cognac,IBB,IBIS BUDGET,COGNAC CHATEAUBERNARD,France,https://all.accor.com/hotel/B428/index.fr.shtml,france,IBIS BUDGET COGNAC,COGNAC CHATEAUBERNARD,missing
B524,B524,ibis Styles Bâle-Mulhouse Aéroport,IBS,IBIS STYLES,BLOTZHEIM,France,https://all.accor.com/hotel/B524/index.fr.shtml,france,IBIS STYLES BALE MULHOUSE AEROPORT,BLOTZHEIM,missing
B7A8,B7A8,Mercure Bale Mulhouse Aeroport,MER,MERCURE,BLOTZHEIM,France,https://all.accor.com/hotel/B7A8/index.fr.shtml,france,MERCURE BALE MULHOUSE AEROPORT,BLOTZHEIM,missing
B7M5,B7M5,Aparthotel Adagio Bâle Mulhouse Aéroport,ADG,ADAGIO,BLOTZHEIM,France,https://all.accor.com/hotel/B7M5/index.fr.shtml,france,APARTHOTEL ADAGIO BALE MULHOUSE AEROPORT,BLOTZHEIM,missing
1108,1108,ibis Cognac Centre,IBH,IBIS,COGNAC,France,https://all.accor.com/hotel/1108/index.fr.shtml,france,IBIS COGNAC CENTRE,COGNAC,missing
0801,801,ibis Saint-Étienne - La Terrasse,IBH,IBIS,SAINT ETIENNE,France,https://all.accor.com/hotel/0801/index.fr.shtml,france,IBIS SAINT ETIENNE LA TERRASSE,SAINT ETIENNE,missing
B2Q7,B2Q7,Mercure Rochefort La Corderie Royale,MER,MERCURE,ROCHEFORT,France,https://all.accor.com/hotel/B2Q7/index.fr.shtml,france,MERCURE ROCHEFORT LA CORDERIE ROYALE,ROCHEFORT,missing
0349,349,ibis Styles Lyon Sud Vienne,IBS,IBIS STYLES,CHASSE SUR RHONE,France,https://all.accor.com/hotel/0349/index.fr.shtml,france,IBIS STYLES LYON SUD VIENNE,CHASSE SUR RHONE,missing
B2Q4,B2Q4,Novotel Saint-Étienne Centre Gare Châteaucreux,NOV,NOVOTEL,SAINT ETIENNE,France,https://all.accor.com/hotel/B2Q4/index.fr.shtml,france,NOVOTEL SAINT ETIENNE CENTRE GARE CHATEAUCREUX,SAINT ETIENNE,missing
B2Q6,B2Q6,ibis budget Saint-Étienne Centre Gare Châteaucreux,IBB,IBIS BUDGET,SAINT ETIENNE,France,https://all.accor.com/hotel/B2Q6/index.fr.shtml,france,IBIS BUDGET SAINT ETIENNE CENTRE GARE CHATEAUCREUX,SAINT ETIENNE,missing
0750,750,ibis Saintes,IBH,IBIS,SAINTES,France,https://all.accor.com/hotel/0750/index.fr.shtml,france,IBIS SAINTES,SAINTES,missing
7269,7269,ibis budget Lyon Est Saint Quentin Fallavier,IBB,IBIS BUDGET,SAINT QUENTIN FALLAVIER,France,https://all.accor.com/hotel/7269/index.fr.shtml,france,IBIS BUDGET LYON EST SAINT QUENTIN FALLAVIER,SAINT QUENTIN FALLAVIER,missing
0927,927,ibis Thonon Centre,IBH,IBIS,THONON LES BAINS,France,https://all.accor.com/hotel/0927/index.fr.shtml,france,IBIS THONON CENTRE,THONON LES BAINS,missing
B5X9,B5X9,ibis Styles Thonon Les Bains,IBS,IBIS STYLES,THONON LES BAINS,France,https://all.accor.com/hotel/B5X9/index.fr.shtml,france,IBIS STYLES THONON LES BAINS,THONON LES BAINS,missing
6232,6232,ibis Annemasse,IBH,IBIS,AMBILLY,France,https://all.accor.com/hotel/6232/index.fr.shtml,france,IBIS ANNEMASSE,AMBILLY,missing
B442,B442,Novotel Annemasse Centre - Porte de Genève,NOV,NOVOTEL,ANNEMASSE,France,https://all.accor.com/hotel/B442/index.fr.shtml,france,NOVOTEL ANNEMASSE CENTRE PORTE DE GENEVE,ANNEMASSE,missing
0814,814,ibis Brive Centre,IBH,IBIS,BRIVE,France,https://all.accor.com/hotel/0814/index.fr.shtml,france,IBIS BRIVE CENTRE,BRIVE,missing
0358,358,Hôtel Mercure Brive,MER,MERCURE,USSAC,France,https://all.accor.com/hotel/0358/index.fr.shtml,france,HOTEL MERCURE BRIVE,USSAC,missing
0343,343,Hôtel Mercure Annemasse Porte de Genève,MER,MERCURE,GAILLARD,France,https://all.accor.com/hotel/0343/index.fr.shtml,france,HOTEL MERCURE ANNEMASSE PORTE DE GENEVE,GAILLARD,missing
B3A9,B3A9,hotelF1 Lyon Bourgoin-Jallieu,HOF,HOTELF1,LISLE D ABEAU,France,https://all.accor.com/hotel/B3A9/index.fr.shtml,france,HOTELF1 LYON BOURGOIN JALLIEU,LISLE D ABEAU,missing
B742,B742,ibis Bourgoin Jallieu Medipole,IBH,IBIS,BOURGOIN JALLIEU,France,https://all.accor.com/hotel/B742/index.fr.shtml,france,IBIS BOURGOIN JALLIEU MEDIPOLE,BOURGOIN JALLIEU,missing
B7N0,B7N0,ibis budget Nangy Annemasse,IBB,IBIS BUDGET,NANGY,France,https://all.accor.com/hotel/B7N0/index.fr.shtml,france,IBIS BUDGET NANGY ANNEMASSE,NANGY,missing
B3B5,B3B5,ibis budget Bourgoin Jallieu Centre,IBB,IBIS BUDGET,BOURGOIN JALLIEU,France,https://all.accor.com/hotel/B3B5/index.fr.shtml,france,IBIS BUDGET BOURGOIN JALLIEU CENTRE,BOURGOIN JALLIEU,missing
B668,B668,Ibis Budget Perigueux Boulazac,IBB,IBIS BUDGET,BOULAZAC,France,https://all.accor.com/hotel/B668/index.fr.shtml,france,IBIS BUDGET PERIGUEUX BOULAZAC,BOULAZAC,missing
0636,636,ibis Périgueux Centre,IBH,IBIS,PERIGUEUX,France,https://all.accor.com/hotel/0636/index.fr.shtml,france,IBIS PERIGUEUX CENTRE,PERIGUEUX,missing
B1H7,B1H7,ibis budget Annecy Poisy,IBB,IBIS BUDGET,POISY,France,https://all.accor.com/hotel/B1H7/index.fr.shtml,france,IBIS BUDGET ANNECY POISY,POISY,missing
C3J4,C3J4,Bel Hôtel Oléron Thalasso & Spa - MGallery Collection,MGA,MGALLERY,SAINT TROJAN LES BAINS,France,https://all.accor.com/hotel/C3J4/index.fr.shtml,france,BEL HOTEL OLERON THALASSO SPA MGALLERY COLLECTION,SAINT TROJAN LES BAINS,missing
0909,909,Mercure Quiberon Hotel and Spa,MER,MERCURE,QUIBERON,France,https://all.accor.com/hotel/0909/index.fr.shtml,france,MERCURE QUIBERON HOTEL AND SPA,QUIBERON,missing
0557,557,Sofitel Quiberon Thalassa sea & spa,SOF,SOFITEL,QUIBERON,France,https://all.accor.com/hotel/0557/index.fr.shtml,france,SOFITEL QUIBERON THALASSA SEA SPA,QUIBERON,missing
B6I9,B6I9,ibis Annecy Cran Gevrier,IBH,IBIS,ANNECY,France,https://all.accor.com/hotel/B6I9/index.fr.shtml,france,IBIS ANNECY CRAN GEVRIER,ANNECY,missing
C4Q9,C4Q9,ibis Styles Annecy Le Vieux,IBS,IBIS STYLES,ANNECY,France,https://all.accor.com/hotel/C4Q9/index.fr.shtml,france,IBIS STYLES ANNECY LE VIEUX,ANNECY,missing
0538,538,ibis Annecy Centre Vieille Ville,IBH,IBIS,ANNECY,France,https://all.accor.com/hotel/0538/index.fr.shtml,france,IBIS ANNECY CENTRE VIEILLE VILLE,ANNECY,missing
C013,C013,Le Splendid Hotel Lac d'Annecy - Handwritten Collection,SOU,SOU,ANNECY,France,https://all.accor.com/hotel/C013/index.fr.shtml,france,LE SPLENDID HOTEL LAC D ANNECY HANDWRITTEN COLLECTION,ANNECY,missing
0340,340,Hôtel Mercure Annecy Sud,MER,MERCURE,SEYNOD,France,https://all.accor.com/hotel/0340/index.fr.shtml,france,HOTEL MERCURE ANNECY SUD,SEYNOD,missing
0434,434,ibis Styles Lorient Caudan,IBS,IBIS STYLES,CAUDAN,France,https://all.accor.com/hotel/0434/index.fr.shtml,france,IBIS STYLES LORIENT CAUDAN,CAUDAN,missing
0616,616,Ibis Lorient-Caudan,IBH,IBIS,CAUDAN,France,https://all.accor.com/hotel/0616/index.fr.shtml,france,IBIS LORIENT CAUDAN,CAUDAN,missing
0972,972,ibis Le Puy-en-Velay Centre,IBH,IBIS,LE PUY EN VELAY,France,https://all.accor.com/hotel/0972/index.fr.shtml,france,IBIS LE PUY EN VELAY CENTRE,LE PUY EN VELAY,missing
0873,873,Hôtel Mercure Lorient Centre,MER,MERCURE,LORIENT,France,https://all.accor.com/hotel/0873/index.fr.shtml,france,HOTEL MERCURE LORIENT CENTRE,LORIENT,missing
0725,725,ibis Lyon Sud Saint-Rambert-d'Albon,IBH,IBIS,SAINT RAMBERT D ALBON,France,https://all.accor.com/hotel/0725/index.fr.shtml,france,IBIS LYON SUD SAINT RAMBERT D ALBON,SAINT RAMBERT D ALBON,missing
C518,C518,Domaine des Grands Sables île Groix - Handwritten Collection,SOU,SOU,GROIX,France,https://all.accor.com/hotel/C518/index.fr.shtml,france,DOMAINE DES GRANDS SABLES ILE GROIX HANDWRITTEN COLLECTION,GROIX,missing
0609,609,ibis Chambéry,IBH,IBIS,CHAMBERY,France,https://all.accor.com/hotel/0609/index.fr.shtml,france,IBIS CHAMBERY,CHAMBERY,missing
B5Y0,B5Y0,ibis Styles Morlaix,IBS,IBIS STYLES,MORLAIX,France,https://all.accor.com/hotel/B5Y0/index.fr.shtml,france,IBIS STYLES MORLAIX,MORLAIX,missing
C0M6,C0M6,ibis budget Morlaix,IBB,IBIS BUDGET,MORLAIX,France,https://all.accor.com/hotel/C0M6/index.fr.shtml,france,IBIS BUDGET MORLAIX,MORLAIX,missing
B2Q5,B2Q5,ibis Styles Sallanches Pays du Mont-Blanc,IBS,IBIS STYLES,SALLANCHES,France,https://all.accor.com/hotel/B2Q5/index.fr.shtml,france,IBIS STYLES SALLANCHES PAYS DU MONT BLANC,SALLANCHES,missing
0639,639,ibis Sallanches Porte du Mont-Blanc,IBH,IBIS,SALLANCHES,France,https://all.accor.com/hotel/0639/index.fr.shtml,france,IBIS SALLANCHES PORTE DU MONT BLANC,SALLANCHES,missing
B5I0,B5I0,Novotel Megève Mont-Blanc,NOV,NOVOTEL,MEGEVE,France,https://all.accor.com/hotel/B5I0/index.fr.shtml,france,NOVOTEL MEGEVE MONT BLANC,MEGEVE,missing
B535,B535,Hôtel Mercure Roscoff Bord de Mer,MER,MERCURE,ROSCOFF,France,https://all.accor.com/hotel/B535/index.fr.shtml,france,HOTEL MERCURE ROSCOFF BORD DE MER,ROSCOFF,missing
B9F3,B9F3,Le Saint Gervais Hotel & Spa - Handwritten Collection,SOU,SOU,SAINT GERVAIS LES BAINS,France,https://all.accor.com/hotel/B9F3/index.fr.shtml,france,LE SAINT GERVAIS HOTEL SPA HANDWRITTEN COLLECTION,SAINT GERVAIS LES BAINS,missing
B808,B808,ibis Styles Albertville,IBS,IBIS STYLES,ALBERTVILLE,France,https://all.accor.com/hotel/B808/index.fr.shtml,france,IBIS STYLES ALBERTVILLE,ALBERTVILLE,missing
0423,423,Novotel Grenoble Nord Voreppe,NOV,NOVOTEL,VOREPPE,France,https://all.accor.com/hotel/0423/index.fr.shtml,france,NOVOTEL GRENOBLE NORD VOREPPE,VOREPPE,missing
B9P8,B9P8,ibis Styles Les Houches Chamonix,IBS,IBIS STYLES,LES HOUCHES,France,https://all.accor.com/hotel/B9P8/index.fr.shtml,france,IBIS STYLES LES HOUCHES CHAMONIX,LES HOUCHES,missing
5695,5695,ibis budget Bergerac,IBB,IBIS BUDGET,BERGERAC,France,https://all.accor.com/hotel/5695/index.fr.shtml,france,IBIS BUDGET BERGERAC,BERGERAC,missing
B5V9,B5V9,Hôtel Mercure Figeac Viguier du Roy,MER,MERCURE,FIGEAC,France,https://all.accor.com/hotel/B5V9/index.fr.shtml,france,HOTEL MERCURE FIGEAC VIGUIER DU ROY,FIGEAC,missing
C4X8,C4X8,ibis budget Valence Nord Plateau des Couleures,IBB,IBIS BUDGET,SAINT MARCEL LES VALENCE,France,https://all.accor.com/hotel/C4X8/index.fr.shtml,france,IBIS BUDGET VALENCE NORD PLATEAU DES COULEURES,SAINT MARCEL LES VALENCE,missing
