hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,url_hotel,source_query,hotel_name_norm,city_norm,match_type
C5J7,C5J7,Aparthotel Adagio Access Lille Villeneuve-d'Ascq,ADA,ADAGIO ACCESS,VILLENEUVE D ASCQ,France,https://all.accor.com/hotel/C5J7/index.fr.shtml,france,APARTHOTEL ADAGIO ACCESS LILLE VILLENEUVE D ASCQ,VILLENEUVE D ASCQ,missing
1788,1788,Hôtel Mercure Tours Sud,MER,MERCURE,JOUE LES TOURS,France,https://all.accor.com/hotel/1788/index.fr.shtml,france,HOTEL MERCURE TOURS SUD,JOUE LES TOURS,missing
0723,723,ibis Saint-Omer Centre,IBH,IBIS,SAINT OMER,France,https://all.accor.com/hotel/0723/index.fr.shtml,france,IBIS SAINT OMER CENTRE,SAINT OMER,missing
B561,B561,Mercure Saint-Omer Centre Gare,MER,MERCURE,SAINT OMER,France,https://all.accor.com/hotel/B561/index.fr.shtml,france,MERCURE SAINT OMER CENTRE GARE,SAINT OMER,missing
0947,947,ibis Nevers,IBH,IBIS,NEVERS,France,https://all.accor.com/hotel/0947/index.fr.shtml,france,IBIS NEVERS,NEVERS,missing
B8Q6,B8Q6,ibis Styles Lille Neuville en Ferrain,IBS,IBIS STYLES,NEUVILLE EN FERRAIN,France,https://all.accor.com/hotel/B8Q6/index.fr.shtml,france,IBIS STYLES LILLE NEUVILLE EN FERRAIN,NEUVILLE EN FERRAIN,missing
0964,964,Novotel Bayeux,NOV,NOVOTEL,BAYEUX,France,https://all.accor.com/hotel/0964/index.fr.shtml,france,NOVOTEL BAYEUX,BAYEUX,missing
6865,6865,ibis Bayeux Port-en-Bessin,IBH,IBIS,PORT EN BESSIN,France,https://all.accor.com/hotel/6865/index.fr.shtml,france,IBIS BAYEUX PORT EN BESSIN,PORT EN BESSIN,missing
1080,1080,ibis Châteauroux,IBH,IBIS,CHATEAUROUX,France,https://all.accor.com/hotel/1080/index.fr.shtml,france,IBIS CHATEAUROUX,CHATEAUROUX,missing
0715,715,ibis Calais Car Ferry,IBH,IBIS,CALAIS,France,https://all.accor.com/hotel/0715/index.fr.shtml,france,IBIS CALAIS CAR FERRY,CALAIS,missing
B6X6,B6X6,Mercure Dunkerque Centre Gare,MER,MERCURE,DUNKERQUE,France,https://all.accor.com/hotel/B6X6/index.fr.shtml,france,MERCURE DUNKERQUE CENTRE GARE,DUNKERQUE,missing
0613,613,ibis Laval Le Relais d'Armor,IBH,IBIS,CHANGE,France,https://all.accor.com/hotel/0613/index.fr.shtml,france,IBIS LAVAL LE RELAIS D ARMOR,CHANGE,missing
B0L9,B0L9,ibis Styles Laval Centre Gare,IBS,IBIS STYLES,LAVAL,France,https://all.accor.com/hotel/B0L9/index.fr.shtml,france,IBIS STYLES LAVAL CENTRE GARE,LAVAL,missing
B1B9,B1B9,ibis budget Langres,IBB,IBIS BUDGET,LANGRES,France,https://all.accor.com/hotel/B1B9/index.fr.shtml,france,IBIS BUDGET LANGRES,LANGRES,missing
0930,930,ibis Saint-Lô La Chevalerie,IBH,IBIS,SAINT LO,France,https://all.accor.com/hotel/0930/index.fr.shtml,france,IBIS SAINT LO LA CHEVALERIE,SAINT LO,missing
B425,B425,hotelF1 Longwy,HOF,HOTELF1,LONGWY,France,https://all.accor.com/hotel/B425/index.fr.shtml,france,HOTELF1 LONGWY,LONGWY,missing
C1U5,C1U5,ibis Styles Dijon Nord Valmy,IBS,IBIS STYLES,DIJON,France,https://all.accor.com/hotel/C1U5/index.fr.shtml,france,IBIS STYLES DIJON NORD VALMY,DIJON,missing
C237,C237,greet Hotel Chatellerault,GRE,GREET,CHATELLERAULT,France,https://all.accor.com/hotel/C237/index.fr.shtml,france,GREET HOTEL CHATELLERAULT,CHATELLERAULT,missing
B8W6,B8W6,Mama Shelter Dijon,MSH,MAMA SHELTER,DIJON,France,https://all.accor.com/hotel/B8W6/index.fr.shtml,france,MAMA SHELTER DIJON,DIJON,missing
0654,654,ibis Styles Dijon Central,IBS,IBIS STYLES,DIJON,France,https://all.accor.com/hotel/0654/index.fr.shtml,france,IBIS STYLES DIJON CENTRAL,DIJON,missing
B1R3,B1R3,Ibis Budget Dijon Centre Clemenceau,IBB,IBIS BUDGET,DIJON,France,https://all.accor.com/hotel/B1R3/index.fr.shtml,france,IBIS BUDGET DIJON CENTRE CLEMENCEAU,DIJON,missing
0418,418,Novotel Dijon Sud,NOV,NOVOTEL,MARSANNAY LA COTE,France,https://all.accor.com/hotel/0418/index.fr.shtml,france,NOVOTEL DIJON SUD,MARSANNAY LA COTE,missing
0540,540,Mercure Angers Centre De Congres,MER,MERCURE,ANGERS,France,https://all.accor.com/hotel/0540/index.fr.shtml,france,MERCURE ANGERS CENTRE DE CONGRES,ANGERS,missing
0698,698,ibis Dijon Sud,IBH,IBIS,PERRIGNY LES DIJON,France,https://all.accor.com/hotel/0698/index.fr.shtml,france,IBIS DIJON SUD,PERRIGNY LES DIJON,missing
A9F1,A9F1,Mercure Moulins Centre - Hôtel de Paris,MER,MERCURE,MOULINS,France,https://all.accor.com/hotel/A9F1/index.fr.shtml,france,MERCURE MOULINS CENTRE HOTEL DE PARIS,MOULINS,missing
0848,848,Ibis Angers Centre Château,IBH,IBIS,ANGERS,France,https://all.accor.com/hotel/0848/index.fr.shtml,france,IBIS ANGERS CENTRE CHATEAU,ANGERS,missing
A0B0,A0B0,ibis Styles Moulins Centre,IBS,IBIS STYLES,MOULINS,France,https://all.accor.com/hotel/A0B0/index.fr.shtml,france,IBIS STYLES MOULINS CENTRE,MOULINS,missing
B816,B816,ibis Styles Fougères,IBS,IBIS STYLES,BEAUCE,France,https://all.accor.com/hotel/B816/index.fr.shtml,france,IBIS STYLES FOUGERES,BEAUCE,missing
B5Q6,B5Q6,Novotel Angers Centre Gare,NOV,NOVOTEL,ANGERS,France,https://all.accor.com/hotel/B5Q6/index.fr.shtml,france,NOVOTEL ANGERS CENTRE GARE,ANGERS,missing
0610,610,ibis Châtellerault,IBH,IBIS,CHATELLERAULT,France,https://all.accor.com/hotel/0610/index.fr.shtml,france,IBIS CHATELLERAULT,CHATELLERAULT,missing
B7R6,B7R6,ibis Styles Dijon Sud Domaine de Beauregard,IBS,IBIS STYLES,LONGVIC,France,https://all.accor.com/hotel/B7R6/index.fr.shtml,france,IBIS STYLES DIJON SUD DOMAINE DE BEAUREGARD,LONGVIC,missing
C0T5,C0T5,greet Hotel Dijon Sud Longvic,GRE,GREET,LONGVIC,France,https://all.accor.com/hotel/C0T5/index.fr.shtml,france,GREET HOTEL DIJON SUD LONGVIC,LONGVIC,missing
0625,625,ibis Moulins Sud,IBH,IBIS,MOULINS,France,https://all.accor.com/hotel/0625/index.fr.shtml,france,IBIS MOULINS SUD,MOULINS,missing
0882,882,ibis Avranches Baie du Mont-Saint-Michel,IBH,IBIS,SAINT-QUENTIN-SUR-LE-HOMME,France,https://all.accor.com/hotel/0882/index.fr.shtml,france,IBIS AVRANCHES BAIE DU MONT SAINT MICHEL,SAINT QUENTIN SUR LE HOMME,missing
0971,971,ibis Beaune - La Ferme aux Vins,IBH,IBIS,BEAUNE,France,https://all.accor.com/hotel/0971/index.fr.shtml,france,IBIS BEAUNE LA FERME AUX VINS,BEAUNE,missing
B6J2,B6J2,ibis budget Nancy Laxou,IBB,IBIS BUDGET,LAXOU,France,https://all.accor.com/hotel/B6J2/index.fr.shtml,france,IBIS BUDGET NANCY LAXOU,LAXOU,missing
0407,407,Novotel Nancy,NOV,NOVOTEL,LAXOU,France,https://all.accor.com/hotel/0407/index.fr.shtml,france,NOVOTEL NANCY,LAXOU,missing
B5V7,B5V7,greet Hotel Beaune,GRE,GREET,BEAUNE,France,https://all.accor.com/hotel/B5V7/index.fr.shtml,france,GREET HOTEL BEAUNE,BEAUNE,missing
B4Y4,B4Y4,Ibis Styles Nancy Ouest Laxou,IBS,IBIS STYLES,LAXOU,France,https://all.accor.com/hotel/B4Y4/index.fr.shtml,france,IBIS STYLES NANCY OUEST LAXOU,LAXOU,missing
C6G9,C6G9,greet Hotel Nancy Frouard (Ouverture septembre 2026),GRE,GREET,FROUARD,France,https://all.accor.com/hotel/C6G9/index.fr.shtml,france,GREET HOTEL NANCY FROUARD OUVERTURE SEPTEMBRE 2026,FROUARD,missing
2320,2320,hotelF1 Metz Centre Devant les Ponts,HOF,HOTELF1,METZ,France,https://all.accor.com/hotel/2320/index.fr.shtml,france,HOTELF1 METZ CENTRE DEVANT LES PONTS,METZ,missing
B6Z0,B6Z0,Mercure Grand Hotel Metz Centre Cathédrale,MER,MERCURE,METZ,France,https://all.accor.com/hotel/B6Z0/index.fr.shtml,france,MERCURE GRAND HOTEL METZ CENTRE CATHEDRALE,METZ,missing
0756,756,ibis Metz Centre Gare,IBH,IBIS,METZ,France,https://all.accor.com/hotel/0756/index.fr.shtml,france,IBIS METZ CENTRE GARE,METZ,missing
A038,A038,Hôtel Mercure Nancy Centre Gare,MER,MERCURE,NANCY,France,https://all.accor.com/hotel/A038/index.fr.shtml,france,HOTEL MERCURE NANCY CENTRE GARE,NANCY,missing
0589,589,Novotel Metz Centre,NOV,NOVOTEL,METZ,France,https://all.accor.com/hotel/0589/index.fr.shtml,france,NOVOTEL METZ CENTRE,METZ,missing
0973,973,ibis Nancy Centre Gare et Congrès,IBH,IBIS,NANCY,France,https://all.accor.com/hotel/0973/index.fr.shtml,france,IBIS NANCY CENTRE GARE ET CONGRES,NANCY,missing
0621,621,ibis Metz Centre Cathédrale,IBH,IBIS,METZ,France,https://all.accor.com/hotel/0621/index.fr.shtml,france,IBIS METZ CENTRE CATHEDRALE,METZ,missing
C276,C276,ibis Styles Metz Centre,IBS,IBIS STYLES,METZ,France,https://all.accor.com/hotel/C276/index.fr.shtml,france,IBIS STYLES METZ CENTRE,METZ,missing
0354,354,ibis Metz Woippy,IBH,IBIS,WOIPPY,France,https://all.accor.com/hotel/0354/index.fr.shtml,france,IBIS METZ WOIPPY,WOIPPY,missing
0446,446,Novotel Metz Amnéville,NOV,NOVOTEL,HAUCONCOURT,France,https://all.accor.com/hotel/0446/index.fr.shtml,france,NOVOTEL METZ AMNEVILLE,HAUCONCOURT,missing
B7B0,B7B0,greet Hotel Nancy Sud,GRE,GREET,HOUDEMONT,France,https://all.accor.com/hotel/B7B0/index.fr.shtml,france,GREET HOTEL NANCY SUD,HOUDEMONT,missing
0408,408,ibis Styles Nancy Sud,IBS,IBIS STYLES,HOUDEMONT,France,https://all.accor.com/hotel/0408/index.fr.shtml,france,IBIS STYLES NANCY SUD,HOUDEMONT,missing
5317,5317,ibis budget Granville,IBB,IBIS BUDGET,GRANVILLE,France,https://all.accor.com/hotel/5317/index.fr.shtml,france,IBIS BUDGET GRANVILLE,GRANVILLE,missing
B261,B261,ibis Pontorson Baie du Mont-Saint-Michel,IBH,IBIS,SAINT GEORGES DE GREHAIGNE,France,https://all.accor.com/hotel/B261/index.fr.shtml,france,IBIS PONTORSON BAIE DU MONT SAINT MICHEL,SAINT GEORGES DE GREHAIGNE,missing
C3U1,C3U1,ibis budget Pontorson Baie du Mont-Saint-Michel,IBB,IBIS BUDGET,SAINT GEORGES DE GREHAIGNE,France,https://all.accor.com/hotel/C3U1/index.fr.shtml,france,IBIS BUDGET PONTORSON BAIE DU MONT SAINT MICHEL,SAINT GEORGES DE GREHAIGNE,missing
B032,B032,ibis Styles Poitiers Nord,IBS,IBIS STYLES,POITIERS,France,https://all.accor.com/hotel/B032/index.fr.shtml,france,IBIS STYLES POITIERS NORD,POITIERS,missing
0695,695,IBIS POITIERS BEAULIEU,IBH,IBIS,POITIERS,France,https://all.accor.com/hotel/0695/index.fr.shtml,france,IBIS POITIERS BEAULIEU,POITIERS,missing
0368,368,ibis Styles Chalon-sur-Saône,IBS,IBIS STYLES,CHALON SUR SAONE,France,https://all.accor.com/hotel/0368/index.fr.shtml,france,IBIS STYLES CHALON SUR SAONE,CHALON SUR SAONE,missing
0608,608,ibis Chalon-sur-Saône Nord (Hôtel rénové),IBH,IBIS,CHALON SUR SAONE,France,https://all.accor.com/hotel/0608/index.fr.shtml,france,IBIS CHALON SUR SAONE NORD HOTEL RENOVE,CHALON SUR SAONE,missing
0659,659,ibis Poitiers Sud,IBH,IBIS,POITIERS,France,https://all.accor.com/hotel/0659/index.fr.shtml,france,IBIS POITIERS SUD,POITIERS,missing
C254,C254,ibis Styles Gueret,IBS,IBIS STYLES,GUERET,France,https://all.accor.com/hotel/C254/index.fr.shtml,france,IBIS STYLES GUERET,GUERET,missing
0471,471,ibis Rennes Cesson,IBH,IBIS,CESSON SEVIGNE,France,https://all.accor.com/hotel/0471/index.fr.shtml,france,IBIS RENNES CESSON,CESSON SEVIGNE,missing
0689,689,ibis Rennes Beaulieu,IBH,IBIS,CESSON SEVIGNE,France,https://all.accor.com/hotel/0689/index.fr.shtml,france,IBIS RENNES BEAULIEU,CESSON SEVIGNE,missing
2340,2340,hotelF1 Dole Jura,HOF,HOTELF1,DOLE,France,https://all.accor.com/hotel/2340/index.fr.shtml,france,HOTELF1 DOLE JURA,DOLE,missing
B7P3,B7P3,ibis Styles Rennes Cesson,IBS,IBIS STYLES,CESSON SEVIGNE,France,https://all.accor.com/hotel/B7P3/index.fr.shtml,france,IBIS STYLES RENNES CESSON,CESSON SEVIGNE,missing
1759,1759,ibis Dole Sud Choisey,IBH,IBIS,CHOISEY,France,https://all.accor.com/hotel/1759/index.fr.shtml,france,IBIS DOLE SUD CHOISEY,CHOISEY,missing
0731,731,ibis Styles Rennes Centre Gare Nord,IBS,IBIS STYLES,RENNES,France,https://all.accor.com/hotel/0731/index.fr.shtml,france,IBIS STYLES RENNES CENTRE GARE NORD,RENNES,missing
B9P3,B9P3,Mama Shelter Rennes,MSH,MAMA SHELTER,RENNES,France,https://all.accor.com/hotel/B9P3/index.fr.shtml,france,MAMA SHELTER RENNES,RENNES,missing
0430,430,Novotel Rennes Alma,NOV,NOVOTEL,RENNES,France,https://all.accor.com/hotel/0430/index.fr.shtml,france,NOVOTEL RENNES ALMA,RENNES,missing
B5Z9,B5Z9,ibis Styles Ancenis Centre,IBS,IBIS STYLES,ANCENIS,France,https://all.accor.com/hotel/B5Z9/index.fr.shtml,france,IBIS STYLES ANCENIS CENTRE,ANCENIS,missing
C3P2,C3P2,Hôtel de L'Abbaye Le Tronchet - Handwritten Collection,SOU,SOU,LE TRONCHET- SAINT-MALO,France,https://all.accor.com/hotel/C3P2/index.fr.shtml,france,HOTEL DE L ABBAYE LE TRONCHET HANDWRITTEN COLLECTION,LE TRONCHET SAINT MALO,missing
0831,831,Hôtel Mercure Épinal Centre,MER,MERCURE,EPINAL,France,https://all.accor.com/hotel/0831/index.fr.shtml,france,HOTEL MERCURE EPINAL CENTRE,EPINAL,missing
0890,890,ibis Épinal Centre-Ville,IBH,IBIS,EPINAL,France,https://all.accor.com/hotel/0890/index.fr.shtml,france,IBIS EPINAL CENTRE VILLE,EPINAL,missing
A331,A331,ibis budget Rennes Route de Lorient,IBB,IBIS BUDGET,RENNES,France,https://all.accor.com/hotel/A331/index.fr.shtml,france,IBIS BUDGET RENNES ROUTE DE LORIENT,RENNES,missing
B7B2,B7B2,greet Hotel Rennes Pacé,GRE,GREET,PACE,France,https://all.accor.com/hotel/B7B2/index.fr.shtml,france,GREET HOTEL RENNES PACE,PACE,missing
A6Q5,A6Q5,ibis Styles Vichy Centre,IBS,IBIS STYLES,VICHY,France,https://all.accor.com/hotel/A6Q5/index.fr.shtml,france,IBIS STYLES VICHY CENTRE,VICHY,missing
1514,1514,ibis Vichy,IBH,IBIS,VICHY,France,https://all.accor.com/hotel/1514/index.fr.shtml,france,IBIS VICHY,VICHY,missing
0460,460,Hôtel Mercure Vichy,MER,MERCURE,VICHY,France,https://all.accor.com/hotel/0460/index.fr.shtml,france,HOTEL MERCURE VICHY,VICHY,missing
0728,728,ibis Saint-Malo La Madeleine,IBH,IBIS,SAINT MALO,France,https://all.accor.com/hotel/0728/index.fr.shtml,france,IBIS SAINT MALO LA MADELEINE,SAINT MALO,missing
0433,433,Novotel Saint-Avold,NOV,NOVOTEL,SAINT AVOLD,France,https://all.accor.com/hotel/0433/index.fr.shtml,france,NOVOTEL SAINT AVOLD,SAINT AVOLD,missing
A1B8,A1B8,Mercure Saint Malo Balmoral,MER,MERCURE,SAINT MALO,France,https://all.accor.com/hotel/A1B8/index.fr.shtml,france,MERCURE SAINT MALO BALMORAL,SAINT MALO,missing
A011,A011,Hôtel Mercure Dinan Port Le Jerzual,MER,MERCURE,LANVALLAY,France,https://all.accor.com/hotel/A011/index.fr.shtml,france,HOTEL MERCURE DINAN PORT LE JERZUAL,LANVALLAY,missing
2266,2266,hotelF1 Besançon Micropolis,HOF,HOTELF1,BESANCON,France,https://all.accor.com/hotel/2266/index.fr.shtml,france,HOTELF1 BESANCON MICROPOLIS,BESANCON,missing
0400,400,ibis Styles Besançon,IBS,IBIS STYLES,BESANCON,France,https://all.accor.com/hotel/0400/index.fr.shtml,france,IBIS STYLES BESANCON,BESANCON,missing
0410,410,Novotel Nantes Carquefou,NOV,NOVOTEL,CARQUEFOU,France,https://all.accor.com/hotel/0410/index.fr.shtml,france,NOVOTEL NANTES CARQUEFOU,CARQUEFOU,missing
0438,438,Novotel Mâcon Nord - Porte de Bourgogne,NOV,NOVOTEL,SENNECE-LES-MACON,France,https://all.accor.com/hotel/0438/index.fr.shtml,france,NOVOTEL MACON NORD PORTE DE BOURGOGNE,SENNECE LES MACON,missing
B9Q6,B9Q6,ibis budget Forbach Centre,IBB,IBIS BUDGET,FORBACH,France,https://all.accor.com/hotel/B9Q6/index.fr.shtml,france,IBIS BUDGET FORBACH CENTRE,FORBACH,missing
0855,855,ibis Nantes La Beaujoire Parc Expo,IBH,IBIS,NANTES,France,https://all.accor.com/hotel/0855/index.fr.shtml,france,IBIS NANTES LA BEAUJOIRE PARC EXPO,NANTES,missing
C343,C343,greet hotel Limoges Nord,GRE,GREET,LIMOGES,France,https://all.accor.com/hotel/C343/index.fr.shtml,france,GREET HOTEL LIMOGES NORD,LIMOGES,missing
A475,A475,ibis budget Limoges Nord,IBB,IBIS BUDGET,LIMOGES,France,https://all.accor.com/hotel/A475/index.fr.shtml,france,IBIS BUDGET LIMOGES NORD,LIMOGES,missing
B9P1,B9P1,ibis budget Nantes Nord Treillières,IBB,IBIS BUDGET,TREILLIERES,France,https://all.accor.com/hotel/B9P1/index.fr.shtml,france,IBIS BUDGET NANTES NORD TREILLIERES,TREILLIERES,missing
B2G8,B2G8,ibis budget Mâcon Crêches,IBB,IBIS BUDGET,CHAINTRE - CRECHES SUR SAONE,France,https://all.accor.com/hotel/B2G8/index.fr.shtml,france,IBIS BUDGET MACON CRECHES,CHAINTRE CRECHES SUR SAONE,missing
A8V4,A8V4,ibis Styles Nantes Centre Gare,IBS,IBIS STYLES,NANTES,France,https://all.accor.com/hotel/A8V4/index.fr.shtml,france,IBIS STYLES NANTES CENTRE GARE,NANTES,missing
0431,431,Novotel Limoges Le Lac,NOV,NOVOTEL,LIMOGES,France,https://all.accor.com/hotel/0431/index.fr.shtml,france,NOVOTEL LIMOGES LE LAC,LIMOGES,missing
0670,670,ibis Mâcon Sud Crêches,IBH,IBIS,CHAINTRE - CRECHES SUR SAONE,France,https://all.accor.com/hotel/0670/index.fr.shtml,france,IBIS MACON SUD CRECHES,CHAINTRE CRECHES SUR SAONE,missing
0892,892,ibis Nantes Centre Gare Sud,IBH,IBIS,NANTES,France,https://all.accor.com/hotel/0892/index.fr.shtml,france,IBIS NANTES CENTRE GARE SUD,NANTES,missing
0708,708,ibis Roanne,IBH,IBIS,LE COTEAU,France,https://all.accor.com/hotel/0708/index.fr.shtml,france,IBIS ROANNE,LE COTEAU,missing
B094,B094,Hôtel Mercure Nantes Centre Passage Pommeraye,MER,MERCURE,NANTES,France,https://all.accor.com/hotel/B094/index.fr.shtml,france,HOTEL MERCURE NANTES CENTRE PASSAGE POMMERAYE,NANTES,missing
0929,929,ibis Clermont-Ferrand Montferrand,IBH,IBIS,CLERMONT FERRAND,France,https://all.accor.com/hotel/0929/index.fr.shtml,france,IBIS CLERMONT FERRAND MONTFERRAND,CLERMONT FERRAND,missing
B2L8,B2L8,ibis Styles Clermont-Ferrand République,IBS,IBIS STYLES,CLERMONT FERRAND,France,https://all.accor.com/hotel/B2L8/index.fr.shtml,france,IBIS STYLES CLERMONT FERRAND REPUBLIQUE,CLERMONT FERRAND,missing
C4X7,C4X7,ibis Clermont Ferrand Centre Stade,IBH,IBIS,CLERMONT-FERRAND,France,https://all.accor.com/hotel/C4X7/index.fr.shtml,france,IBIS CLERMONT FERRAND CENTRE STADE,CLERMONT FERRAND,missing
0881,881,ibis Limoges Centre,IBH,IBIS,LIMOGES,France,https://all.accor.com/hotel/0881/index.fr.shtml,france,IBIS LIMOGES CENTRE,LIMOGES,missing
A0Y2,A0Y2,ibis budget Sarrebourg Buhl,IBB,IBIS BUDGET,BUHL LORRAINE,France,https://all.accor.com/hotel/A0Y2/index.fr.shtml,france,IBIS BUDGET SARREBOURG BUHL,BUHL LORRAINE,missing
B262,B262,Hôtel Mercure Zénith Nantes Saint-Herblain,MER,MERCURE,SAINT HERBLAIN,France,https://all.accor.com/hotel/B262/index.fr.shtml,france,HOTEL MERCURE ZENITH NANTES SAINT HERBLAIN,SAINT HERBLAIN,missing
B2W8,B2W8,ibis Styles Clermont-Ferrand Gare,IBS,IBIS STYLES,CLERMONT FERRAND,France,https://all.accor.com/hotel/B2W8/index.fr.shtml,france,IBIS STYLES CLERMONT FERRAND GARE,CLERMONT FERRAND,missing
B5Y1,B5Y1,ibis Styles Limoges Centre,IBS,IBIS STYLES,LIMOGES,France,https://all.accor.com/hotel/B5Y1/index.fr.shtml,france,IBIS STYLES LIMOGES CENTRE,LIMOGES,missing
C3U3,C3U3,ibis Styles Nantes Saint Herblain,IBS,IBIS STYLES,SAINT-HERBLAIN,France,https://all.accor.com/hotel/C3U3/index.fr.shtml,france,IBIS STYLES NANTES SAINT HERBLAIN,SAINT HERBLAIN,missing
C5Z8,C5Z8,ibis Styles Clermont Ferrand Sud La Pardieu,IBS,IBIS STYLES,CLERMONT FERRAND,France,https://all.accor.com/hotel/C5Z8/index.fr.shtml,france,IBIS STYLES CLERMONT FERRAND SUD LA PARDIEU,CLERMONT FERRAND,missing
C1I0,C1I0,greet Hotel Belleville en Beaujolais A6,GRE,GREET,BELLEVILLE EN BEAUJOLAIS,France,https://all.accor.com/hotel/C1I0/index.fr.shtml,france,GREET HOTEL BELLEVILLE EN BEAUJOLAIS A6,BELLEVILLE EN BEAUJOLAIS,missing
B825,B825,Mercure Belfort Centre,MER,MERCURE,BELFORT,France,https://all.accor.com/hotel/B825/index.fr.shtml,france,MERCURE BELFORT CENTRE,BELFORT,missing
0355,355,ibis Belfort Danjoutin,IBH,IBIS,DANJOUTIN,France,https://all.accor.com/hotel/0355/index.fr.shtml,france,IBIS BELFORT DANJOUTIN,DANJOUTIN,missing
C0I5,C0I5,greet Hotel Montbeliard,GRE,GREET,MONTBELIARD,France,https://all.accor.com/hotel/C0I5/index.fr.shtml,france,GREET HOTEL MONTBELIARD,MONTBELIARD,missing
0622,622,ibis Montbéliard,IBH,IBIS,MONTBELIARD,France,https://all.accor.com/hotel/0622/index.fr.shtml,france,IBIS MONTBELIARD,MONTBELIARD,missing
6765,6765,ibis budget Bourg-en-Bresse,IBB,IBIS BUDGET,BOURG EN BRESSE,France,https://all.accor.com/hotel/6765/index.fr.shtml,france,IBIS BUDGET BOURG EN BRESSE,BOURG EN BRESSE,missing
0603,603,ibis Bourg-en-Bresse,IBH,IBIS,BOURG EN BRESSE,France,https://all.accor.com/hotel/0603/index.fr.shtml,france,IBIS BOURG EN BRESSE,BOURG EN BRESSE,missing
0646,646,ibis Lyon Villefranche-sur-Saône,IBH,IBIS,LIMAS,France,https://all.accor.com/hotel/0646/index.fr.shtml,france,IBIS LYON VILLEFRANCHE SUR SAONE,LIMAS,missing
7418,7418,ibis budget Pontarlier,IBB,IBIS BUDGET,PONTARLIER,France,https://all.accor.com/hotel/7418/index.fr.shtml,france,IBIS BUDGET PONTARLIER,PONTARLIER,missing
B815,B815,ibis Styles La Roche-sur-Yon,IBS,IBIS STYLES,MOUILLERON LE CAPTIF,France,https://all.accor.com/hotel/B815/index.fr.shtml,france,IBIS STYLES LA ROCHE SUR YON,MOUILLERON LE CAPTIF,missing
5686,5686,ibis budget Saint-Brieuc Yffiniac,IBB,IBIS BUDGET,YFFINIAC,France,https://all.accor.com/hotel/5686/index.fr.shtml,france,IBIS BUDGET SAINT BRIEUC YFFINIAC,YFFINIAC,missing
B9N0,B9N0,Greet Hotel Bourg-en-Bresse Sud Montagnat,GRE,GREET,MONTAGNAT,France,https://all.accor.com/hotel/B9N0/index.fr.shtml,france,GREET HOTEL BOURG EN BRESSE SUD MONTAGNAT,MONTAGNAT,missing
C1B8,C1B8,Square Lodge Hotel La Roche sur Yon - Handwritten Collection,SOU,SOU,LA ROCHE SUR YON,France,https://all.accor.com/hotel/C1B8/index.fr.shtml,france,SQUARE LODGE HOTEL LA ROCHE SUR YON HANDWRITTEN COLLECTION,LA ROCHE SUR YON,missing
B939,B939,greet hotel Cernay Mulhouse,GRE,GREET,CERNAY,France,https://all.accor.com/hotel/B939/index.fr.shtml,france,GREET HOTEL CERNAY MULHOUSE,CERNAY,missing
B6W5,B6W5,ibis Styles Saint Brieuc Plerin,IBS,IBIS STYLES,PLERIN,France,https://all.accor.com/hotel/B6W5/index.fr.shtml,france,IBIS STYLES SAINT BRIEUC PLERIN,PLERIN,missing
B3B8,B3B8,hotelF1 Massieux,HOF,HOTELF1,MASSIEUX,France,https://all.accor.com/hotel/B3B8/index.fr.shtml,france,HOTELF1 MASSIEUX,MASSIEUX,missing
C275,C275,greet Hotel Massieux Lyon Nord,GRE,GREET,MASSIEUX,France,https://all.accor.com/hotel/C275/index.fr.shtml,france,GREET HOTEL MASSIEUX LYON NORD,MASSIEUX,missing
B0L8,B0L8,Novotel Saint Brieuc Centre Gare,NOV,NOVOTEL,SAINT BRIEUC,France,https://all.accor.com/hotel/B0L8/index.fr.shtml,france,NOVOTEL SAINT BRIEUC CENTRE GARE,SAINT BRIEUC,missing
C6G0,C6G0,greet hôtel Saint-Brieuc - Trégueux (Ouverture 09/2026),GRE,GREET,TREGUEUX,France,https://all.accor.com/hotel/C6G0/index.fr.shtml,france,GREET HOTEL SAINT BRIEUC TREGUEUX OUVERTURE 09 2026,TREGUEUX,missing
A7F3,A7F3,5 Terres Hôtel & Spa - MGallery Collection,MGA,MGALLERY,BARR,France,https://all.accor.com/hotel/A7F3/index.fr.shtml,france,5 TERRES HOTEL SPA MGALLERY COLLECTION,BARR,missing
0416,416,ibis Styles Colmar Nord,IBS,IBIS STYLES,COLMAR,France,https://all.accor.com/hotel/0416/index.fr.shtml,france,IBIS STYLES COLMAR NORD,COLMAR,missing
B7T4,B7T4,L'Esquisse Hotel and Spa Colmar - MGallery,MGA,MGALLERY,COLMAR,France,https://all.accor.com/hotel/B7T4/index.fr.shtml,france,L ESQUISSE HOTEL AND SPA COLMAR MGALLERY,COLMAR,missing
0978,978,Hôtel Mercure Colmar Centre Unterlinden,MER,MERCURE,COLMAR,France,https://all.accor.com/hotel/0978/index.fr.shtml,france,HOTEL MERCURE COLMAR CENTRE UNTERLINDEN,COLMAR,missing
A9P3,A9P3,Novotel Suites Colmar Centre,SUI,NOVOTEL SUITES,COLMAR,France,https://all.accor.com/hotel/A9P3/index.fr.shtml,france,NOVOTEL SUITES COLMAR CENTRE,COLMAR,missing
