hotel_code_accor,hotel_code_norm,hotel_name,hotel_brand_code,hotel_brand,hotel_city,hotel_country,hotel_adresse,hotel_code_postal,url_hotel,source,source_query,hotel_name_norm,city_norm,country_slug,country_label,region,match_type
2741,2741,Sofitel Philadelphia at Rittenhouse Square,SOF,SOFITEL,PHILADELPHIE,États-Unis,120 South 17th Street,19103,https://all.accor.com/hotel/2741/index.fr.shtml,catalog_api,united states,SOFITEL PHILADELPHIA AT RITTENHOUSE SQUARE,PHILADELPHIE,united-states,États-Unis,americas,missing
C0Q9,C0Q9,Faena New-York,FAE,FAE,NEW YORK,États-Unis,500A WEST 18TH STREET,10011,https://all.accor.com/hotel/C0Q9/index.fr.shtml,catalog_api,united states,FAENA NEW YORK,NEW YORK,united-states,États-Unis,americas,missing
C5U9,C5U9,Hard Rock Hotel New York - Partenaire de ALL Accor,HAR,HAR,NEW YORK,États-Unis,159 W 48 Street,10036,https://all.accor.com/hotel/C5U9/index.fr.shtml,catalog_api,united states,HARD ROCK HOTEL NEW YORK PARTENAIRE DE ALL ACCOR,NEW YORK,united-states,États-Unis,americas,missing
2185,2185,Sofitel New York,SOF,SOFITEL,NEW YORK CITY,États-Unis,45 West 44th Street,10036,https://all.accor.com/hotel/2185/index.fr.shtml,catalog_api,united states,SOFITEL NEW YORK,NEW YORK CITY,united-states,États-Unis,americas,missing
A568,A568,The Plaza - Un hôtel Fairmont,FAI,FAIRMONT,NEW YORK,États-Unis,768 Fifth Avenue,10019,https://all.accor.com/hotel/A568/index.fr.shtml,catalog_api,united states,THE PLAZA UN HOTEL FAIRMONT,NEW YORK,united-states,États-Unis,americas,missing
B4Z0,B4Z0,Novotel Miami Brickell,NOV,NOVOTEL,MIAMI,États-Unis,1500 Southwest 1st Ave,33129,https://all.accor.com/hotel/B4Z0/index.fr.shtml,catalog_api,united states,NOVOTEL MIAMI BRICKELL,MIAMI,united-states,États-Unis,americas,missing
B5C8,B5C8,SLS LUX Brickell,SLS,SLS,MIAMI,États-Unis,805 South Miami Avenue,33130,https://all.accor.com/hotel/B5C8/index.fr.shtml,catalog_api,united states,SLS LUX BRICKELL,MIAMI,united-states,États-Unis,americas,missing
C4P0,C4P0,Park Royal Miami Beach géré par Accor,SAM,SAM,MIAMI BEACH,États-Unis,6495 Indian Creek Dr,33141,https://all.accor.com/hotel/C4P0/index.fr.shtml,catalog_api,united states,PARK ROYAL MIAMI BEACH GERE PAR ACCOR,MIAMI BEACH,united-states,États-Unis,americas,missing
B8D2,B8D2,Casa Faena Miami Beach,SAM,SAM,MIAMI BEACH,États-Unis,3500 Collins Avenue,33140,https://all.accor.com/hotel/B8D2/index.fr.shtml,catalog_api,united states,CASA FAENA MIAMI BEACH,MIAMI BEACH,united-states,États-Unis,americas,missing
B8B5,B8B5,Faena Miami Beach,FAE,FAE,MIAMI BEACH,États-Unis,3201 Collins Avenue,33140,https://all.accor.com/hotel/B8B5/index.fr.shtml,catalog_api,united states,FAENA MIAMI BEACH,MIAMI BEACH,united-states,États-Unis,americas,missing
C246,C246,Delano Miami Beach,DEL,DELANO,MIAMI BEACH,États-Unis,1685 Collins Ave,33139,https://all.accor.com/hotel/C246/index.fr.shtml,catalog_api,united states,DELANO MIAMI BEACH,MIAMI BEACH,united-states,États-Unis,americas,missing
A554,A554,"Fairmont Copley Plaza, Boston",FAI,FAIRMONT,BOSTON,États-Unis,138 St James Avenue,02116,https://all.accor.com/hotel/A554/index.fr.shtml,catalog_api,united states,FAIRMONT COPLEY PLAZA BOSTON,BOSTON,united-states,États-Unis,americas,missing
B3X2,B3X2,Raffles Boston,RAF,RAFFLES,BOSTON,États-Unis,40 Trinity Place,02116,https://all.accor.com/hotel/B3X2/index.fr.shtml,catalog_api,united states,RAFFLES BOSTON,BOSTON,united-states,États-Unis,americas,missing
