number,value,datetime_start,datetime_complete,duration,params_batch_size,params_dropout,params_hidden_width,params_learning_rate,params_residual_blocks,params_weight_decay,user_attrs_recommended_epochs,state
0,1.1477867037910607,2026-08-05 22:40:09.926038,2026-08-05 22:40:54.578385,0 days 00:00:44.652347,64,0.06742508365045984,32,0.0032500667782303402,1,0.0006677615511747083,4,COMPLETE
1,0.8808348871615214,2026-08-05 22:40:54.595799,2026-08-05 22:42:05.396210,0 days 00:01:10.800411,128,0.13736874205941257,96,0.0014333875784756232,2,4.523529917658779e-06,22,COMPLETE
2,0.8735258792720707,2026-08-05 22:42:05.410264,2026-08-05 22:44:43.335175,0 days 00:02:37.924911,16,0.06951547789558385,96,0.004241456837579218,1,0.03447275228705861,2,COMPLETE
3,0.872471593785591,2026-08-05 22:44:43.352492,2026-08-05 22:45:42.177782,0 days 00:00:58.825290,64,0.2487566853061946,96,0.000545485712692634,1,0.0002778331300797558,4,COMPLETE
4,0.9123732107601272,2026-08-05 22:45:42.202475,2026-08-05 22:47:26.960658,0 days 00:01:44.758183,32,0.06356818667316143,16,0.0005699310014070046,1,6.704755197530225e-05,1,COMPLETE
5,0.8370205110100901,2026-08-05 22:47:26.972672,2026-08-05 22:49:55.733409,0 days 00:02:28.760737,64,0.10961470446025172,96,0.00020358678499373287,3,0.006789359290638661,21,COMPLETE
6,1.2169762082771989,2026-08-05 22:49:55.747759,2026-08-05 22:51:34.664897,0 days 00:01:38.917138,32,0.14329469651469867,48,0.000569661372222248,1,0.002681621920201293,3,COMPLETE
7,0.821519168231521,2026-08-05 22:51:34.676575,2026-08-05 22:53:23.323522,0 days 00:01:48.646947,32,0.1782623055075649,64,0.00021705230885306137,2,3.213502034232874e-06,1,COMPLETE
