nom_hotel,annee,mois,categorie,sous_categorie,is_weekend,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,0,26,102.5,19,3,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,1,6,22.5,6,3,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SUCREE,0,57,175.0,43,9,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SUCREE,1,9,23.0,9,7,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,SANS ALCOOL,0,161,515.5,131,11,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,SANS ALCOOL,1,50,152.0,38,10,HB6A3
Ibis budget Strasbourg Centre République,2025,11,F_B,FOOD SALEE,0,29,132.5,21,3,HB6A3
Ibis budget Strasbourg Centre République,2025,11,F_B,FOOD SALEE,1,15,52.5,13,3,HB6A3
Ibis budget Strasbourg Centre République,2025,11,F_B,FOOD SUCREE,0,50,143.5,36,8,HB6A3
Ibis budget Strasbourg Centre République,2025,11,F_B,FOOD SUCREE,1,43,143.5,28,8,HB6A3
Ibis budget Strasbourg Centre République,2025,11,F_B,SANS ALCOOL,0,147,494.5,109,11,HB6A3
Ibis budget Strasbourg Centre République,2025,11,F_B,SANS ALCOOL,1,70,226.0,55,11,HB6A3
Ibis budget Strasbourg Centre République,2025,12,F_B,FOOD SALEE,0,36,152.5,28,3,HB6A3
Ibis budget Strasbourg Centre République,2025,12,F_B,FOOD SALEE,1,15,47.5,12,2,HB6A3
Ibis budget Strasbourg Centre République,2025,12,F_B,FOOD SUCREE,0,101,278.0,69,8,HB6A3
Ibis budget Strasbourg Centre République,2025,12,F_B,FOOD SUCREE,1,42,129.0,32,8,HB6A3
Ibis budget Strasbourg Centre République,2025,12,F_B,SANS ALCOOL,0,305,1074.5,224,11,HB6A3
Ibis budget Strasbourg Centre République,2025,12,F_B,SANS ALCOOL,1,128,433.0,100,11,HB6A3
Mercure Paris Montmartre Sacré-Cœur,2024,1,N_F_B,COSMETIQUE,0,2,1.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,ALCOOL,0,32,284.0,26,8,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,ALCOOL,1,14,151.0,11,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,FOOD SALEE,0,25,112.0,21,10,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,FOOD SALEE,1,20,96.0,14,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,FOOD SUCREE,0,22,128.0,20,10,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,FOOD SUCREE,1,9,42.0,8,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,SANS ALCOOL,0,170,1181.5,126,8,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,SANS ALCOOL,1,73,610.0,51,8,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,N_F_B,COSMETIQUE,0,1,30.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,N_F_B,COSMETIQUE,1,6,260.0,3,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,N_F_B,SOS,0,1,9.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,2,N_F_B,SOS,1,3,79.0,3,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,ALCOOL,0,48,369.0,38,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,ALCOOL,1,23,215.0,19,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,FOOD SALEE,0,17,120.0,13,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,FOOD SALEE,1,14,69.0,13,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,FOOD SUCREE,0,57,214.0,46,8,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,FOOD SUCREE,1,50,183.0,39,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,SANS ALCOOL,0,280,1842.5,215,8,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,SANS ALCOOL,1,143,922.5,105,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,COSMETIQUE,0,6,146.0,5,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,COSMETIQUE,1,1,14.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,SOS,0,8,250.0,6,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,SOS,1,4,168.0,3,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,SOUVENIRS,0,2,44.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,ALCOOL,0,78,698.0,60,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,ALCOOL,1,35,356.0,27,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,FOOD SALEE,0,38,187.0,37,10,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,FOOD SALEE,1,17,92.0,17,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,FOOD SUCREE,0,61,278.0,40,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,FOOD SUCREE,1,25,88.0,19,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,SANS ALCOOL,0,287,1801.0,224,11,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,SANS ALCOOL,1,175,1202.0,128,10,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,SOUVENIRS,0,6,168.0,4,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,COSMETIQUE,0,4,126.0,3,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,COSMETIQUE,1,9,215.0,7,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,SOS,0,9,236.0,7,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,SOUVENIRS,0,4,192.0,3,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,SOUVENIRS,1,1,32.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,ALCOOL,0,67,715.0,47,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,ALCOOL,1,32,324.0,21,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,FOOD SALEE,0,50,341.0,44,10,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,FOOD SALEE,1,18,90.0,16,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,FOOD SUCREE,0,56,231.0,38,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,FOOD SUCREE,1,11,68.0,7,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,SANS ALCOOL,0,268,1940.0,187,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,SANS ALCOOL,1,116,820.0,86,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,COSMETIQUE,0,5,111.0,4,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,COSMETIQUE,1,2,52.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,SOS,0,11,106.0,7,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,SOS,1,3,18.0,3,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,SOUVENIRS,1,1,32.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,ALCOOL,0,52,469.0,37,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,ALCOOL,1,19,205.0,12,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SALEE,0,36,194.0,31,8,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SALEE,1,20,102.0,18,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SUCREE,0,81,307.0,61,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SUCREE,1,26,84.0,19,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SANS ALCOOL,0,428,3449.0,289,10,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SANS ALCOOL,1,135,875.0,105,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SOUVENIRS,0,2,30.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SOUVENIRS,1,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,N_F_B,COSMETIQUE,0,5,157.0,3,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,N_F_B,SOS,1,1,8.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,6,N_F_B,SOUVENIRS,1,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,ALCOOL,0,89,1042.0,58,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,ALCOOL,1,7,179.0,5,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SALEE,0,48,280.0,40,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SALEE,1,10,60.0,9,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SUCREE,0,107,369.0,76,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SUCREE,1,21,82.0,15,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,SANS ALCOOL,0,303,4205.0,186,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,SANS ALCOOL,1,60,430.0,43,8,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,SOUVENIRS,0,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,COSMETIQUE,0,3,95.0,1,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,COSMETIQUE,1,1,13.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,SOS,0,3,34.0,3,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,SOUVENIRS,0,1,22.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,ALCOOL,0,67,892.0,46,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,ALCOOL,1,31,429.0,21,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SALEE,0,44,238.0,39,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SALEE,1,9,55.0,7,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SUCREE,0,92,422.0,55,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SUCREE,1,30,146.0,17,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,SANS ALCOOL,0,239,2085.0,146,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,SANS ALCOOL,1,103,915.0,67,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOS,0,2,30.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOS,1,3,31.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOUVENIRS,1,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,ALCOOL,0,108,1655.0,76,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,ALCOOL,1,77,1095.0,59,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SALEE,0,69,417.0,59,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SALEE,1,27,147.0,24,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SUCREE,0,78,375.0,51,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SUCREE,1,29,119.0,24,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,SANS ALCOOL,0,349,2905.0,231,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,SANS ALCOOL,1,163,1225.0,102,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,N_F_B,SOS,0,2,12.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,N_F_B,SOUVENIRS,0,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,ALCOOL,0,129,1825.0,87,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,ALCOOL,1,53,1032.0,36,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SALEE,0,81,527.0,66,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SALEE,1,35,215.0,30,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SUCREE,0,57,292.0,41,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SUCREE,1,41,207.0,28,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,SANS ALCOOL,0,458,3510.0,284,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,SANS ALCOOL,1,192,1600.0,116,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,N_F_B,SOS,0,7,91.0,5,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,N_F_B,SOUVENIRS,0,5,219.0,2,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,ALCOOL,0,64,1010.0,43,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,ALCOOL,1,32,448.0,23,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SALEE,0,47,341.0,35,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SALEE,1,30,198.0,22,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SUCREE,0,61,233.0,44,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SUCREE,1,33,153.0,21,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SANS ALCOOL,0,302,2230.0,190,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SANS ALCOOL,1,135,1045.0,87,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SOUVENIRS,0,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,N_F_B,COSMETIQUE,0,2,25.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,N_F_B,SOS,1,1,8.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,ALCOOL,0,72,1284.0,48,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,ALCOOL,1,41,755.0,28,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SALEE,0,50,290.0,40,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SALEE,1,8,48.0,7,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SUCREE,0,72,336.0,40,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SUCREE,1,26,96.0,20,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,SANS ALCOOL,0,237,1825.0,169,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,SANS ALCOOL,1,107,795.0,71,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,N_F_B,COSMETIQUE,0,3,54.0,3,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,N_F_B,COSMETIQUE,1,2,26.0,1,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,ALCOOL,0,59,1045.0,48,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,ALCOOL,1,22,469.0,15,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SALEE,0,38,206.0,32,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SALEE,1,16,68.0,14,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SUCREE,0,99,513.0,51,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SUCREE,1,32,108.0,20,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SANS ALCOOL,0,258,2170.0,174,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SANS ALCOOL,1,62,460.0,46,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SOUVENIRS,0,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SOUVENIRS,1,1,14.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,COSMETIQUE,0,6,72.0,6,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,SOS,0,2,23.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,SOS,1,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,ALCOOL,0,32,395.0,20,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,ALCOOL,1,43,1408.0,30,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SALEE,0,28,176.0,18,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SALEE,1,39,171.0,34,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SUCREE,0,47,166.0,35,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SUCREE,1,36,105.0,30,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SANS ALCOOL,0,155,1045.0,120,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SANS ALCOOL,1,117,745.0,93,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SOUVENIRS,0,2,29.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,COSMETIQUE,0,5,60.0,5,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOS,0,2,23.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOS,1,2,30.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOUVENIRS,0,5,378.0,3,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,ALCOOL,0,58,1134.0,43,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,ALCOOL,1,30,467.0,24,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SALEE,0,41,197.0,35,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SALEE,1,23,141.0,17,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SUCREE,0,61,215.0,44,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SUCREE,1,38,152.0,25,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SANS ALCOOL,0,192,1450.0,138,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SANS ALCOOL,1,117,805.0,86,8,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SOUVENIRS,0,1,14.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,COSMETIQUE,0,5,78.0,5,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,SOS,0,1,8.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,SOS,1,2,8.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,ALCOOL,0,81,1427.0,50,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,ALCOOL,1,27,414.0,23,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SALEE,0,20,88.0,20,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SALEE,1,19,81.0,18,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SUCREE,0,65,272.0,44,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SUCREE,1,35,125.0,24,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,SANS ALCOOL,0,181,1355.0,126,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,SANS ALCOOL,1,75,625.0,58,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,N_F_B,COSMETIQUE,0,5,63.0,5,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,ALCOOL,0,27,529.0,21,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,ALCOOL,1,28,487.0,22,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SALEE,0,14,58.0,14,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SALEE,1,13,59.0,11,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SUCREE,0,48,148.0,35,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SUCREE,1,33,90.0,27,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,SANS ALCOOL,0,120,1160.0,79,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,SANS ALCOOL,1,66,520.0,46,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,N_F_B,COSMETIQUE,0,2,24.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,N_F_B,COSMETIQUE,1,1,12.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,ALCOOL,0,30,501.0,23,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,ALCOOL,1,7,240.0,7,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SALEE,0,30,132.0,27,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SALEE,1,10,58.0,7,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SUCREE,0,78,245.0,66,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SUCREE,1,38,150.0,26,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,SANS ALCOOL,0,163,1155.0,123,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,SANS ALCOOL,1,99,765.0,73,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,COSMETIQUE,0,7,109.0,5,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,SOS,0,3,75.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,SOS,1,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,ALCOOL,0,26,421.0,22,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,ALCOOL,1,5,92.0,5,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SALEE,0,20,100.0,17,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SALEE,1,17,173.0,12,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SUCREE,0,51,227.0,35,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SUCREE,1,13,43.0,11,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,SANS ALCOOL,0,107,695.0,82,10,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,SANS ALCOOL,1,42,300.0,33,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,COSMETIQUE,0,1,12.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,COSMETIQUE,1,1,30.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOS,1,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOUVENIRS,0,2,44.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,ALCOOL,0,28,393.0,20,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,ALCOOL,1,5,149.0,5,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,0,19,91.0,17,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,1,8,44.0,7,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,0,30,115.0,21,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,1,23,70.0,17,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,0,58,482.0,38,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,1,40,376.0,28,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,COSMETIQUE,0,1,12.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOS,1,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOUVENIRS,0,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,ALCOOL,0,46,986.0,32,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,ALCOOL,1,23,425.0,17,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SALEE,0,42,190.0,39,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SALEE,1,10,44.0,9,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SUCREE,0,104,404.0,69,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SUCREE,1,25,92.0,16,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,SANS ALCOOL,0,189,1371.0,143,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,SANS ALCOOL,1,58,410.0,46,4,H0373
