nom_hotel,annee,mois,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,nombre_categories_mois_f_b,nombre_categories_mois_n_f_b,pct_categories_mois_f_b,pct_categories_mois_n_f_b,nombre_mois,premier_mois,dernier_mois,mois_actifs,mois_manquants,cat_f_b_nombre_ventes,cat_nan_nombre_ventes,cat_n_f_b_nombre_ventes,cat_f_b_montant_ventes,cat_nan_montant_ventes,cat_n_f_b_montant_ventes,cat_f_b_nombre_paniers,cat_nan_nombre_paniers,cat_n_f_b_nombre_paniers,cat_f_b_nombre_produits,cat_nan_nombre_produits,cat_n_f_b_nombre_produits,sous_cat_ref_nombre_ventes,sous_cat_accessoires_nombre_ventes,sous_cat_alcool_nombre_ventes,sous_cat_cosmetique_nombre_ventes,sous_cat_food_salee_nombre_ventes,sous_cat_food_sucree_nombre_ventes,sous_cat_jeux_enfants_nombre_ventes,sous_cat_pap_nombre_ventes,sous_cat_sans_alcool_nombre_ventes,sous_cat_sos_nombre_ventes,sous_cat_souvenirs_nombre_ventes,sous_cat_nan_nombre_ventes,sous_cat_ref_montant_ventes,sous_cat_accessoires_montant_ventes,sous_cat_alcool_montant_ventes,sous_cat_cosmetique_montant_ventes,sous_cat_food_salee_montant_ventes,sous_cat_food_sucree_montant_ventes,sous_cat_jeux_enfants_montant_ventes,sous_cat_pap_montant_ventes,sous_cat_sans_alcool_montant_ventes,sous_cat_sos_montant_ventes,sous_cat_souvenirs_montant_ventes,sous_cat_nan_montant_ventes,sous_cat_ref_nombre_paniers,sous_cat_accessoires_nombre_paniers,sous_cat_alcool_nombre_paniers,sous_cat_cosmetique_nombre_paniers,sous_cat_food_salee_nombre_paniers,sous_cat_food_sucree_nombre_paniers,sous_cat_jeux_enfants_nombre_paniers,sous_cat_pap_nombre_paniers,sous_cat_sans_alcool_nombre_paniers,sous_cat_sos_nombre_paniers,sous_cat_souvenirs_nombre_paniers,sous_cat_nan_nombre_paniers,sous_cat_ref_nombre_produits,sous_cat_accessoires_nombre_produits,sous_cat_alcool_nombre_produits,sous_cat_cosmetique_nombre_produits,sous_cat_food_salee_nombre_produits,sous_cat_food_sucree_nombre_produits,sous_cat_jeux_enfants_nombre_produits,sous_cat_pap_nombre_produits,sous_cat_sans_alcool_nombre_produits,sous_cat_sos_nombre_produits,sous_cat_souvenirs_nombre_produits,sous_cat_nan_nombre_produits,heure_0_nombre_ventes,heure_1_nombre_ventes,heure_2_nombre_ventes,heure_3_nombre_ventes,heure_4_nombre_ventes,heure_5_nombre_ventes,heure_6_nombre_ventes,heure_7_nombre_ventes,heure_8_nombre_ventes,heure_9_nombre_ventes,heure_10_nombre_ventes,heure_11_nombre_ventes,heure_12_nombre_ventes,heure_13_nombre_ventes,heure_14_nombre_ventes,heure_15_nombre_ventes,heure_16_nombre_ventes,heure_17_nombre_ventes,heure_18_nombre_ventes,heure_19_nombre_ventes,heure_20_nombre_ventes,heure_21_nombre_ventes,heure_22_nombre_ventes,heure_23_nombre_ventes,heure_0_montant_ventes,heure_1_montant_ventes,heure_2_montant_ventes,heure_3_montant_ventes,heure_4_montant_ventes,heure_5_montant_ventes,heure_6_montant_ventes,heure_7_montant_ventes,heure_8_montant_ventes,heure_9_montant_ventes,heure_10_montant_ventes,heure_11_montant_ventes,heure_12_montant_ventes,heure_13_montant_ventes,heure_14_montant_ventes,heure_15_montant_ventes,heure_16_montant_ventes,heure_17_montant_ventes,heure_18_montant_ventes,heure_19_montant_ventes,heure_20_montant_ventes,heure_21_montant_ventes,heure_22_montant_ventes,heure_23_montant_ventes,heure_0_nombre_paniers,heure_1_nombre_paniers,heure_2_nombre_paniers,heure_3_nombre_paniers,heure_4_nombre_paniers,heure_5_nombre_paniers,heure_6_nombre_paniers,heure_7_nombre_paniers,heure_8_nombre_paniers,heure_9_nombre_paniers,heure_10_nombre_paniers,heure_11_nombre_paniers,heure_12_nombre_paniers,heure_13_nombre_paniers,heure_14_nombre_paniers,heure_15_nombre_paniers,heure_16_nombre_paniers,heure_17_nombre_paniers,heure_18_nombre_paniers,heure_19_nombre_paniers,heure_20_nombre_paniers,heure_21_nombre_paniers,heure_22_nombre_paniers,heure_23_nombre_paniers,heure_0_nombre_produits,heure_1_nombre_produits,heure_2_nombre_produits,heure_3_nombre_produits,heure_4_nombre_produits,heure_5_nombre_produits,heure_6_nombre_produits,heure_7_nombre_produits,heure_8_nombre_produits,heure_9_nombre_produits,heure_10_nombre_produits,heure_11_nombre_produits,heure_12_nombre_produits,heure_13_nombre_produits,heure_14_nombre_produits,heure_15_nombre_produits,heure_16_nombre_produits,heure_17_nombre_produits,heure_18_nombre_produits,heure_19_nombre_produits,heure_20_nombre_produits,heure_21_nombre_produits,heure_22_nombre_produits,heure_23_nombre_produits,weekend_0_nombre_ventes,weekend_1_nombre_ventes,weekend_0_montant_ventes,weekend_1_montant_ventes,weekend_0_nombre_paniers,weekend_1_nombre_paniers,weekend_0_nombre_produits,weekend_1_nombre_produits,holiday_0_nombre_ventes,holiday_1_nombre_ventes,holiday_0_montant_ventes,holiday_1_montant_ventes,holiday_0_nombre_paniers,holiday_1_nombre_paniers,holiday_0_nombre_produits,holiday_1_nombre_produits,hotel_code,zone_scolaire,departement,nb_jours_feries,nb_jours_vacances_scolaires,nb_jours_vacances_hors_feries,nb_jours_dans_mois,jours_feries,jours_vacances_scolaires,jours_vacances_hors_feries
Novotel Porte d’Italie,2024,11,191.0,700.6599999999999,125.0,0.0,3.0,1.0,0.75,0.25,4,9,12,4,8,183.0,7.0,1.0,656.96,43.0,0.7,140.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,74.0,0.0,0.0,61.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,134.6,209.85999999999999,0.0,0.0,312.5,0.7,0.0,43.0,0.0,0.0,0.0,0.0,34.0,56.0,0.0,0.0,50.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,6.0,2.0,0.0,1.0,4.0,1.0,1.0,3.0,2.0,4.0,5.0,2.0,2.0,8.0,10.0,11.0,10.0,11.0,20.0,9.0,17.0,34.0,106.4,0.0,18.8,5.5,0.0,5.5,13.399999999999999,5.0,5.0,12.5,7.6,11.6,15.8,8.0,7.6,30.8,29.4,37.629999999999995,42.1,40.4,62.9,39.5,59.0,136.23000000000002,18.0,0.0,6.0,2.0,0.0,1.0,3.0,1.0,1.0,2.0,2.0,4.0,3.0,2.0,2.0,5.0,9.0,8.0,9.0,8.0,15.0,8.0,11.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,76.0,417.6,283.06,91.0,55.0,0.0,0.0,178.0,13.0,653.0600000000001,47.6,136.0,10.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2024,12,187.0,676.0999999999999,125.0,0.0,3.0,1.0,0.75,0.25,4,9,12,4,8,182.0,4.0,1.0,642.9,32.5,0.7,149.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,83.0,0.0,0.0,38.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,211.9,236.0,0.0,0.0,195.0,0.7,0.0,32.5,0.0,0.0,0.0,0.0,48.0,69.0,0.0,0.0,32.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,6.0,6.0,2.0,0.0,0.0,3.0,2.0,0.0,1.0,5.0,8.0,6.0,3.0,8.0,4.0,7.0,6.0,7.0,15.0,13.0,6.0,32.0,28.0,72.3,21.0,20.799999999999997,10.0,0.0,0.0,17.0,11.0,0.0,5.0,19.7,28.4,25.3,12.8,31.7,15.8,19.7,16.0,18.7,46.7,44.099999999999994,18.6,130.6,90.9,17.0,6.0,6.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0,4.0,6.0,5.0,3.0,6.0,4.0,5.0,4.0,6.0,13.0,10.0,6.0,26.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,74.0,403.4,272.7,95.0,59.0,0.0,0.0,181.0,6.0,656.9,19.2,149.0,5.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,1,32.0,151.60000000000002,21.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,26.0,6.0,0.0,85.6,66.0,0.0,22.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,12.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,23.9,35.7,0.0,0.0,26.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,7.0,11.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,6.0,5.0,2.0,0.0,3.0,1.0,0.0,7.5,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9,0.0,6.0,5.5,3.0,31.6,24.299999999999997,38.0,6.0,0.0,20.5,3.3,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,6.0,6.0,3.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,4.0,138.6,13.0,24.0,2.0,0.0,0.0,32.0,0.0,151.6,0.0,26.0,0.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,2,60.0,250.99999999999997,40.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,54.0,6.0,0.0,185.0,66.0,0.0,40.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,15.0,0.0,0.0,15.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,78.3,41.7,0.0,0.0,65.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,17.0,12.0,0.0,0.0,11.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,6.0,2.0,2.0,4.0,10.0,3.0,7.0,11.0,22.5,9.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,5.5,0.0,2.9,7.5,2.6,3.0,3.3,14.399999999999999,4.9,5.6,44.1,31.2,13.0,24.2,54.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,3.0,6.0,3.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,28.0,103.9,147.1,24.0,20.0,0.0,0.0,60.0,0.0,251.0,0.0,44.0,0.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,3,125.0,494.5999999999999,92.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,124.0,1.0,0.0,487.1,7.5,0.0,101.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,51.0,0.0,0.0,39.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,130.0,191.6,0.0,0.0,165.5,0.0,0.0,7.5,0.0,0.0,0.0,0.0,25.0,44.0,0.0,0.0,32.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,0.0,3.0,1.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,6.0,6.0,4.0,17.0,15.0,12.0,11.0,23.0,34.5,15.3,0.0,12.5,5.5,16.5,0.0,0.0,3.3,0.0,5.0,0.0,9.5,5.0,12.5,3.0,24.9,25.9,20.0,76.7,54.8,45.4,37.9,86.4,10.0,3.0,0.0,3.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,2.0,3.0,1.0,5.0,5.0,4.0,13.0,11.0,9.0,8.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,34.0,350.0,144.6,75.0,27.0,0.0,0.0,125.0,0.0,494.6,0.0,102.0,0.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,4,83.0,291.79999999999995,57.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,83.0,0.0,0.0,291.8,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,20.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.6,78.7,0.0,0.0,132.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,15.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,7.0,2.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,12.0,4.0,4.0,8.0,3.0,11.0,10.0,19.0,27.5,4.8,10.5,0.0,0.0,0.0,23.3,0.0,0.0,3.0,5.0,7.4,3.0,0.0,3.0,7.5,34.9,13.0,12.2,27.9,13.5,35.9,40.4,5.0,5.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,1.0,2.0,7.0,3.0,3.0,6.0,3.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,22.0,211.60000000000002,80.2,44.0,15.0,0.0,0.0,83.0,0.0,291.8,0.0,59.0,0.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,5,218.0,884.0999999999999,148.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,212.0,6.0,0.0,819.6,64.5,0.0,160.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,83.0,0.0,0.0,106.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,73.0,290.6,0.0,0.0,456.0,0.0,0.0,64.5,0.0,0.0,0.0,0.0,16.0,67.0,0.0,0.0,77.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,8.0,7.0,0.0,0.0,1.0,0.0,4.0,5.0,2.0,3.0,1.0,7.0,3.0,7.0,8.0,5.0,8.0,11.0,9.0,16.0,17.0,26.0,37.0,144.2,35.9,26.7,0.0,0.0,2.4,0.0,18.0,17.2,8.3,9.1,2.9,26.7,28.5,25.1,26.8,15.9,35.0,51.1,31.9,58.3,72.7,87.6,159.8,24.0,7.0,6.0,0.0,0.0,1.0,0.0,2.0,4.0,2.0,3.0,1.0,4.0,2.0,5.0,6.0,5.0,6.0,10.0,5.0,12.0,12.0,19.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,73.0,585.2,298.9,112.0,53.0,0.0,0.0,213.0,5.0,864.1,20.0,161.0,4.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,6,115.0,559.2,96.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,113.0,2.0,0.0,547.2,12.0,0.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,32.0,0.0,0.0,68.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,114.2,132.5,0.0,0.0,300.5,0.0,0.0,12.0,0.0,0.0,0.0,0.0,13.0,27.0,0.0,0.0,60.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,3.0,10.0,9.0,6.0,2.0,5.0,14.0,21.0,14.0,69.0,30.0,0.0,13.0,3.1,0.0,0.0,5.0,0.0,5.0,0.0,0.0,14.0,0.0,0.0,16.0,36.9,33.1,42.0,10.5,37.0,54.0,104.1,86.5,12.0,7.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,2.0,8.0,8.0,5.0,2.0,5.0,11.0,19.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,35.0,382.3,176.9,69.0,32.0,0.0,0.0,115.0,0.0,559.2,0.0,101.0,0.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,7,179.0,760.0,123.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,179.0,0.0,0.0,760.0,0.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,55.0,0.0,0.0,93.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,146.1,182.4,0.0,0.0,431.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,46.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.0,0.0,1.0,2.0,2.0,0.0,0.0,2.0,5.0,4.0,11.0,1.0,1.0,5.0,9.0,5.0,0.0,9.0,6.0,8.0,8.0,23.0,23.0,121.0,123.7,0.0,4.5,5.699999999999999,10.0,0.0,0.0,9.5,17.3,14.6,44.4,3.0,2.8,21.6,62.8,15.6,0.0,33.9,20.2,30.4,33.1,86.3,99.6,16.0,25.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,4.0,4.0,8.0,1.0,1.0,2.0,7.0,3.0,0.0,6.0,6.0,7.0,7.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,65.0,463.4,296.6,89.0,50.0,0.0,0.0,179.0,0.0,760.0,0.0,139.0,0.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,8,121.0,508.70000000000005,85.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,121.0,0.0,0.0,508.7,0.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,32.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.6,93.1,0.0,0.0,312.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,24.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,7.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,2.0,4.0,0.0,3.0,2.0,6.0,3.0,5.0,1.0,3.0,12.0,19.0,22.0,71.4,29.9,9.0,31.1,0.0,0.0,0.0,0.0,0.0,18.5,5.5,6.1,17.9,0.0,8.799999999999999,9.5,21.2,13.5,13.9,5.0,13.0,36.2,75.3,122.9,12.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,3.0,0.0,2.0,2.0,4.0,2.0,5.0,1.0,2.0,9.0,13.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.0,47.0,281.2,227.5,57.0,34.0,0.0,0.0,111.0,10.0,471.4,37.3,84.0,7.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,9,80.0,283.5,58.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,80.0,0.0,0.0,283.5,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,35.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.1,118.89999999999999,0.0,0.0,105.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,8.0,6.0,7.0,15.0,16.0,13.2,7.5,7.199999999999999,10.0,5.0,0.0,0.0,14.0,0.0,0.0,5.0,10.2,2.5,2.8,5.1,12.8,0.0,3.5,2.8,22.4,18.1,28.6,52.0,60.8,4.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,6.0,6.0,6.0,11.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,20.0,202.8,80.7,45.0,17.0,0.0,0.0,80.0,0.0,283.5,0.0,62.0,0.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,10,14.0,57.29999999999999,11.0,0.0,2.0,0.0,1.0,0.0,12,1,12,12,0,14.0,0.0,0.0,57.3,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,31.299999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,3.0,1.0,19.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5,2.3,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.3,11.0,0.0,8.399999999999999,3.3,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,2.0,37.8,19.5,10.0,2.0,0.0,0.0,14.0,0.0,57.3,0.0,12.0,0.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,11,94.0,291.15000000000003,66.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,94.0,0.0,0.0,291.15,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,41.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.15,108.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,33.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,5.0,3.0,2.0,2.0,4.0,3.0,2.0,7.0,7.0,14.0,8.0,9.0,22.7,24.1,0.0,0.0,7.5,0.0,0.0,5.0,12.5,0.0,5.3,3.0,11.5,6.05,6.0,3.0,12.8,8.8,6.5,21.5,22.0,45.3,29.1,38.5,10.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,3.0,0.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,3.0,2.0,5.0,6.0,12.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57.0,37.0,169.25,121.9,50.0,27.0,0.0,0.0,94.0,0.0,291.15,0.0,77.0,0.0,0.0,0.0,nan,,,,,,,[],[],[]
Novotel Porte d’Italie,2025,12,108.0,423.79999999999995,73.0,0.0,3.0,0.0,1.0,0.0,12,1,12,12,0,108.0,0.0,0.0,423.8,0.0,0.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,36.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.5,106.3,0.0,0.0,265.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,1.0,2.0,0.0,3.0,3.0,1.0,2.0,3.0,3.0,7.0,3.0,10.0,13.0,11.0,23.0,40.5,5.0,0.0,0.0,0.0,0.0,0.0,43.5,8.0,5.0,5.5,0.0,13.3,10.5,3.0,10.0,10.6,10.5,27.0,13.0,40.8,50.5,42.8,84.3,9.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,1.0,1.0,0.0,2.0,3.0,1.0,2.0,2.0,3.0,7.0,2.0,8.0,10.0,7.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66.0,42.0,259.7,164.1,51.0,32.0,0.0,0.0,104.0,4.0,409.8,14.0,80.0,3.0,0.0,0.0,nan,,,,,,,[],[],[]
