HOTEL_NAME,HOTEL_CITY,HOTEL_LAT,HOTEL_LON,RAYON_KM,OSM_TYPE,OSM_ID,NAME,SHOP_TYPE,BRAND,ADDRESS_STREET,ADDRESS_POSTCODE,ADDRESS_CITY,LAT,LON,DIST_KM
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,309974649,Boulangerie - Pâtisserie Méri,bakery,,,,,48.8891621,2.3259594,0.5290623032423782
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,408501350,CocciMarket City,convenience,CocciMarket City,,,,48.8979715,2.3359868,1.4806250854986585
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,449555466,Tabac de l'Europe,tobacco,,Rue de Lisbonne,75008,Paris,48.8776648,2.3157275,1.3443112032356068
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,463700064,Franprix,convenience,Franprix,Rue des Dames,75017,Paris,48.8834355,2.3203247,0.7392513260841473
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,463703260,Franprix,convenience,Franprix,,,,48.8862362,2.3189274,0.8211619492704961
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,463705952,Carrefour Express,convenience,Carrefour Express,,,,48.8850436,2.3209236,0.6680600130674994
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,463721572,Monoprix,supermarket,Monoprix,,,,48.8820794,2.3158563,1.096109075336966
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,546475280,Franprix,convenience,Franprix,,,,48.8769023,2.3218472,1.1044256377023964
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,546475287,Monoprix,supermarket,Monoprix,,,,48.8744523,2.3285538,1.2045307509468657
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,546475300,Brioche Dorée,bakery,Brioche Dorée,,,,48.8752058,2.3250611,1.1739816049909213
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,596073783,Carrefour City,convenience,Carrefour City,,,,48.8926398,2.3163584,1.2961204911914406
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,596076650,G20,supermarket,G20,,,,48.8893922,2.3195945,0.893414633754527
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,597271657,Super U,supermarket,Super U,,,,48.8893257,2.3220647,0.7401060862796732
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,599796542,Carrefour Market,convenience,Carrefour Market,,,,48.8940635,2.3281241,0.9912589898334889
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,599798589,La Mauvaise Herbe,bakery,Ronde des Pains,Avenue de Saint-Ouen,,,48.8941253,2.3276067,1.004111500519731
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,599956161,monop',supermarket,monop',,,,48.8935528,2.3274406,0.943925449531656
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,616578513,Franprix,convenience,Franprix,,,,48.8952644,2.3398942,1.3266311843961562
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,626615231,Maison Marquet,bakery,,,,,48.8958633,2.3466104,1.691259451225055
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,629775176,Gastronomie Russe,convenience,,Boulevard des Batignolles,75008,Paris,48.8814741,2.3185412,0.9403086689927294
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,637464370,Franprix,convenience,Franprix,,,,48.9031001,2.3310577,1.9873260177558056
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,658960147,Franprix,convenience,Franprix,,,,48.8763021,2.3355074,1.0708105592533759
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,672842501,Mini Market,convenience,,,75009,Paris,48.8793624,2.3337517,0.7072225759015823
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,672973035,Franprix,convenience,Franprix,Rue Jean-Baptiste Pigalle,75009,Paris,48.8782,2.33235,0.800570721974507
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,686810242,The Little Miches,bakery,,Rue de la Michodière,75002,Paris,48.8701285,2.3349193,1.7175348894119977
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,687044641,Kiosque de Paris,kiosk,,,,,48.8708675,2.3343357,1.628492214730234
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,687076221,Carrefour City,convenience,Carrefour City,,,,48.8693514,2.3369547,1.8373428531783424
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,724327864,Boulangerie Pâtisserie Chocolatier,bakery,,,,,48.8885532,2.3534751,1.7515416737306497
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,729117556,Cyprien,bakery,,Rue Notre-Dame-de-Lorette,75009,,48.8803918,2.3352607,0.6599033663846167
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,775875141,Franprix,convenience,Franprix,Rue Choron,75009,Paris,48.8777945,2.3400334,1.1035142774659663
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,797971130,Boulangerie du Palais,bakery,,,,,48.8943996,2.3143746,1.5335372198905735
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,813460453,La New Cave,alcohol,,,,,48.8728476,2.3209832,1.5293399119734683
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,813769751,Au Saint-Honoré,bakery,,,,,48.8721203,2.3123396,1.9510341627826278
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,814014124,Eric Kayser,bakery,Eric Kayser,Rue La Boétie,75008,Paris,48.8737653,2.3157665,1.6491678856862617
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,814098768,Le Derby,tobacco,,,,,48.8740946,2.3177657,1.5308514238934565
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,814805814,Monoprix,supermarket,Monoprix,Rue d'Astorg,75008,Paris,48.8743843,2.3197499,1.4230079131173938
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,815831085,"Boulangerie ""Les Caprices de Charlotte""",bakery,,,,,48.8726364,2.3241496,1.4664703584657015
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,822951255,G20,supermarket,G20,,,,48.8772158,2.3147005,1.4341497203537987
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,840951257,Dalloyau,bakery,,,,,48.8722755,2.3119496,1.9573413639645105
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,841786590,Pâtisserie Pages Blanches,bakery,,,,,48.8810541,2.3157148,1.1472561956603886
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,841916874,59 vins,alcohol,,Rue de Moscou,75008,,48.8806957,2.3249839,0.6267604044239798
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,974645514,Montmartre Souvenirs,gift,,,75018,Paris,48.8869795,2.3395686,0.7219761268604002
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1130833782,Alimentation Générale,convenience,,Rue Vauvenargues,75018,,48.8955278,2.3311159,1.1465978731172934
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1130833783,Les Délices Vauvenargues,bakery,,,,,48.8966921,2.3304065,1.2736963387768474
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1130833788,Boulangerie,bakery,,Rue Belliard,75018,,48.8957156,2.3308196,1.1661949477188358
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1235238730,Arnaud Delmontel,bakery,Arnaud DELMONTEL,,,,48.8794908,2.3399165,0.9636355464518206
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1236518959,Pâtisserie Hubert,bakery,,Rue de Maubeuge,,,48.8782649,2.3446579,1.319727319248895
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1251069184,Carrefour Market,convenience,Carrefour Market,,,,48.8818286,2.3399461,0.8166497957025762
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1272037735,Votre Marché,convenience,Votre Marché,,,,48.8829113,2.3174747,0.9556450557729161
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1293541716,Moisan,bakery,,,,,48.8765786,2.3385925,1.1477119298937528
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1294579498,Carrefour City,convenience,Carrefour City,,,,48.8759937,2.3404635,1.279176753274318
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1373984770,Levain d'Or,bakery,,,,,48.8703852,2.3424816,1.8852235118233374
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1440250985,Ernest & Valentin,bakery,Ernest & Valentin,,,,48.8771577,2.3394367,1.1305919727248817
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1440251030,Le Pain Retrouvé,bakery,,Rue des Martyrs,75009,,48.877703,2.3395918,1.0902364555551711
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1457027508,Monoprix,supermarket,Monoprix,,,,48.8933957,2.3335323,0.9418481583750958
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1483017724,Le Saint-Georges,tobacco,,Rue Saint-Lazare,75009,Paris,48.8768033,2.3372248,1.0746495730796812
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1483017725,Monop' Beauty,cosmetics,,,,,48.876751,2.3395102,1.1700311309127724
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1483017734,Les Gourmandises,bakery,,,,,48.8767239,2.3326961,0.9664131529345155
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1483017736,Pain Lazare,bakery,,,,,48.8767816,2.3351954,1.012831653848792
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1486314015,Au Sultan,tobacco,,,,,48.8707711,2.3461822,1.9947979639146403
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1486314054,Franprix,convenience,Franprix,Boulevard Poissonnière,,,48.8710449,2.3446309,1.9045909725746557
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1489467287,Naturalia,convenience,Naturalia,,,,48.8765327,2.3402855,1.223518161241389
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1490922319,Ace Mart,convenience,,Rue Sainte-Anne,75002,,48.8681933,2.3363065,1.9498321064777806
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1491381460,La parisienne,convenience,,,,,48.8776775,2.3492392,1.6355203911350409
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1504098177,Franprix,convenience,Franprix,,,Paris,48.8710189,2.3207761,1.7207440693254303
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1512074307,Galeries Lafayette Gourmet,convenience,,Boulevard Haussmann,75009,Paris,48.8730999,2.3298644,1.3499675475690145
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1574979106,Boulangerie des Epinettes,bakery,,,,,48.8942604,2.3207728,1.2110692146217088
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1574979109,Aux Épis d'Or,bakery,,,,,48.8945332,2.3199871,1.2687509469215732
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1574979646,Bacillus,bakery,,Rue de la Jonquière,,,48.8934902,2.3226995,1.0634209130576067
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1574981888,Franprix,convenience,Franprix,,,,48.8943719,2.3227237,1.1482405219323961
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1574982092,Carrefour City,convenience,Carrefour City,,75017,,48.8944319,2.3208944,1.2220141405214162
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1649702465,Ermenegildo Zegna,gift,,,,,48.8696817,2.3191304,1.9055566381573437
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1657926101,Boulangerie Simart.,bakery,,Rue Simart,75018,Paris,48.8912289,2.3475673,1.4432026836552492
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1657942853,,convenience,,Rue Eugène Sue,75018,Paris,48.8914035,2.347632,1.4564338773805723
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1667577634,,bakery,,,,,48.8944528,2.3445585,1.4743837342479527
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1667577637,La Tonnelle,convenience,,,,,48.8942289,2.3454357,1.5045077011179315
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1667577640,G20,supermarket,G20,,,,48.8946097,2.3446712,1.492446184777532
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1668443947,Monoprix,supermarket,Monoprix,,75018,Paris,48.894008,2.342013,1.309536817796978
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1668679088,Tabac Le Reinitas,tobacco,,,,,48.8935371,2.3426378,1.3028781503391358
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1668712184,Vinum Picatum,alcohol,,Rue Letort,75018,Paris,48.893953,2.342951,1.3518921129787362
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1668761365,,convenience,,,,,48.893762,2.347217,1.5723611751643651
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1668766274,Le Flash,tobacco,,,,,48.89361,2.347729,1.5924559215159975
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1668860940,Nicolas,alcohol,Nicolas,,,,48.893433,2.343072,1.3174531173784838
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1668864297,U Express,convenience,U Express,Rue du Poteau,75018,Paris,48.8935226,2.3422123,1.2799415376708643
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1668864766,Cousin,bakery,,,,,48.8936136,2.3425118,1.3024571865746537
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1669024634,Naturalia,convenience,Naturalia,,,,48.894102,2.341431,1.2894908529154987
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1670553051,Nocibé,cosmetics,Nocibé,,,,48.8710032,2.3331689,1.5993278157102775
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1674937139,Maison Landemaine,bakery,,Rue du Poteau,,,48.8927831,2.3440127,1.3209394893072417
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1674948180,Sitis Market,supermarket,,,,,48.892962,2.34443,1.3571452761063392
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1679481149,Alimentation générale,convenience,,,,,48.895043,2.352699,1.982152244599033
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1679496605,Naturalia,convenience,,Boulevard Ornano,75018,,48.893096,2.348163,1.5861336377239976
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1691558834,Copains,bakery,,Rue Legendre,75017,Paris,48.8862034,2.3175717,0.9190463591555404
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1699170789,A la Mère de Famille,confectionery,,Rue du Faubourg Montmartre,75009,,48.8739531,2.3423256,1.5427874395758068
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1725093479,Monop',convenience,Monop',,,,48.8695651,2.339943,1.8869836314405681
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1741256366,Monop'Beauty,cosmetics,Monop'Beauty,Rue des Abbesses,75018,Paris,48.885035,2.3373402,0.5331404178605197
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1775896671,Aldi,supermarket,Aldi,Rue de Clignancourt,,,48.8846545,2.3473544,1.2665554301953539
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1775899193,La Montmartroise,bakery,,,,,48.8863207,2.3474156,1.2750135011907109
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1778046874,Le Lotus,tobacco,,,,,48.8708412,2.3233947,1.673505756445745
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1789405050,Bio C' Bon,supermarket,Bio C' Bon,Place Pigalle,75009,Paris,48.8817666,2.3371231,0.6451596495320454
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1789405054,Carrefour City,convenience,Carrefour City,,,,48.8773306,2.3392579,1.1073766986595588
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1789405057,Monop',convenience,Monop',,,,48.882085,2.337801,0.6662032287244752
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1791378692,Au Pain d'Antan,bakery,,Rue Eugène Sue,75018,Paris,48.8907434,2.3457771,1.3022361060546028
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1791378696,Akoui,bakery,,,,,48.8873578,2.3512342,1.566333356244809
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1793087781,,bakery,,,,,48.8847246,2.3539243,1.7462041548280718
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1794024215,Paris Souvenirs,gift,,,,,48.8792493,2.3541151,1.8811921517455972
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1799393550,La Cure Gourmande,confectionery,,,,,48.8721227,2.3420762,1.7029747987573105
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1801886704,Midoré,bakery,,,,,48.8780349,2.3268217,0.8353154717186788
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1803870994,Nicolas,alcohol,Nicolas,,,,48.8862928,2.3185528,0.8491538572543925
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1821668279,Du Vin et des Bulles,alcohol,,,,,48.8771902,2.3323252,0.9103335641441199
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1821668283,Jardin de Trinité,convenience,,,,,48.8770108,2.3324014,0.930965373128942
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1821668284,La Bonbonnière,confectionery,,,,,48.8770772,2.3323745,0.923346153763908
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1821733220,Le Nouveau Calumet,tobacco,,,,,48.8763804,2.3352736,1.0564399868882517
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1821967149,Brioche dorée,bakery,Brioche Dorée,,,,48.8717348,2.3426744,1.7625648992177698
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1823551359,Banette,bakery,Banette,Rue de Clichy,,,48.8816987,2.3281627,0.417366006558117
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1823551389,Carrefour Express,convenience,Carrefour Express,,,,48.8818811,2.3280757,0.40054315430159404
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1823551390,Le Repaire de Bacchus,alcohol,,,,,48.8815871,2.3284275,0.4232450441378586
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1823551394,Maison Landemaine,bakery,,,75009,,48.8808802,2.3287802,0.4936517535416954
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1824509089,Brioche Dorée,bakery,Brioche Dorée,,,,48.874364,2.3328049,1.2259337901445635
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1824509125,Image de France,gift,,,,,48.874233,2.3334028,1.2481389725887764
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1827138885,Cours des Halles,convenience,,,,,48.8765696,2.3394387,1.183324959302055
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1827138921,RAP,alcohol,,,,,48.8762916,2.3397239,1.2206042029069688
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1827699345,Franprix,convenience,Franprix,,,,48.875823,2.3427579,1.399723328611645
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1832068177,Âme et Esprit du Vin,alcohol,,,,,48.8793168,2.3479668,1.4660002228642215
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1868445228,Franprix,convenience,Franprix,,,,48.8879982,2.348721,1.3988027072755977
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1868448867,,bakery,,Rue Custine,75018,Paris,48.8872558,2.349255,1.421600871561276
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1868462009,Tout Kin,convenience,,,,,48.8883991,2.3510703,1.5761741748775568
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1868469470,Tembely Boulangerie,bakery,,,,,48.8870451,2.353578,1.7315784250690247
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1869833283,Carrefour Market,convenience,Carrefour Market,,,,48.8887877,2.3498107,1.4973303668076177
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1877309834,Koi Kon Boi?,alcohol,,Rue Custine,75018,Paris,48.8896935,2.3436443,1.1101356945368965
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1877345055,Le Grenier à Pain,bakery,,Rue Caulaincourt,,,48.8898589,2.3421554,1.022978508313932
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1877456892,Monoprix,supermarket,Monoprix,,,,48.8868122,2.3256852,0.3642442487891358
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1877472698,Au Pain Complet de Paris,bakery,,,,,48.8906741,2.3434068,1.1480700310545695
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1877539384,Monoprix,supermarket,Monoprix,Rue Pierre Fontaine,75009,Paris,48.883444,2.3329119,0.28896160452625724
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1877597664,Auchan Supermarché,supermarket,Auchan Supermarché,,75008,,48.8830525,2.326204,0.37210340372242506
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1877600066,Supérette du Sacré-Cœur,convenience,,,,,48.885169,2.3306135,0.04155985187922551
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1886394598,Franprix,convenience,Franprix,Rue la Condamine,75017,Paris,48.8872701,2.3233457,0.5400445011826507
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1886409293,Baptiste,bakery,,,,,48.8883556,2.3187821,0.8941137480660513
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1886409294,,bakery,,,,,48.8890835,2.3224688,0.7002579462615469
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896104345,U Express,convenience,U Express,,,,48.8939964,2.332368,0.9882605202350764
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896106173,La baguette gourmande,bakery,,,,,48.8939893,2.33295,0.9956513746359624
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896120018,Monoprix,supermarket,Monoprix,Rue Ordener,75018,Paris,48.8938623,2.3337104,0.9953214259896441
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896121030,Boulangerie à l'Ancienne,bakery,,,,,48.8940331,2.3343065,1.0259801882510287
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896121291,Maison N & A,bakery,,,,,48.8935563,2.3361085,1.0251942400884
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896130094,Franprix,convenience,Franprix,,,,48.8906695,2.3342086,0.6758171721957142
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896161944,boulangerie,bakery,,Rue Désiré Ruggieri,75018,,48.8946783,2.3351548,1.1137667722260765
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896162876,Carrefour City,convenience,Carrefour City,,,,48.8965964,2.3381709,1.3952379066387806
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896163166,Aldi,supermarket,Aldi,Rue du Poteau,,,48.8970628,2.337963,1.4361581708393893
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896172208,,kiosk,,,,,48.8974522,2.3445742,1.72358561703989
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896179710,Le Fournil d'Ornano,bakery,,,,,48.8972841,2.3451929,1.737356372978279
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896184401,Franprix,convenience,Franprix,,,,48.8975027,2.3345968,1.4034122665498643
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896220612,,bakery,,,,,48.89794,2.3340737,1.4424305740755705
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896232180,Franprix,convenience,Franprix,Boulevard Ornano,75018,Paris,48.8961759,2.3461635,1.6928246984300173
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896243049,,bakery,,,,,48.8958876,2.3435554,1.5414171878542828
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896328979,Rapid Market,convenience,,,,,48.888102,2.3326713,0.3713125811817136
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1896380470,Boulangerie,bakery,,,,,48.8932962,2.3379872,1.0671516454371166
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1909148979,Escale Douceur,bakery,,,,,48.8980668,2.3286869,1.4298020813022427
Mercure Paris Montmartre Sacré-Cœur,Paris,48.8852398,2.3300554,2,node,1909181118,,bakery,,,,,48.8980233,2.3377463,1.5286274313843444
