nom_hotel,annee,mois,categorie,sous_categorie,is_weekend,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,0,73.0,225.5,49.0,8.0
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,1,23.0,84.0,14.0,8.0
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,0,190.0,641.0,143.0,11.0
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,1,77.0,254.5,49.0,11.0
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,0,30.0,153.0,26.0,4.0
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,1,11.0,52.5,8.0,3.0
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,0,52.0,139.0,40.0,8.0
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,1,28.0,83.5,21.0,6.0
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,0,263.0,806.5,190.0,11.0
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,1,162.0,534.0,106.0,11.0
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,0,9.0,37.5,9.0,2.0
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,1,8.0,42.5,5.0,3.0
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,0,38.0,101.5,33.0,8.0
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,1,9.0,29.0,7.0,4.0
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,0,91.0,268.5,80.0,11.0
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,1,52.0,160.0,44.0,7.0
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,0,26.0,102.5,19.0,3.0
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,1,6.0,22.5,6.0,3.0
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SUCREE,0,57.0,175.0,43.0,9.0
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SUCREE,1,9.0,23.0,9.0,7.0
Ibis budget Strasbourg Centre République,2025,10,F_B,SANS ALCOOL,0,161.0,515.5,131.0,11.0
Ibis budget Strasbourg Centre République,2025,10,F_B,SANS ALCOOL,1,50.0,152.0,38.0,10.0
Ibis budget Strasbourg Centre République,2025,11,F_B,FOOD SALEE,0,29.0,132.5,21.0,3.0
Ibis budget Strasbourg Centre République,2025,11,F_B,FOOD SALEE,1,15.0,52.5,13.0,3.0
Ibis budget Strasbourg Centre République,2025,11,F_B,FOOD SUCREE,0,50.0,143.5,36.0,8.0
Ibis budget Strasbourg Centre République,2025,11,F_B,FOOD SUCREE,1,43.0,143.5,28.0,8.0
Ibis budget Strasbourg Centre République,2025,11,F_B,SANS ALCOOL,0,147.0,494.5,109.0,11.0
Ibis budget Strasbourg Centre République,2025,11,F_B,SANS ALCOOL,1,70.0,226.0,55.0,11.0
Ibis budget Strasbourg Centre République,2025,12,F_B,FOOD SALEE,0,36.0,152.5,28.0,3.0
Ibis budget Strasbourg Centre République,2025,12,F_B,FOOD SALEE,1,15.0,47.5,12.0,2.0
Ibis budget Strasbourg Centre République,2025,12,F_B,FOOD SUCREE,0,101.0,278.0,69.0,8.0
Ibis budget Strasbourg Centre République,2025,12,F_B,FOOD SUCREE,1,42.0,129.0,32.0,8.0
Ibis budget Strasbourg Centre République,2025,12,F_B,SANS ALCOOL,0,305.0,1074.5,224.0,11.0
Ibis budget Strasbourg Centre République,2025,12,F_B,SANS ALCOOL,1,128.0,433.0,100.0,11.0
Mercure Paris Montmartre Sacré-Cœur,2024,1,N_F_B,COSMETIQUE,0,2.0,1.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,ALCOOL,0,32.0,284.0,26.0,8.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,ALCOOL,1,14.0,151.0,11.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,FOOD SALEE,0,25.0,112.0,21.0,10.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,FOOD SALEE,1,20.0,96.0,14.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,FOOD SUCREE,0,22.0,128.0,20.0,10.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,FOOD SUCREE,1,9.0,42.0,8.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,SANS ALCOOL,0,170.0,1181.5,126.0,8.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,F_B,SANS ALCOOL,1,73.0,610.0,51.0,8.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,N_F_B,COSMETIQUE,0,1.0,30.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,N_F_B,COSMETIQUE,1,6.0,260.0,3.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,N_F_B,SOS,0,1.0,9.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,2,N_F_B,SOS,1,3.0,79.0,3.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,ALCOOL,0,48.0,369.0,38.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,ALCOOL,1,23.0,215.0,19.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,FOOD SALEE,0,17.0,120.0,13.0,6.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,FOOD SALEE,1,14.0,69.0,13.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,FOOD SUCREE,0,57.0,214.0,46.0,8.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,FOOD SUCREE,1,50.0,183.0,39.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,SANS ALCOOL,0,280.0,1842.5,215.0,8.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,F_B,SANS ALCOOL,1,143.0,922.5,105.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,COSMETIQUE,0,6.0,146.0,5.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,COSMETIQUE,1,1.0,14.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,SOS,0,8.0,250.0,6.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,SOS,1,4.0,168.0,3.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,3,N_F_B,SOUVENIRS,0,2.0,44.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,ALCOOL,0,78.0,698.0,60.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,ALCOOL,1,35.0,356.0,27.0,6.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,FOOD SALEE,0,38.0,187.0,37.0,10.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,FOOD SALEE,1,17.0,92.0,17.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,FOOD SUCREE,0,61.0,278.0,40.0,6.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,FOOD SUCREE,1,25.0,88.0,19.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,SANS ALCOOL,0,287.0,1801.0,224.0,11.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,SANS ALCOOL,1,175.0,1202.0,128.0,10.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,F_B,SOUVENIRS,0,6.0,168.0,4.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,COSMETIQUE,0,4.0,126.0,3.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,COSMETIQUE,1,9.0,215.0,7.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,SOS,0,9.0,236.0,7.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,SOUVENIRS,0,4.0,192.0,3.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,4,N_F_B,SOUVENIRS,1,1.0,32.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,ALCOOL,0,67.0,715.0,47.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,ALCOOL,1,32.0,324.0,21.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,FOOD SALEE,0,50.0,341.0,44.0,10.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,FOOD SALEE,1,18.0,90.0,16.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,FOOD SUCREE,0,56.0,231.0,38.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,FOOD SUCREE,1,11.0,68.0,7.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,SANS ALCOOL,0,268.0,1940.0,187.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,F_B,SANS ALCOOL,1,116.0,820.0,86.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,COSMETIQUE,0,5.0,111.0,4.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,COSMETIQUE,1,2.0,52.0,2.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,SOS,0,11.0,106.0,7.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,SOS,1,3.0,18.0,3.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,5,N_F_B,SOUVENIRS,1,1.0,32.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,ALCOOL,0,52.0,469.0,37.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,ALCOOL,1,19.0,205.0,12.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SALEE,0,36.0,194.0,31.0,8.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SALEE,1,20.0,102.0,18.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SUCREE,0,81.0,307.0,61.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,FOOD SUCREE,1,26.0,84.0,19.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SANS ALCOOL,0,428.0,3449.0,289.0,10.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SANS ALCOOL,1,135.0,875.0,105.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SOUVENIRS,0,2.0,30.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,F_B,SOUVENIRS,1,1.0,15.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,N_F_B,COSMETIQUE,0,5.0,157.0,3.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,N_F_B,SOS,1,1.0,8.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,6,N_F_B,SOUVENIRS,1,1.0,42.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,ALCOOL,0,89.0,1042.0,58.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,ALCOOL,1,7.0,179.0,5.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SALEE,0,48.0,280.0,40.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SALEE,1,10.0,60.0,9.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SUCREE,0,107.0,369.0,76.0,6.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,FOOD SUCREE,1,21.0,82.0,15.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,SANS ALCOOL,0,303.0,4205.0,186.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,SANS ALCOOL,1,60.0,430.0,43.0,8.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,F_B,SOUVENIRS,0,1.0,15.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,COSMETIQUE,0,3.0,95.0,1.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,COSMETIQUE,1,1.0,13.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,SOS,0,3.0,34.0,3.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,7,N_F_B,SOUVENIRS,0,1.0,22.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,ALCOOL,0,67.0,892.0,46.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,ALCOOL,1,31.0,429.0,21.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SALEE,0,44.0,238.0,39.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SALEE,1,9.0,55.0,7.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SUCREE,0,92.0,422.0,55.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,FOOD SUCREE,1,30.0,146.0,17.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,SANS ALCOOL,0,239.0,2085.0,146.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,SANS ALCOOL,1,103.0,915.0,67.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOS,0,2.0,30.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOS,1,3.0,31.0,2.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOUVENIRS,1,1.0,42.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,ALCOOL,0,108.0,1655.0,76.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,ALCOOL,1,77.0,1095.0,59.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SALEE,0,69.0,417.0,59.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SALEE,1,27.0,147.0,24.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SUCREE,0,78.0,375.0,51.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SUCREE,1,29.0,119.0,24.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,SANS ALCOOL,0,349.0,2905.0,231.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,SANS ALCOOL,1,163.0,1225.0,102.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,N_F_B,SOS,0,2.0,12.0,2.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,9,N_F_B,SOUVENIRS,0,1.0,42.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,ALCOOL,0,129.0,1825.0,87.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,ALCOOL,1,53.0,1032.0,36.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SALEE,0,81.0,527.0,66.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SALEE,1,35.0,215.0,30.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SUCREE,0,57.0,292.0,41.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SUCREE,1,41.0,207.0,28.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,SANS ALCOOL,0,458.0,3510.0,284.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,SANS ALCOOL,1,192.0,1600.0,116.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,N_F_B,SOS,0,7.0,91.0,5.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,10,N_F_B,SOUVENIRS,0,5.0,219.0,2.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,ALCOOL,0,64.0,1010.0,43.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,ALCOOL,1,32.0,448.0,23.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SALEE,0,47.0,341.0,35.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SALEE,1,30.0,198.0,22.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SUCREE,0,61.0,233.0,44.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SUCREE,1,33.0,153.0,21.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SANS ALCOOL,0,302.0,2230.0,190.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SANS ALCOOL,1,135.0,1045.0,87.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SOUVENIRS,0,1.0,15.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,N_F_B,COSMETIQUE,0,2.0,25.0,2.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,11,N_F_B,SOS,1,1.0,8.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,ALCOOL,0,72.0,1284.0,48.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,ALCOOL,1,41.0,755.0,28.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SALEE,0,50.0,290.0,40.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SALEE,1,8.0,48.0,7.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SUCREE,0,72.0,336.0,40.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SUCREE,1,26.0,96.0,20.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,SANS ALCOOL,0,237.0,1825.0,169.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,SANS ALCOOL,1,107.0,795.0,71.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,N_F_B,COSMETIQUE,0,3.0,54.0,3.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2024,12,N_F_B,COSMETIQUE,1,2.0,26.0,1.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,ALCOOL,0,59.0,1045.0,48.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,ALCOOL,1,22.0,469.0,15.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SALEE,0,38.0,206.0,32.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SALEE,1,16.0,68.0,14.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SUCREE,0,99.0,513.0,51.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SUCREE,1,32.0,108.0,20.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SANS ALCOOL,0,258.0,2170.0,174.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SANS ALCOOL,1,62.0,460.0,46.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SOUVENIRS,0,1.0,15.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SOUVENIRS,1,1.0,14.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,COSMETIQUE,0,6.0,72.0,6.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,SOS,0,2.0,23.0,2.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,SOS,1,1.0,15.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,ALCOOL,0,32.0,395.0,20.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,ALCOOL,1,43.0,1408.0,30.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SALEE,0,28.0,176.0,18.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SALEE,1,39.0,171.0,34.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SUCREE,0,47.0,166.0,35.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SUCREE,1,36.0,105.0,30.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SANS ALCOOL,0,155.0,1045.0,120.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SANS ALCOOL,1,117.0,745.0,93.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SOUVENIRS,0,2.0,29.0,2.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,COSMETIQUE,0,5.0,60.0,5.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOS,0,2.0,23.0,2.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOS,1,2.0,30.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOUVENIRS,0,5.0,378.0,3.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,ALCOOL,0,58.0,1134.0,43.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,ALCOOL,1,30.0,467.0,24.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SALEE,0,41.0,197.0,35.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SALEE,1,23.0,141.0,17.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SUCREE,0,61.0,215.0,44.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SUCREE,1,38.0,152.0,25.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SANS ALCOOL,0,192.0,1450.0,138.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SANS ALCOOL,1,117.0,805.0,86.0,8.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SOUVENIRS,0,1.0,14.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,COSMETIQUE,0,5.0,78.0,5.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,SOS,0,1.0,8.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,SOS,1,2.0,8.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,ALCOOL,0,81.0,1427.0,50.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,ALCOOL,1,27.0,414.0,23.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SALEE,0,20.0,88.0,20.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SALEE,1,19.0,81.0,18.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SUCREE,0,65.0,272.0,44.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SUCREE,1,35.0,125.0,24.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,SANS ALCOOL,0,181.0,1355.0,126.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,SANS ALCOOL,1,75.0,625.0,58.0,6.0
Mercure Paris Montmartre Sacré-Cœur,2025,4,N_F_B,COSMETIQUE,0,5.0,63.0,5.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,ALCOOL,0,27.0,529.0,21.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,ALCOOL,1,28.0,487.0,22.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SALEE,0,14.0,58.0,14.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SALEE,1,13.0,59.0,11.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SUCREE,0,48.0,148.0,35.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SUCREE,1,33.0,90.0,27.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,SANS ALCOOL,0,120.0,1160.0,79.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,SANS ALCOOL,1,66.0,520.0,46.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,N_F_B,COSMETIQUE,0,2.0,24.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,5,N_F_B,COSMETIQUE,1,1.0,12.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,ALCOOL,0,30.0,501.0,23.0,6.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,ALCOOL,1,7.0,240.0,7.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SALEE,0,30.0,132.0,27.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SALEE,1,10.0,58.0,7.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SUCREE,0,78.0,245.0,66.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SUCREE,1,38.0,150.0,26.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,SANS ALCOOL,0,163.0,1155.0,123.0,9.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,SANS ALCOOL,1,99.0,765.0,73.0,7.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,COSMETIQUE,0,7.0,109.0,5.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,SOS,0,3.0,75.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,SOS,1,1.0,15.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,ALCOOL,0,26.0,421.0,22.0,6.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,ALCOOL,1,5.0,92.0,5.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SALEE,0,20.0,100.0,17.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SALEE,1,17.0,173.0,12.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SUCREE,0,51.0,227.0,35.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SUCREE,1,13.0,43.0,11.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,SANS ALCOOL,0,107.0,695.0,82.0,10.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,SANS ALCOOL,1,42.0,300.0,33.0,6.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,COSMETIQUE,0,1.0,12.0,1.0,1.0
