nom_hotel,annee,mois,categorie,sous_categorie,is_weekend,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,COSMETIQUE,1,1.0,30.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOS,1,1.0,15.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOUVENIRS,0,2.0,44.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,ALCOOL,0,28.0,393.0,20.0,6.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,ALCOOL,1,5.0,149.0,5.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,0,19.0,91.0,17.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,1,8.0,44.0,7.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,0,30.0,115.0,21.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,1,23.0,70.0,17.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,0,58.0,482.0,38.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,1,40.0,376.0,28.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,COSMETIQUE,0,1.0,12.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOS,1,1.0,15.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOUVENIRS,0,1.0,42.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,ALCOOL,0,46.0,986.0,32.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,ALCOOL,1,23.0,425.0,17.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SALEE,0,42.0,190.0,39.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SALEE,1,10.0,44.0,9.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SUCREE,0,104.0,404.0,69.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SUCREE,1,25.0,92.0,16.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,SANS ALCOOL,0,189.0,1371.0,143.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,SANS ALCOOL,1,58.0,410.0,46.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,COSMETIQUE,0,1.0,30.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOS,0,2.0,30.0,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOUVENIRS,1,1.0,42.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,ALCOOL,0,79.0,1049.0,59.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,ALCOOL,1,23.0,395.0,17.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SALEE,0,29.0,147.0,27.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SALEE,1,11.0,67.0,9.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SUCREE,0,66.0,193.0,53.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SUCREE,1,31.0,138.0,20.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,SANS ALCOOL,0,217.0,1475.0,168.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,SANS ALCOOL,1,127.0,1045.0,82.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,COSMETIQUE,0,4.0,58.7,3.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,COSMETIQUE,1,1.0,12.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,SOS,1,2.0,27.8,2.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,ALCOOL,0,43.0,765.0,36.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,ALCOOL,1,22.0,427.0,18.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SALEE,0,20.0,108.0,16.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SALEE,1,18.0,94.0,15.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SUCREE,0,59.0,187.0,43.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SUCREE,1,46.0,197.0,28.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,SANS ALCOOL,0,105.0,855.0,77.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,SANS ALCOOL,1,83.0,575.0,65.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,COSMETIQUE,0,2.0,19.9,2.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,COSMETIQUE,1,3.0,35.8,3.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,SOS,0,3.0,42.8,3.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,SOS,1,1.0,15.0,1.0,1.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,ALCOOL,0,42.0,750.0,31.0,5.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,ALCOOL,1,15.0,322.0,13.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SALEE,0,40.0,194.0,33.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SALEE,1,15.0,83.0,12.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SUCREE,0,42.0,188.0,30.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SUCREE,1,27.0,189.0,16.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,SANS ALCOOL,0,170.0,1230.0,127.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,SANS ALCOOL,1,65.0,475.0,48.0,4.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,COSMETIQUE,0,7.0,69.6,7.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,COSMETIQUE,1,6.0,78.8,6.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOS,0,4.0,44.9,3.0,3.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOS,1,2.0,18.0,2.0,2.0
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOUVENIRS,0,1.0,22.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SALEE,0,15.0,92.0,4.0,6.0
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SUCREE,0,8.0,52.0,7.0,6.0
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SUCREE,1,2.0,16.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,3,N_F_B,ACCESSOIRES,0,3.0,59.0,3.0,2.0
Novotel Megève Mont-Blanc,2024,3,N_F_B,COSMETIQUE,0,6.0,44.0,5.0,3.0
Novotel Megève Mont-Blanc,2024,3,N_F_B,COSMETIQUE,1,3.0,74.0,2.0,3.0
Novotel Megève Mont-Blanc,2024,3,N_F_B,JEUX / ENFANTS,0,9.0,177.0,11.0,11.0
Novotel Megève Mont-Blanc,2024,3,N_F_B,JEUX / ENFANTS,1,4.0,49.0,3.0,4.0
Novotel Megève Mont-Blanc,2024,3,N_F_B,PAP,1,3.0,105.0,3.0,3.0
Novotel Megève Mont-Blanc,2024,3,N_F_B,SOUVENIRS,1,1.0,18.0,1.0,0.0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SALEE,0,2.0,10.0,2.0,1.0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SALEE,1,5.0,29.0,4.0,4.0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SUCREE,0,11.0,84.0,5.0,7.0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SUCREE,1,12.0,83.5,7.0,9.0
Novotel Megève Mont-Blanc,2024,4,F_B,SANS ALCOOL,0,7.0,16.5,6.0,2.0
Novotel Megève Mont-Blanc,2024,4,F_B,SANS ALCOOL,1,1.0,2.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,4,N_F_B,ACCESSOIRES,0,3.0,27.0,3.0,2.0
Novotel Megève Mont-Blanc,2024,4,N_F_B,ACCESSOIRES,1,2.0,46.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,4,N_F_B,COSMETIQUE,0,11.0,204.6,8.0,7.0
Novotel Megève Mont-Blanc,2024,4,N_F_B,COSMETIQUE,1,3.0,43.9,2.0,2.0
Novotel Megève Mont-Blanc,2024,4,N_F_B,JEUX / ENFANTS,0,8.0,89.0,6.0,8.0
Novotel Megève Mont-Blanc,2024,4,N_F_B,JEUX / ENFANTS,1,3.0,44.0,1.0,2.0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOS,0,4.0,90.0,4.0,0.0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOUVENIRS,0,7.0,112.0,3.0,5.0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOUVENIRS,1,1.0,18.0,1.0,0.0
Novotel Megève Mont-Blanc,2024,5,F_B,ALCOOL,0,5.0,48.0,3.0,3.0
Novotel Megève Mont-Blanc,2024,5,F_B,ALCOOL,1,1.0,12.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SALEE,0,4.0,27.0,4.0,4.0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SUCREE,0,16.0,116.0,10.0,7.0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SUCREE,1,6.0,36.5,5.0,5.0
Novotel Megève Mont-Blanc,2024,5,F_B,SANS ALCOOL,0,31.0,80.5,20.0,8.0
Novotel Megève Mont-Blanc,2024,5,F_B,SANS ALCOOL,1,3.0,7.5,2.0,1.0
Novotel Megève Mont-Blanc,2024,5,F_B,SOUVENIRS,0,2.0,14.0,1.0,2.0
Novotel Megève Mont-Blanc,2024,5,N_F_B,ACCESSOIRES,0,8.0,285.0,7.0,4.0
Novotel Megève Mont-Blanc,2024,5,N_F_B,ACCESSOIRES,1,1.0,80.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,5,N_F_B,COSMETIQUE,0,10.0,234.0,9.0,4.0
Novotel Megève Mont-Blanc,2024,5,N_F_B,COSMETIQUE,1,7.0,146.9,4.0,6.0
Novotel Megève Mont-Blanc,2024,5,N_F_B,JEUX / ENFANTS,0,5.0,77.0,4.0,5.0
Novotel Megève Mont-Blanc,2024,5,N_F_B,JEUX / ENFANTS,1,1.0,12.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,5,N_F_B,PAP,1,2.0,60.0,1.0,2.0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOS,0,6.0,112.0,4.0,4.0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOUVENIRS,0,2.0,32.0,1.0,2.0
Novotel Megève Mont-Blanc,2024,6,F_B,ALCOOL,0,2.0,24.0,2.0,1.0
Novotel Megève Mont-Blanc,2024,6,F_B,ALCOOL,1,10.0,88.0,5.0,3.0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SALEE,0,2.0,12.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SALEE,1,10.0,54.0,5.0,3.0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SUCREE,0,12.0,89.5,8.0,8.0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SUCREE,1,5.0,27.0,3.0,4.0
Novotel Megève Mont-Blanc,2024,6,F_B,SANS ALCOOL,0,23.0,59.5,17.0,8.0
Novotel Megève Mont-Blanc,2024,6,F_B,SANS ALCOOL,1,9.0,23.0,7.0,4.0
Novotel Megève Mont-Blanc,2024,6,F_B,SOUVENIRS,1,1.0,7.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,6,N_F_B,ACCESSOIRES,0,1.0,12.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,6,N_F_B,ACCESSOIRES,1,5.0,63.0,5.0,2.0
Novotel Megève Mont-Blanc,2024,6,N_F_B,COSMETIQUE,0,7.0,150.8,7.0,4.0
Novotel Megève Mont-Blanc,2024,6,N_F_B,COSMETIQUE,1,1.0,15.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,6,N_F_B,JEUX / ENFANTS,0,7.0,113.0,6.0,5.0
Novotel Megève Mont-Blanc,2024,6,N_F_B,JEUX / ENFANTS,1,7.0,74.0,2.0,3.0
Novotel Megève Mont-Blanc,2024,6,N_F_B,PAP,1,1.0,45.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,6,N_F_B,SOS,0,2.0,34.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,6,N_F_B,SOS,1,4.0,83.0,4.0,1.0
Novotel Megève Mont-Blanc,2024,7,F_B,ALCOOL,1,5.0,44.0,3.0,3.0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SALEE,0,11.0,59.0,8.0,3.0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SALEE,1,1.0,5.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SUCREE,0,15.0,106.0,9.0,7.0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SUCREE,1,8.0,48.0,8.0,6.0
Novotel Megève Mont-Blanc,2024,7,F_B,SANS ALCOOL,0,49.0,129.0,32.0,8.0
Novotel Megève Mont-Blanc,2024,7,F_B,SANS ALCOOL,1,9.0,23.5,7.0,5.0
Novotel Megève Mont-Blanc,2024,7,F_B,SOUVENIRS,0,1.0,6.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,ACCESSOIRES,0,5.0,167.0,5.0,4.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,ACCESSOIRES,1,2.0,30.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,COSMETIQUE,0,10.0,115.0,8.0,7.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,COSMETIQUE,1,3.0,39.9,3.0,2.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,JEUX / ENFANTS,0,5.0,88.0,5.0,4.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,JEUX / ENFANTS,1,1.0,17.0,1.0,0.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,PAP,0,4.0,69.0,3.0,3.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,PAP,1,1.0,30.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOS,0,10.0,201.0,10.0,3.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOS,1,1.0,12.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOUVENIRS,1,7.0,112.0,3.0,5.0
Novotel Megève Mont-Blanc,2024,8,F_B,ALCOOL,0,2.0,16.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,8,F_B,ALCOOL,1,2.0,16.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SALEE,0,12.0,84.2,12.0,3.0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SALEE,1,6.0,35.5,4.0,4.0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SUCREE,0,33.0,214.8,27.0,14.0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SUCREE,1,6.0,37.3,4.0,3.0
Novotel Megève Mont-Blanc,2024,8,F_B,SANS ALCOOL,0,49.0,130.5,29.0,10.0
Novotel Megève Mont-Blanc,2024,8,F_B,SANS ALCOOL,1,14.0,38.0,11.0,8.0
Novotel Megève Mont-Blanc,2024,8,F_B,SOUVENIRS,0,2.0,29.7,2.0,1.0
Novotel Megève Mont-Blanc,2024,8,F_B,SOUVENIRS,1,1.0,7.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,ACCESSOIRES,0,10.0,198.0,7.0,6.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,ACCESSOIRES,1,2.0,125.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,COSMETIQUE,0,6.0,78.5,6.0,5.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,COSMETIQUE,1,3.0,39.9,3.0,2.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,JEUX / ENFANTS,0,11.0,121.0,9.0,8.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,JEUX / ENFANTS,1,8.0,120.0,6.0,4.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,PAP,0,8.0,235.0,7.0,7.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,PAP,1,2.0,42.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOS,0,4.0,82.0,4.0,2.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOS,1,3.0,54.0,3.0,2.0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOUVENIRS,0,4.0,66.0,2.0,1.0
Novotel Megève Mont-Blanc,2024,9,F_B,ALCOOL,0,4.0,44.0,3.0,2.0
Novotel Megève Mont-Blanc,2024,9,F_B,ALCOOL,1,1.0,8.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SALEE,1,1.0,8.5,1.0,1.0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SUCREE,0,14.0,87.8,10.0,8.0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SUCREE,1,5.0,30.5,4.0,3.0
Novotel Megève Mont-Blanc,2024,9,F_B,SANS ALCOOL,0,18.0,46.5,15.0,6.0
Novotel Megève Mont-Blanc,2024,9,F_B,SANS ALCOOL,1,10.0,26.5,9.0,8.0
Novotel Megève Mont-Blanc,2024,9,F_B,SOUVENIRS,0,2.0,33.0,2.0,0.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,ACCESSOIRES,0,5.0,415.0,4.0,4.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,ACCESSOIRES,1,6.0,303.0,6.0,5.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,COSMETIQUE,0,10.0,135.6,6.0,3.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,COSMETIQUE,1,6.0,52.0,4.0,3.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,JEUX / ENFANTS,1,5.0,80.0,5.0,2.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,PAP,0,2.0,40.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,PAP,1,4.0,82.0,2.0,4.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOS,0,2.0,37.0,2.0,1.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOS,1,2.0,44.0,2.0,1.0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOUVENIRS,1,5.0,82.0,3.0,4.0
Novotel Megève Mont-Blanc,2024,10,F_B,ALCOOL,0,14.0,112.0,9.0,3.0
Novotel Megève Mont-Blanc,2024,10,F_B,ALCOOL,1,3.0,28.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SALEE,0,1.0,8.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SALEE,1,4.0,32.5,3.0,3.0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SUCREE,0,9.0,69.5,6.0,7.0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SUCREE,1,3.0,20.8,3.0,3.0
Novotel Megève Mont-Blanc,2024,10,F_B,SANS ALCOOL,0,13.0,36.0,8.0,8.0
Novotel Megève Mont-Blanc,2024,10,F_B,SANS ALCOOL,1,5.0,14.0,4.0,4.0
Novotel Megève Mont-Blanc,2024,10,N_F_B,ACCESSOIRES,0,5.0,225.0,4.0,4.0
Novotel Megève Mont-Blanc,2024,10,N_F_B,ACCESSOIRES,1,1.0,15.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,10,N_F_B,COSMETIQUE,0,4.0,43.9,4.0,3.0
Novotel Megève Mont-Blanc,2024,10,N_F_B,JEUX / ENFANTS,0,1.0,8.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,10,N_F_B,JEUX / ENFANTS,1,1.0,6.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,10,N_F_B,PAP,0,2.0,50.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOS,0,2.0,37.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOUVENIRS,0,3.0,48.0,1.0,3.0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOUVENIRS,1,2.0,36.0,2.0,0.0
Novotel Megève Mont-Blanc,2024,11,F_B,ALCOOL,0,2.0,16.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SALEE,0,2.0,16.3,2.0,2.0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SALEE,1,1.0,8.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SUCREE,0,6.0,42.3,4.0,4.0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SUCREE,1,20.0,120.3,10.0,9.0
Novotel Megève Mont-Blanc,2024,11,F_B,SANS ALCOOL,0,7.0,18.0,5.0,3.0
Novotel Megève Mont-Blanc,2024,11,F_B,SANS ALCOOL,1,5.0,13.5,3.0,4.0
Novotel Megève Mont-Blanc,2024,11,N_F_B,ACCESSOIRES,0,5.0,218.0,5.0,4.0
Novotel Megève Mont-Blanc,2024,11,N_F_B,ACCESSOIRES,1,7.0,475.0,7.0,3.0
Novotel Megève Mont-Blanc,2024,11,N_F_B,COSMETIQUE,0,6.0,189.4,5.0,3.0
Novotel Megève Mont-Blanc,2024,11,N_F_B,COSMETIQUE,1,2.0,16.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,11,N_F_B,JEUX / ENFANTS,0,2.0,24.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,11,N_F_B,PAP,1,2.0,65.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOS,0,1.0,12.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOS,1,3.0,52.0,3.0,1.0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOUVENIRS,0,1.0,16.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,12,F_B,ALCOOL,0,1.0,8.0,1.0,1.0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SALEE,0,4.0,32.8,4.0,3.0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SALEE,1,4.0,31.2,4.0,3.0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SUCREE,0,68.0,296.5,31.0,16.0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SUCREE,1,27.0,137.3,19.0,14.0
Novotel Megève Mont-Blanc,2024,12,F_B,SANS ALCOOL,0,34.0,89.5,29.0,9.0
Novotel Megève Mont-Blanc,2024,12,F_B,SANS ALCOOL,1,14.0,35.5,14.0,5.0
Novotel Megève Mont-Blanc,2024,12,F_B,SOUVENIRS,1,2.0,33.0,1.0,0.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,#REF!,0,3.0,45.0,3.0,0.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,#REF!,1,1.0,15.0,1.0,0.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,ACCESSOIRES,0,5.0,73.0,5.0,2.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,ACCESSOIRES,1,5.0,256.0,5.0,2.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,COSMETIQUE,0,4.0,51.0,4.0,2.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,COSMETIQUE,1,1.0,20.9,1.0,0.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,JEUX / ENFANTS,0,17.0,173.4,11.0,13.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,JEUX / ENFANTS,1,5.0,58.9,4.0,4.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,PAP,0,8.0,190.0,6.0,3.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,PAP,1,6.0,120.0,4.0,0.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOS,0,2.0,59.0,2.0,2.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOUVENIRS,0,1.0,18.0,1.0,0.0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOUVENIRS,1,5.0,80.0,4.0,3.0
Novotel Megève Mont-Blanc,2025,1,F_B,ALCOOL,1,2.0,16.0,1.0,2.0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SALEE,0,5.0,41.5,3.0,3.0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SALEE,1,5.0,36.5,3.0,4.0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SUCREE,0,77.0,483.2,35.0,23.0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SUCREE,1,9.0,61.7,6.0,7.0
Novotel Megève Mont-Blanc,2025,1,F_B,SANS ALCOOL,0,28.0,72.5,20.0,7.0
Novotel Megève Mont-Blanc,2025,1,F_B,SANS ALCOOL,1,14.0,35.5,7.0,3.0
Novotel Megève Mont-Blanc,2025,1,F_B,SOUVENIRS,0,1.0,16.5,1.0,0.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,#REF!,0,4.0,60.0,3.0,0.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,#REF!,1,4.0,60.0,3.0,0.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,ACCESSOIRES,0,8.0,151.0,6.0,1.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,ACCESSOIRES,1,2.0,32.0,2.0,0.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,JEUX / ENFANTS,0,12.0,113.5,6.0,11.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,JEUX / ENFANTS,1,11.0,134.55,6.0,9.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,PAP,0,24.0,464.0,16.0,1.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,PAP,1,8.0,127.0,6.0,1.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOS,0,4.0,60.0,4.0,0.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOS,1,3.0,52.0,2.0,1.0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOUVENIRS,0,3.0,1.5,2.0,1.0
Novotel Megève Mont-Blanc,2025,2,F_B,ALCOOL,0,3.0,24.0,1.0,1.0
Novotel Megève Mont-Blanc,2025,2,F_B,ALCOOL,1,2.0,16.0,1.0,1.0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SALEE,0,13.0,44.0,7.0,4.0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SALEE,1,5.0,35.7,3.0,4.0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SUCREE,0,73.0,257.3,43.0,21.0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SUCREE,1,29.0,128.5,22.0,13.0
