nom_hotel,annee,mois,categorie,sous_categorie,heure_vente,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,4,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,5,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,6,2.0,5.0,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,7,8.0,28.0,5.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,8,2.0,6.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,9,4.0,11.0,3.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,10,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,11,3.0,8.5,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,12,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,13,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,14,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,15,5.0,21.5,4.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,16,6.0,20.0,4.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,17,10.0,31.0,7.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,18,9.0,27.5,8.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,19,8.0,20.0,4.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,20,10.0,30.0,9.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,21,24.0,70.0,18.0,9.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,22,26.0,70.0,24.0,8.0,HB6A3
Ibis budget Strasbourg Centre République,2025,5,F_B,SANS ALCOOL,23,18.0,50.0,11.0,8.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,0,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,1,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,2,3.0,15.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,3,4.0,15.0,2.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,11,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,12,2.0,10.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,13,2.0,10.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,14,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,16,2.0,10.0,2.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,18,6.0,25.5,6.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,19,7.0,22.5,4.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,20,2.0,5.0,2.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,21,5.0,23.0,5.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SALEE,22,4.0,12.5,4.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,0,12.0,30.5,11.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,1,1.0,3.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,2,8.0,20.0,7.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,3,5.0,12.5,4.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,4,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,5,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,7,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,11,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,12,3.0,8.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,13,3.0,8.0,2.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,14,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,15,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,16,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,17,9.0,23.0,8.0,7.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,18,4.0,15.5,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,19,1.0,3.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,20,7.0,18.0,7.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,21,4.0,15.5,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,22,13.0,33.0,11.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,FOOD SUCREE,23,7.0,20.5,4.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,0,22.0,66.0,16.0,10.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,1,6.0,15.0,5.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,2,13.0,62.5,9.0,7.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,3,5.0,13.5,4.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,4,8.0,35.0,4.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,5,1.0,3.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,7,5.0,17.5,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,8,6.0,20.0,5.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,9,8.0,25.0,6.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,10,6.0,15.0,6.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,11,7.0,17.5,6.0,7.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,12,8.0,25.0,5.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,13,11.0,27.5,10.0,7.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,14,6.0,15.0,4.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,15,23.0,192.5,7.0,10.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,16,11.0,37.5,7.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,17,20.0,56.0,17.0,9.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,18,46.0,255.0,27.0,10.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,19,9.0,27.5,7.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,20,21.0,57.5,18.0,7.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,21,20.0,60.0,15.0,10.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,22,53.0,163.5,42.0,10.0,HB6A3
Ibis budget Strasbourg Centre République,2025,6,F_B,SANS ALCOOL,23,37.0,102.5,27.0,9.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,0,2.0,7.5,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,1,4.0,25.0,2.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,2,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,11,1.0,8.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,12,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,16,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,17,2.0,7.5,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,18,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,19,5.0,20.0,4.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,20,10.0,75.0,4.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,21,6.0,35.0,2.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,22,9.0,65.0,5.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SALEE,23,3.0,10.0,3.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,0,8.0,25.0,4.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,1,4.0,20.0,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,2,2.0,5.5,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,3,4.0,17.5,3.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,5,1.0,3.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,17,6.0,16.0,5.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,18,2.0,5.5,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,19,5.0,12.5,4.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,20,10.0,36.0,6.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,21,19.0,54.0,15.0,7.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,22,19.0,68.5,12.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,FOOD SUCREE,23,16.0,46.0,9.0,7.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,0,27.0,83.5,18.0,8.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,1,9.0,27.5,6.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,2,10.0,30.0,8.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,3,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,4,2.0,5.0,2.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,5,2.0,5.0,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,6,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,7,1.0,3.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,8,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,9,1.0,3.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,10,3.0,12.5,2.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,11,9.0,25.5,8.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,12,5.0,18.5,4.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,13,8.0,30.0,5.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,14,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,15,11.0,63.5,6.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,16,14.0,41.0,10.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,17,6.0,15.0,6.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,18,3.0,7.5,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,19,12.0,30.0,11.0,8.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,20,22.0,77.0,13.0,9.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,21,49.0,152.5,35.0,9.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,22,33.0,104.5,24.0,9.0,HB6A3
Ibis budget Strasbourg Centre République,2025,7,F_B,SANS ALCOOL,23,35.0,147.5,23.0,10.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,0,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,1,2.0,20.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,2,2.0,5.0,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,3,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,8,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,12,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,13,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,14,2.0,5.0,2.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,17,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,18,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,19,6.0,35.0,5.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,20,3.0,10.0,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,21,9.0,52.5,7.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,22,5.0,25.5,4.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SALEE,23,4.0,25.0,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,0,3.0,7.5,3.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,2,2.0,10.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,3,2.0,5.0,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,7,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,8,3.0,8.5,3.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,9,3.0,9.0,3.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,10,4.0,10.0,2.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,11,5.0,18.0,2.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,12,4.0,10.0,2.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,13,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,14,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,15,2.0,5.5,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,16,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,17,4.0,17.0,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,18,4.0,10.5,4.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,19,9.0,22.5,8.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,20,8.0,20.5,5.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,21,7.0,18.0,6.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,22,10.0,25.5,8.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,FOOD SUCREE,23,6.0,15.0,5.0,4.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,0,19.0,63.5,14.0,8.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,1,9.0,32.5,5.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,2,7.0,17.5,5.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,3,2.0,5.0,2.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,4,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,6,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,7,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,8,3.0,12.5,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,9,5.0,12.5,5.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,10,7.0,17.5,5.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,11,13.0,42.5,10.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,12,5.0,12.5,5.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,13,10.0,35.0,8.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,14,12.0,40.0,7.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,15,6.0,16.0,5.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,16,10.0,25.0,8.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,17,26.0,70.0,17.0,9.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,18,14.0,49.0,11.0,8.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,19,25.0,67.5,22.0,8.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,20,40.0,125.0,27.0,10.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,21,73.0,237.5,49.0,9.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,22,93.0,338.5,54.0,11.0,HB6A3
Ibis budget Strasbourg Centre République,2025,8,F_B,SANS ALCOOL,23,42.0,111.0,32.0,11.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,1,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,2,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,13,2.0,10.0,2.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,16,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,18,3.0,15.0,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,21,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,22,5.0,20.0,5.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SALEE,23,3.0,22.5,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,0,4.0,11.0,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,1,7.0,23.0,5.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,10,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,11,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,13,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,14,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,15,3.0,7.5,3.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,16,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,17,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,18,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,20,6.0,15.0,6.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,21,5.0,13.0,4.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,22,11.0,33.0,8.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,FOOD SUCREE,23,2.0,5.5,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,0,11.0,37.5,9.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,1,6.0,15.0,6.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,2,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,3,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,7,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,10,3.0,7.5,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,11,5.0,17.5,4.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,12,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,13,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,14,7.0,17.5,6.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,15,2.0,5.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,16,12.0,41.0,10.0,6.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,17,5.0,12.5,4.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,18,7.0,17.5,7.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,19,4.0,10.0,3.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,20,10.0,25.0,9.0,3.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,21,21.0,57.5,18.0,8.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,22,24.0,80.0,20.0,9.0,HB6A3
Ibis budget Strasbourg Centre République,2025,9,F_B,SANS ALCOOL,23,17.0,62.5,14.0,5.0,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,0,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,2,2.0,5.0,1.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,4,1.0,5.0,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,8,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,12,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,14,1.0,2.5,1.0,1.0,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,16,4.0,15.0,2.0,2.0,HB6A3
Ibis budget Strasbourg Centre République,2025,10,F_B,FOOD SALEE,17,4.0,25.0,2.0,2.0,HB6A3
