nom_hotel,annee,mois,categorie,sous_categorie,is_holiday,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Novotel Megève Mont-Blanc,2025,1,F_B,SANS ALCOOL,1,2,6.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,SOUVENIRS,1,1,16.5,1,0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,#REF!,0,8,120.0,6,0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,ACCESSOIRES,0,8,155.0,7,1,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,ACCESSOIRES,1,2,28.0,1,0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,JEUX / ENFANTS,0,17,193.35,10,15,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,JEUX / ENFANTS,1,6,54.7,2,6,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,PAP,0,29,536.0,19,2,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,PAP,1,3,55.0,3,0,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOS,0,7,112.0,6,1,HB5I0
Novotel Megève Mont-Blanc,2025,1,N_F_B,SOUVENIRS,0,3,1.5,2,1,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,ALCOOL,0,5,40.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SALEE,0,18,79.7,10,7,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,FOOD SUCREE,0,102,385.8,65,23,HB5I0
Novotel Megève Mont-Blanc,2025,2,F_B,SANS ALCOOL,0,80,204.0,45,10,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,#REF!,0,3,33.0,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,ACCESSOIRES,0,19,372.0,16,4,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,COSMETIQUE,0,6,51.9,6,3,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,JEUX / ENFANTS,0,35,349.25,25,19,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,PAP,0,11,340.0,11,1,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,SOS,0,42,545.5,27,4,HB5I0
Novotel Megève Mont-Blanc,2025,2,N_F_B,SOUVENIRS,0,15,7.5,6,1,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,FOOD SALEE,0,18,60.0,11,5,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,FOOD SUCREE,0,67,221.5,42,16,HB5I0
Novotel Megève Mont-Blanc,2025,3,F_B,SANS ALCOOL,0,36,94.5,22,8,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,#REF!,0,6,60.0,5,1,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,ACCESSOIRES,0,7,154.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,COSMETIQUE,0,2,19.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,JEUX / ENFANTS,0,32,293.75,23,13,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,PAP,0,12,375.0,10,3,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,SOS,0,11,89.0,10,4,HB5I0
Novotel Megève Mont-Blanc,2025,3,N_F_B,SOUVENIRS,0,10,5.0,5,1,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,FOOD SALEE,0,6,24.0,5,3,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,FOOD SUCREE,0,31,122.5,18,13,HB5I0
Novotel Megève Mont-Blanc,2025,4,F_B,SANS ALCOOL,0,17,43.5,12,3,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,#REF!,0,3,33.0,3,2,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,ACCESSOIRES,0,9,229.0,7,3,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,COSMETIQUE,0,4,31.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,JEUX / ENFANTS,0,13,117.15,11,8,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,PAP,0,4,105.0,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,4,N_F_B,SOS,0,4,33.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SALEE,0,11,48.0,7,5,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SUCREE,0,14,54.9,9,10,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,FOOD SUCREE,1,1,3.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,5,F_B,SANS ALCOOL,0,10,26.0,10,3,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,#REF!,0,4,60.0,4,1,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,ACCESSOIRES,0,2,32.0,2,1,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,ACCESSOIRES,1,2,18.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,COSMETIQUE,0,3,95.9,3,2,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,JEUX / ENFANTS,0,10,109.4,8,7,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,PAP,0,5,145.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2025,5,N_F_B,SOS,0,1,4.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,FOOD SALEE,0,16,48.0,10,4,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,FOOD SUCREE,0,45,196.0,22,14,HB5I0
Novotel Megève Mont-Blanc,2025,6,F_B,SANS ALCOOL,0,15,37.5,9,3,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,#REF!,0,15,196.5,13,7,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,ACCESSOIRES,0,9,346.0,8,7,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,COSMETIQUE,0,7,104.0,5,5,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,JEUX / ENFANTS,0,15,131.05,12,8,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,PAP,0,2,55.0,2,0,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,SOS,0,7,63.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2025,6,N_F_B,SOUVENIRS,0,13,6.5,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,ALCOOL,0,1,8.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,FOOD SALEE,0,46,128.5,28,5,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,FOOD SUCREE,0,95,359.0,59,17,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,SANS ALCOOL,0,38,95.0,25,5,HB5I0
Novotel Megève Mont-Blanc,2025,7,F_B,SANS ALCOOL,1,1,2.5,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,#REF!,0,25,354.5,22,11,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,ACCESSOIRES,0,7,190.0,7,2,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,COSMETIQUE,0,8,105.0,5,4,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,COSMETIQUE,1,1,4.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,JEUX / ENFANTS,0,24,215.7,14,10,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,PAP,0,6,210.0,5,0,HB5I0
Novotel Megève Mont-Blanc,2025,7,N_F_B,SOS,0,16,163.0,14,4,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SALEE,0,36,110.0,23,6,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SUCREE,0,92,333.5,48,14,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,FOOD SUCREE,1,1,10.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,SANS ALCOOL,0,66,165.0,43,5,HB5I0
Novotel Megève Mont-Blanc,2025,8,F_B,SANS ALCOOL,1,2,5.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,#REF!,0,56,917.95,50,19,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,ACCESSOIRES,0,11,191.0,8,3,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,COSMETIQUE,0,1,4.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,JEUX / ENFANTS,0,39,374.1,27,12,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,PAP,0,12,360.0,11,0,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOS,0,35,387.0,31,4,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOS,1,1,12.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,8,N_F_B,SOUVENIRS,0,4,4.0,2,1,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,FOOD SALEE,0,19,52.5,11,5,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,FOOD SUCREE,0,25,95.0,19,6,HB5I0
Novotel Megève Mont-Blanc,2025,9,F_B,SANS ALCOOL,0,36,90.0,17,5,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,#REF!,0,28,389.5,25,8,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,ACCESSOIRES,0,6,70.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,COSMETIQUE,0,6,34.0,5,2,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,JEUX / ENFANTS,0,19,150.8,13,7,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,PAP,0,6,180.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,SOS,0,15,155.0,14,2,HB5I0
Novotel Megève Mont-Blanc,2025,9,N_F_B,SOUVENIRS,0,4,4.0,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,FOOD SALEE,0,8,37.5,4,4,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,FOOD SUCREE,0,10,58.5,7,5,HB5I0
Novotel Megève Mont-Blanc,2025,10,F_B,SANS ALCOOL,0,10,25.0,8,3,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,#REF!,0,5,71.95,5,4,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,COSMETIQUE,0,10,119.5,5,4,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,JEUX / ENFANTS,0,11,96.2,6,7,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,PAP,0,1,20.0,1,0,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,SOS,0,3,18.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2025,10,N_F_B,SOUVENIRS,0,12,12.0,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SALEE,0,37,93.0,19,2,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SUCREE,0,6,27.0,4,3,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,FOOD SUCREE,1,2,16.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2025,11,F_B,SANS ALCOOL,0,27,67.5,16,1,HB5I0
Novotel Megève Mont-Blanc,2025,11,NAN,nan,0,12,152.0,8,4,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,#REF!,0,16,139.0,13,3,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,ACCESSOIRES,0,6,104.0,4,2,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,COSMETIQUE,0,6,71.5,4,3,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,JEUX / ENFANTS,0,10,84.9,6,6,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,JEUX / ENFANTS,1,1,10.95,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,PAP,0,5,160.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOS,0,25,271.0,24,3,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOUVENIRS,0,3,3.0,3,1,HB5I0
Novotel Megève Mont-Blanc,2025,11,N_F_B,SOUVENIRS,1,2,2.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SALEE,0,39,98.0,25,2,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SUCREE,0,112,349.5,74,8,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,FOOD SUCREE,1,3,9.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SANS ALCOOL,0,69,172.5,44,4,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SANS ALCOOL,1,6,15.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2025,12,F_B,SOUVENIRS,0,5,100.0,5,1,HB5I0
Novotel Megève Mont-Blanc,2025,12,NAN,nan,0,109,1227.0,77,35,HB5I0
Novotel Megève Mont-Blanc,2025,12,NAN,nan,1,4,43.4,3,4,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,#REF!,0,15,120.0,14,2,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,#REF!,1,1,15.0,1,0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,ACCESSOIRES,0,7,206.0,7,4,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,COSMETIQUE,0,8,57.5,7,3,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,JEUX / ENFANTS,0,18,171.6,13,8,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,PAP,0,13,350.0,11,0,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOS,0,36,397.0,29,3,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOUVENIRS,0,1,1.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2025,12,N_F_B,SOUVENIRS,1,2,2.0,1,1,HB5I0
Novotel Paris Tour Eiffel,2024,5,N_F_B,SOS,0,1,3.0,1,0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,FOOD SALEE,0,42,310.0,34,0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,FOOD SUCREE,0,59,391.5,37,0,H3546
Novotel Paris Tour Eiffel,2024,6,F_B,SANS ALCOOL,0,185,2376.0,99,0,H3546
Novotel Paris Tour Eiffel,2024,6,N_F_B,SOS,0,49,605.0,38,0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,FOOD SALEE,0,55,502.0,41,0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,FOOD SUCREE,0,97,556.6999999999999,48,0,H3546
Novotel Paris Tour Eiffel,2024,7,F_B,SANS ALCOOL,0,184,1351.47,91,0,H3546
Novotel Paris Tour Eiffel,2024,7,N_F_B,SOS,0,45,397.0,39,0,H3546
Novotel Paris Tour Eiffel,2024,7,N_F_B,SOUVENIRS,0,1,18.5,1,0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,FOOD SALEE,0,54,314.6,39,0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,FOOD SUCREE,0,87,269.4,48,0,H3546
Novotel Paris Tour Eiffel,2024,9,F_B,SANS ALCOOL,0,138,495.5,69,0,H3546
Novotel Paris Tour Eiffel,2024,9,N_F_B,COSMETIQUE,0,1,8.0,1,0,H3546
Novotel Paris Tour Eiffel,2024,9,N_F_B,SOS,0,85,631.0,67,0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,FOOD SALEE,0,443,2545.7,339,0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,FOOD SUCREE,0,614,1918.3999999999999,356,0,H3546
Novotel Paris Tour Eiffel,2024,10,F_B,SANS ALCOOL,0,1322,4531.9,720,0,H3546
Novotel Paris Tour Eiffel,2024,10,N_F_B,COSMETIQUE,0,6,48.0,4,0,H3546
Novotel Paris Tour Eiffel,2024,10,N_F_B,SOS,0,542,4246.0,423,0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SALEE,0,417,2613.6,297,0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SALEE,1,20,139.1,16,0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SUCREE,0,449,1410.2,268,0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,FOOD SUCREE,1,30,101.3,16,0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,SANS ALCOOL,0,1000,3478.7999999999997,559,0,H3546
Novotel Paris Tour Eiffel,2024,11,F_B,SANS ALCOOL,1,85,287.8,42,0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,COSMETIQUE,0,2,16.0,1,0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,SOS,0,459,3652.0,368,0,H3546
Novotel Paris Tour Eiffel,2024,11,N_F_B,SOS,1,26,176.0,23,0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SALEE,0,468,2936.2,316,0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SALEE,1,14,87.6,12,0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SUCREE,0,657,2114.2,371,0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,FOOD SUCREE,1,27,82.3,19,0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,SANS ALCOOL,0,1391,4825.4,713,0,H3546
Novotel Paris Tour Eiffel,2024,12,F_B,SANS ALCOOL,1,55,180.3,30,0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,COSMETIQUE,0,7,56.0,6,0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,SOS,0,492,3657.0,385,0,H3546
Novotel Paris Tour Eiffel,2024,12,N_F_B,SOS,1,23,174.0,17,0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,FOOD SALEE,0,447,2842.6,313,0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,FOOD SUCREE,0,508,1763.5,290,0,H3546
Novotel Paris Tour Eiffel,2025,1,F_B,SANS ALCOOL,0,1097,3864.5,608,0,H3546
Novotel Paris Tour Eiffel,2025,1,N_F_B,SOS,0,305,2419.0,238,0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,FOOD SALEE,0,429,2892.1,310,0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,FOOD SUCREE,0,514,1853.2,299,0,H3546
Novotel Paris Tour Eiffel,2025,2,F_B,SANS ALCOOL,0,1186,4201.3,649,0,H3546
Novotel Paris Tour Eiffel,2025,2,N_F_B,COSMETIQUE,0,3,24.0,3,0,H3546
Novotel Paris Tour Eiffel,2025,2,N_F_B,SOS,0,437,3432.0,351,0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,FOOD SALEE,0,510,3653.0,345,0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,FOOD SUCREE,0,576,2109.2,343,0,H3546
Novotel Paris Tour Eiffel,2025,3,F_B,SANS ALCOOL,0,1257,4495.8,748,0,H3546
Novotel Paris Tour Eiffel,2025,3,N_F_B,COSMETIQUE,0,6,48.0,5,0,H3546
Novotel Paris Tour Eiffel,2025,3,N_F_B,SOS,0,441,3112.0,346,0,H3546
Novotel Paris Tour Eiffel,2025,4,F_B,FOOD SALEE,0,648,4827.4,459,0,H3546
Novotel Paris Tour Eiffel,2025,4,F_B,FOOD SUCREE,0,661,2330.3,373,0,H3546
Novotel Paris Tour Eiffel,2025,4,F_B,SANS ALCOOL,0,1493,5331.3,918,0,H3546
Novotel Paris Tour Eiffel,2025,4,NAN,nan,0,7,28.0,5,0,H3546
Novotel Paris Tour Eiffel,2025,4,N_F_B,COSMETIQUE,0,2,16.0,2,0,H3546
Novotel Paris Tour Eiffel,2025,4,N_F_B,SOS,0,307,2322.0,256,0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,FOOD SALEE,0,610,4221.1,443,0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,FOOD SALEE,1,65,436.9,44,0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,FOOD SUCREE,0,553,1892.1,331,0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,FOOD SUCREE,1,37,139.6,28,0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,SANS ALCOOL,0,1489,5409.5,891,0,H3546
Novotel Paris Tour Eiffel,2025,5,F_B,SANS ALCOOL,1,139,488.0,81,0,H3546
Novotel Paris Tour Eiffel,2025,5,N_F_B,COSMETIQUE,0,4,32.0,4,0,H3546
Novotel Paris Tour Eiffel,2025,5,N_F_B,COSMETIQUE,1,2,16.0,2,0,H3546
Novotel Paris Tour Eiffel,2025,5,N_F_B,SOS,0,326,2430.0,252,0,H3546
Novotel Paris Tour Eiffel,2025,5,N_F_B,SOS,1,34,215.0,27,0,H3546
Novotel Paris Tour Eiffel,2025,6,F_B,FOOD SALEE,0,676,4725.8,528,0,H3546
Novotel Paris Tour Eiffel,2025,6,F_B,FOOD SUCREE,0,598,2033.3999999999999,347,0,H3546
Novotel Paris Tour Eiffel,2025,6,F_B,SANS ALCOOL,0,1895,7198.7,1098,0,H3546
Novotel Paris Tour Eiffel,2025,6,N_F_B,COSMETIQUE,0,3,24.0,3,0,H3546
Novotel Paris Tour Eiffel,2025,6,N_F_B,SOS,0,440,3377.0,318,0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,FOOD SALEE,0,841,6127.8,599,0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,FOOD SALEE,1,25,165.9,21,0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,FOOD SUCREE,0,767,2575.7,405,0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,FOOD SUCREE,1,25,75.9,13,0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,SANS ALCOOL,0,2344,10404.3,1313,0,H3546
Novotel Paris Tour Eiffel,2025,7,F_B,SANS ALCOOL,1,72,250.4,40,0,H3546
Novotel Paris Tour Eiffel,2025,7,N_F_B,COSMETIQUE,0,6,48.0,6,0,H3546
Novotel Paris Tour Eiffel,2025,7,N_F_B,SOS,0,417,3588.0,298,0,H3546
Novotel Paris Tour Eiffel,2025,7,N_F_B,SOS,1,18,150.0,15,0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,FOOD SALEE,0,683,4472.3,472,0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,FOOD SALEE,1,21,169.4,15,0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,FOOD SUCREE,0,620,2165.1,325,0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,FOOD SUCREE,1,9,26.3,6,0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,SANS ALCOOL,0,1952,7113.5,1037,0,H3546
Novotel Paris Tour Eiffel,2025,8,F_B,SANS ALCOOL,1,75,268.3,40,0,H3546
Novotel Paris Tour Eiffel,2025,8,N_F_B,COSMETIQUE,0,7,56.0,7,0,H3546
Novotel Paris Tour Eiffel,2025,8,N_F_B,SOS,0,452,3440.0,323,0,H3546
Novotel Paris Tour Eiffel,2025,8,N_F_B,SOS,1,18,143.0,12,0,H3546
Novotel Paris Tour Eiffel,2025,9,F_B,FOOD SALEE,0,504,3433.9,404,0,H3546
Novotel Paris Tour Eiffel,2025,9,F_B,FOOD SUCREE,0,476,1596.7,269,0,H3546
Novotel Paris Tour Eiffel,2025,9,F_B,SANS ALCOOL,0,1491,5617.5,928,0,H3546
Novotel Paris Tour Eiffel,2025,9,N_F_B,COSMETIQUE,0,4,32.0,4,0,H3546
Novotel Paris Tour Eiffel,2025,9,N_F_B,SOS,0,391,3170.0,303,0,H3546
Novotel Paris Tour Eiffel,2025,10,F_B,FOOD SALEE,0,524,3534.2,397,0,H3546
Novotel Paris Tour Eiffel,2025,10,F_B,FOOD SUCREE,0,610,2069.3,334,0,H3546
Novotel Paris Tour Eiffel,2025,10,F_B,SANS ALCOOL,0,1660,5998.0,927,0,H3546
Novotel Paris Tour Eiffel,2025,10,N_F_B,COSMETIQUE,0,4,32.0,4,0,H3546
Novotel Paris Tour Eiffel,2025,10,N_F_B,SOS,0,374,2878.0,274,0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,FOOD SALEE,0,450,2889.5,349,0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,FOOD SALEE,1,23,148.3,21,0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,FOOD SUCREE,0,467,1553.8999999999999,253,0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,FOOD SUCREE,1,42,130.2,19,0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,SANS ALCOOL,0,1236,4517.7,748,0,H3546
Novotel Paris Tour Eiffel,2025,11,F_B,SANS ALCOOL,1,80,274.3,48,0,H3546
Novotel Paris Tour Eiffel,2025,11,NAN,nan,0,2,16.0,2,0,H3546
Novotel Paris Tour Eiffel,2025,11,N_F_B,COSMETIQUE,0,2,16.0,2,0,H3546
Novotel Paris Tour Eiffel,2025,11,N_F_B,SOS,0,289,2300.0,234,0,H3546
Novotel Paris Tour Eiffel,2025,11,N_F_B,SOS,1,19,140.0,15,0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,FOOD SALEE,0,597,4154.7,393,0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,FOOD SALEE,1,35,225.8,20,0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,FOOD SUCREE,0,549,1904.0,298,0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,FOOD SUCREE,1,20,89.1,11,0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,SANS ALCOOL,0,1595,5758.0,964,0,H3546
Novotel Paris Tour Eiffel,2025,12,F_B,SANS ALCOOL,1,85,303.2,50,0,H3546
Novotel Paris Tour Eiffel,2025,12,NAN,nan,0,12,96.0,11,0,H3546
Novotel Paris Tour Eiffel,2025,12,N_F_B,COSMETIQUE,0,8,64.0,6,0,H3546
Novotel Paris Tour Eiffel,2025,12,N_F_B,SOS,0,246,1813.0,189,0,H3546
Novotel Paris Tour Eiffel,2025,12,N_F_B,SOS,1,4,26.0,4,0,H3546
Novotel Porte d’Italie,2024,9,F_B,FOOD SALEE,0,5,12.5,5,0,
Novotel Porte d’Italie,2024,9,F_B,FOOD SUCREE,0,17,46.3,12,0,
Novotel Porte d’Italie,2024,9,F_B,SANS ALCOOL,0,18,92.0,15,0,
Novotel Porte d’Italie,2024,10,F_B,FOOD SALEE,0,60,167.4,48,0,
Novotel Porte d’Italie,2024,10,F_B,FOOD SUCREE,0,112,318.6,84,0,
Novotel Porte d’Italie,2024,10,F_B,SANS ALCOOL,0,59,299.5,43,0,
Novotel Porte d’Italie,2024,10,NAN,nan,0,13,83.4,10,0,
Novotel Porte d’Italie,2024,11,F_B,FOOD SALEE,0,46,126.5,32,0,
Novotel Porte d’Italie,2024,11,F_B,FOOD SALEE,1,2,8.1,2,0,
Novotel Porte d’Italie,2024,11,F_B,FOOD SUCREE,0,67,190.35999999999999,52,0,
Novotel Porte d’Italie,2024,11,F_B,FOOD SUCREE,1,7,19.5,4,0,
Novotel Porte d’Italie,2024,11,F_B,SANS ALCOOL,0,57,292.5,46,0,
Novotel Porte d’Italie,2024,11,F_B,SANS ALCOOL,1,4,20.0,4,0,
