nom_hotel,annee,mois,categorie,sous_categorie,is_holiday,nombre_ventes,montant_ventes,nombre_paniers,nombre_produits,hotel_code
Mercure Paris Montmartre Sacré-Cœur,2024,8,F_B,SANS ALCOOL,1,16,180.0,9,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOS,0,5,61.0,4,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,8,N_F_B,SOUVENIRS,0,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,ALCOOL,0,185,2750.0,135,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SALEE,0,96,564.0,83,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,FOOD SUCREE,0,107,494.0,75,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,F_B,SANS ALCOOL,0,512,4130.0,333,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,N_F_B,SOS,0,2,12.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,9,N_F_B,SOUVENIRS,0,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,ALCOOL,0,182,2857.0,123,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SALEE,0,116,742.0,96,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,FOOD SUCREE,0,98,499.0,69,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,F_B,SANS ALCOOL,0,650,5110.0,400,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,N_F_B,SOS,0,7,91.0,5,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,10,N_F_B,SOUVENIRS,0,5,219.0,2,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,ALCOOL,0,92,1330.0,64,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,ALCOOL,1,4,128.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SALEE,0,67,433.0,52,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SALEE,1,10,106.0,5,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SUCREE,0,90,368.0,62,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,FOOD SUCREE,1,4,18.0,3,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SANS ALCOOL,0,400,2970.0,252,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SANS ALCOOL,1,37,305.0,25,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,F_B,SOUVENIRS,0,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,N_F_B,COSMETIQUE,0,2,25.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,11,N_F_B,SOS,0,1,8.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,ALCOOL,0,104,1920.0,69,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,ALCOOL,1,9,119.0,7,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SALEE,0,53,307.0,44,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SALEE,1,5,31.0,3,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,FOOD SUCREE,0,98,432.0,60,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,SANS ALCOOL,0,330,2490.0,231,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,F_B,SANS ALCOOL,1,14,130.0,9,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2024,12,N_F_B,COSMETIQUE,0,5,80.0,4,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,ALCOOL,0,76,1397.0,58,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,ALCOOL,1,5,117.0,5,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SALEE,0,49,253.0,42,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SALEE,1,5,21.0,4,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SUCREE,0,101,416.0,60,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,FOOD SUCREE,1,30,205.0,11,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SANS ALCOOL,0,267,2285.0,187,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SANS ALCOOL,1,53,345.0,33,8,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SOUVENIRS,0,1,14.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,F_B,SOUVENIRS,1,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,COSMETIQUE,0,6,72.0,6,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,1,N_F_B,SOS,0,3,38.0,3,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,ALCOOL,0,75,1803.0,50,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SALEE,0,67,347.0,52,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,FOOD SUCREE,0,83,271.0,65,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SANS ALCOOL,0,272,1790.0,213,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,F_B,SOUVENIRS,0,2,29.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,COSMETIQUE,0,5,60.0,5,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOS,0,4,53.0,4,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,2,N_F_B,SOUVENIRS,0,5,378.0,3,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,ALCOOL,0,88,1601.0,67,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SALEE,0,64,338.0,52,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,FOOD SUCREE,0,99,367.0,69,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SANS ALCOOL,0,309,2255.0,224,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,F_B,SOUVENIRS,0,1,14.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,COSMETIQUE,0,5,78.0,5,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,3,N_F_B,SOS,0,3,16.0,3,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,ALCOOL,0,108,1841.0,73,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SALEE,0,39,169.0,38,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,FOOD SUCREE,0,100,397.0,68,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,F_B,SANS ALCOOL,0,256,1980.0,184,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,4,N_F_B,COSMETIQUE,0,5,63.0,5,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,ALCOOL,0,54,986.0,42,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,ALCOOL,1,1,30.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SALEE,0,27,117.0,25,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SUCREE,0,75,213.0,58,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,FOOD SUCREE,1,6,25.0,4,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,F_B,SANS ALCOOL,0,186,1680.0,125,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,N_F_B,COSMETIQUE,0,2,24.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,5,N_F_B,COSMETIQUE,1,1,12.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,ALCOOL,0,37,741.0,30,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SALEE,0,40,190.0,34,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,FOOD SUCREE,0,116,395.0,92,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,F_B,SANS ALCOOL,0,262,1920.0,196,9,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,COSMETIQUE,0,7,109.0,5,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,6,N_F_B,SOS,0,4,90.0,3,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,ALCOOL,0,31,513.0,27,6,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SALEE,0,37,273.0,29,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,FOOD SUCREE,0,64,270.0,46,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,F_B,SANS ALCOOL,0,149,995.0,115,10,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,COSMETIQUE,0,2,42.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOS,0,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,7,N_F_B,SOUVENIRS,0,2,44.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,ALCOOL,0,33,542.0,25,7,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,0,26,132.0,23,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SALEE,1,1,3.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,0,48,159.0,36,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,FOOD SUCREE,1,5,26.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,0,94,848.0,63,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,F_B,SANS ALCOOL,1,4,10.0,3,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,COSMETIQUE,0,1,12.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOS,0,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,8,N_F_B,SOUVENIRS,0,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,ALCOOL,0,69,1411.0,49,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SALEE,0,52,234.0,48,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,FOOD SUCREE,0,129,496.0,85,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,F_B,SANS ALCOOL,0,247,1781.0,189,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,COSMETIQUE,0,1,30.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOS,0,2,30.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,9,N_F_B,SOUVENIRS,0,1,42.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,ALCOOL,0,102,1444.0,76,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SALEE,0,40,214.0,36,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,FOOD SUCREE,0,97,331.0,73,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,F_B,SANS ALCOOL,0,344,2520.0,250,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,COSMETIQUE,0,5,70.7,4,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,10,N_F_B,SOS,0,2,27.8,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,ALCOOL,0,63,1162.0,52,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,ALCOOL,1,2,30.0,2,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SALEE,0,33,177.0,27,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SALEE,1,5,25.0,4,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SUCREE,0,97,361.0,67,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,FOOD SUCREE,1,8,23.0,4,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,SANS ALCOOL,0,173,1325.0,131,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,F_B,SANS ALCOOL,1,15,105.0,11,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,COSMETIQUE,0,5,55.7,5,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,SOS,0,3,42.8,3,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,11,N_F_B,SOS,1,1,15.0,1,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,ALCOOL,0,52,1027.0,41,5,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,ALCOOL,1,5,45.0,3,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SALEE,0,50,252.0,41,3,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SALEE,1,5,25.0,4,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SUCREE,0,67,373.0,44,2,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,FOOD SUCREE,1,2,4.0,2,1,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,SANS ALCOOL,0,222,1600.0,167,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,F_B,SANS ALCOOL,1,13,105.0,8,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,COSMETIQUE,0,13,148.4,13,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOS,0,6,62.9,5,4,H0373
Mercure Paris Montmartre Sacré-Cœur,2025,12,N_F_B,SOUVENIRS,0,1,22.0,1,1,H0373
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SALEE,0,15,92.0,4,6,HB5I0
Novotel Megève Mont-Blanc,2024,3,F_B,FOOD SUCREE,0,10,68.0,9,7,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,ACCESSOIRES,0,3,59.0,3,2,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,COSMETIQUE,0,9,118.0,7,5,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,JEUX / ENFANTS,0,13,226.0,14,13,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,PAP,0,3,105.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2024,3,N_F_B,SOUVENIRS,0,1,18.0,1,0,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SALEE,0,7,39.0,6,4,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,FOOD SUCREE,0,23,167.5,12,11,HB5I0
Novotel Megève Mont-Blanc,2024,4,F_B,SANS ALCOOL,0,8,18.5,7,2,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,ACCESSOIRES,0,5,73.0,5,3,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,COSMETIQUE,0,14,248.5,10,8,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,JEUX / ENFANTS,0,11,133.0,7,10,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOS,0,4,90.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2024,4,N_F_B,SOUVENIRS,0,8,130.0,4,5,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,ALCOOL,0,3,36.0,2,1,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,ALCOOL,1,3,24.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SALEE,0,4,27.0,4,4,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,FOOD SUCREE,0,22,152.5,15,10,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SANS ALCOOL,0,30,77.5,19,8,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SANS ALCOOL,1,4,10.5,3,3,HB5I0
Novotel Megève Mont-Blanc,2024,5,F_B,SOUVENIRS,0,2,14.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,ACCESSOIRES,0,9,365.0,8,4,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,COSMETIQUE,0,17,380.9,13,8,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,JEUX / ENFANTS,0,5,77.0,4,5,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,JEUX / ENFANTS,1,1,12.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,PAP,0,2,60.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOS,0,6,112.0,4,4,HB5I0
Novotel Megève Mont-Blanc,2024,5,N_F_B,SOUVENIRS,0,2,32.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,ALCOOL,0,12,112.0,7,3,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SALEE,0,12,66.0,7,4,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,FOOD SUCREE,0,17,116.5,11,9,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,SANS ALCOOL,0,32,82.5,24,8,HB5I0
Novotel Megève Mont-Blanc,2024,6,F_B,SOUVENIRS,0,1,7.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,ACCESSOIRES,0,6,75.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,COSMETIQUE,0,8,165.8,8,4,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,JEUX / ENFANTS,0,14,187.0,8,7,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,PAP,0,1,45.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,6,N_F_B,SOS,0,6,117.0,6,2,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,ALCOOL,0,5,44.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SALEE,0,12,64.0,9,3,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,FOOD SUCREE,0,23,154.0,17,10,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SANS ALCOOL,0,57,149.5,38,8,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SANS ALCOOL,1,1,3.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,7,F_B,SOUVENIRS,0,1,6.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,ACCESSOIRES,0,7,197.0,6,4,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,COSMETIQUE,0,13,154.9,11,8,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,JEUX / ENFANTS,0,6,105.0,6,4,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,PAP,0,5,99.0,4,4,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOS,0,11,213.0,11,3,HB5I0
Novotel Megève Mont-Blanc,2024,7,N_F_B,SOUVENIRS,0,7,112.0,3,5,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,ALCOOL,0,4,32.0,3,2,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SALEE,0,17,112.7,15,6,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SALEE,1,1,7.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SUCREE,0,38,246.3,30,14,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,FOOD SUCREE,1,1,5.8,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SANS ALCOOL,0,62,166.0,39,11,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SANS ALCOOL,1,1,2.5,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,8,F_B,SOUVENIRS,0,3,36.7,3,2,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,ACCESSOIRES,0,11,313.0,8,7,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,ACCESSOIRES,1,1,10.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,COSMETIQUE,0,9,118.4,9,6,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,JEUX / ENFANTS,0,18,226.0,14,11,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,JEUX / ENFANTS,1,1,15.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,PAP,0,10,277.0,9,8,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOS,0,7,136.0,7,3,HB5I0
Novotel Megève Mont-Blanc,2024,8,N_F_B,SOUVENIRS,0,4,66.0,2,1,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,ALCOOL,0,5,52.0,4,2,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SALEE,0,1,8.5,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,FOOD SUCREE,0,19,118.3,14,9,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,SANS ALCOOL,0,28,73.0,24,10,HB5I0
Novotel Megève Mont-Blanc,2024,9,F_B,SOUVENIRS,0,2,33.0,2,0,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,ACCESSOIRES,0,11,718.0,10,7,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,COSMETIQUE,0,16,187.6,10,4,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,JEUX / ENFANTS,0,5,80.0,5,2,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,PAP,0,6,122.0,4,6,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOS,0,4,81.0,4,2,HB5I0
Novotel Megève Mont-Blanc,2024,9,N_F_B,SOUVENIRS,0,5,82.0,3,4,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,ALCOOL,0,17,140.0,11,4,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SALEE,0,5,40.5,4,4,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,FOOD SUCREE,0,12,90.3,9,7,HB5I0
Novotel Megève Mont-Blanc,2024,10,F_B,SANS ALCOOL,0,18,50.0,12,10,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,ACCESSOIRES,0,6,240.0,5,4,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,COSMETIQUE,0,4,43.9,4,3,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,JEUX / ENFANTS,0,2,14.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,PAP,0,2,50.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOS,0,2,37.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,10,N_F_B,SOUVENIRS,0,5,84.0,3,3,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,ALCOOL,0,2,16.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SALEE,0,2,16.3,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SALEE,1,1,8.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SUCREE,0,23,134.9,12,10,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,FOOD SUCREE,1,3,27.7,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,F_B,SANS ALCOOL,0,12,31.5,8,6,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,ACCESSOIRES,0,12,693.0,12,6,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,COSMETIQUE,0,4,46.9,4,3,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,COSMETIQUE,1,4,158.5,3,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,JEUX / ENFANTS,0,2,24.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,PAP,0,2,65.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOS,0,4,64.0,4,1,HB5I0
Novotel Megève Mont-Blanc,2024,11,N_F_B,SOUVENIRS,0,1,16.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,ALCOOL,0,1,8.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SALEE,0,8,64.0,8,5,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SUCREE,0,90,415.8,47,22,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,FOOD SUCREE,1,5,18.0,3,4,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SANS ALCOOL,0,46,119.5,41,8,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SANS ALCOOL,1,2,5.5,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,12,F_B,SOUVENIRS,0,2,33.0,1,0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,#REF!,0,4,60.0,4,0,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,ACCESSOIRES,0,9,318.0,9,4,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,ACCESSOIRES,1,1,11.0,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,COSMETIQUE,0,5,71.9,5,2,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,JEUX / ENFANTS,0,21,228.35,14,14,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,JEUX / ENFANTS,1,1,3.95,1,1,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,PAP,0,14,310.0,10,3,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOS,0,2,59.0,2,2,HB5I0
Novotel Megève Mont-Blanc,2024,12,N_F_B,SOUVENIRS,0,6,98.0,5,3,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,ALCOOL,0,2,16.0,1,2,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SALEE,0,6,44.7,4,4,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SALEE,1,4,33.3,2,3,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SUCREE,0,64,389.1,34,21,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,FOOD SUCREE,1,22,155.8,7,12,HB5I0
Novotel Megève Mont-Blanc,2025,1,F_B,SANS ALCOOL,0,40,102.0,26,7,HB5I0
